co_pcdt,co_cnes_estabelecimento,qt_dispensacao,qt_cns_paciente,nu_competencia_min,nu_competencia_max
23,6926967,288,24,201202,201906
23,7043260,74,2,201209,201906
23,7297009,75,2,201401,201906
23,7297017,13,2,201401,201510
23,7297076,12,4,201808,201812
23,7661568,70,3,201503,201906
23,8002266,11,1,201503,201606
23,8003041,152,3,200801,201905
23,9317368,26,4,201711,201906
23,9734872,1,1,201906,201906
24,3441,8171,394,200801,201906
24,6149,3092,728,201807,201905
24,7609,8983,2027,201603,201809
24,11762,22,13,200801,200803
24,21806,4415,172,200801,201906
24,2020645,285,49,200804,201303
24,2020904,1093,76,201701,201906
24,2043955,3657,252,200801,201906
24,2044412,1207,44,200801,201906
24,2051753,8537,424,200801,201906
24,2054434,1820,87,200801,201906
24,2068974,645,92,200801,200907
24,2071339,1746,122,200801,201906
24,2076802,3806,112,200801,201906
24,2078015,1380,142,200801,201007
24,2081695,334,50,200801,200811
24,2088576,782,88,200801,201003
24,2088940,7009,225,200801,201906
24,2091461,428,61,200801,200906
24,2091542,287,47,200801,200907
24,2092107,111,16,200801,200912
24,2092360,3135,131,200801,201906
24,2092603,1133,53,200801,201906
24,2092751,18,3,200802,200809
24,2092999,6547,214,200801,201906
24,2179067,163,15,201010,201905
24,2179113,741,33,200801,201906
24,2194406,3346,154,200801,201906
24,2198290,1073,45,200801,201906
24,2228505,163,5,200803,201906
24,2234351,275,11,200801,201906
24,2236281,355,12,200802,201906
24,2244055,130,9,200801,201906
24,2246597,308,14,200802,201906
24,2249456,207,9,200801,201905
24,2251981,139,9,200801,201906
24,2257343,435,12,200804,201906
24,2259745,245,15,200801,201906
24,2261960,288,10,200801,201906
24,2263777,136,5,200904,201906
24,2265745,100,3,200803,201906
24,2336766,17076,1035,200806,201906
24,2407418,2527,123,200801,201906
24,2414783,133,24,201807,201905
24,2426951,5,5,201906,201906
24,2448467,1190,44,200801,201906
24,2466120,2877,119,200801,201906
24,2469944,112,35,201712,201905
24,2479958,2784,344,201002,201906
24,2493845,11768,1732,200801,201510
24,2494892,541,62,200802,201906
24,2526867,8444,624,201304,201906
24,2531496,9021,882,200804,201906
24,2532174,1457,59,200801,201906
24,2557258,55,4,201208,201906
24,2557886,153,44,201807,201905
24,2561492,1217,85,200912,201305
24,2563681,1732,121,201004,201303
24,2569043,1386,51,200801,201906
24,2571536,458,24,200801,201906
24,2576546,57,4,200904,201705
24,2582473,139,12,200802,201906
24,2583879,322,18,200801,201906
24,2588447,57,2,201211,201906
24,2589885,238,33,200803,201802
24,2590441,813,43,200810,201906
24,2602148,418,141,201809,201905
24,2602164,34,10,201807,201905
24,2649349,435,36,200801,201906
24,2686864,199,12,200801,201906
24,2716380,43,5,200801,201005
24,2719991,2442,198,200801,201906
24,2747863,1330,80,200801,201906
24,2749769,21793,759,200801,201906
24,2752697,2883,155,200801,201308
24,2767449,408,18,200801,201905
24,2767457,2876,131,200801,201906
24,2767465,1039,43,200801,201906
24,2767473,1148,61,200903,201906
24,2767481,2055,120,200801,201906
24,2768259,1053,39,200804,201906
24,2768267,507,31,200802,201906
24,2768275,2293,90,200801,201906
24,2768399,2930,120,200801,201906
24,2768402,788,38,200905,201906
24,2768410,26625,1039,200801,201906
24,2768429,1421,81,200801,201903
24,2768437,1659,74,201009,201906
24,2768445,2091,115,200801,201906
24,2768453,1643,83,200811,201906
24,2768461,3452,149,200801,201906
24,2768488,1179,37,200801,201906
24,2768496,517,29,200801,201906
24,2768518,662,33,200801,201906
24,2768526,388,16,200801,201906
24,2768534,2545,129,200801,201906
24,2774526,576,26,200801,201906
24,2774593,68,5,201108,201906
24,2774909,209,31,201507,201906
24,2777606,2377,326,200802,201906
24,2779528,860,52,200801,201009
24,2781948,551,27,200801,201906
24,2781964,15,1,201510,201906
24,2781972,23,1,201011,201405
24,2783746,99,8,200909,201906
24,2784432,1599,125,200801,201906
24,2785250,44,10,200801,201012
24,2786214,481,28,200801,201906
24,2792354,942,27,200801,201906
24,2792907,8814,347,200801,201906
24,2793229,123,7,200801,201904
24,2794152,4,4,201906,201906
24,2794160,23,23,201906,201906
24,2794187,18,5,200909,201111
24,2795957,2766,151,201110,201906
24,2802929,241,15,200801,201906
24,2816229,76,21,201807,201905
24,2816237,21,14,201807,201905
24,2816725,199,63,201807,201905
24,2816741,12592,702,200801,201906
24,2818256,978,45,200801,201903
24,2824655,373,100,201807,201905
24,3010139,20,6,201811,201905
24,3289761,8,1,201306,201408
24,3302350,1,1,201204,201204
24,3339637,207,33,200906,201801
24,3469972,497,52,200801,201906
24,3503038,117,14,201008,201801
24,3542734,296,32,200804,201805
24,3554481,11548,498,200906,201906
24,3554503,12737,594,200906,201906
24,3554538,9537,601,200906,201906
24,3653404,1355,96,200801,201906
24,3781658,6059,265,200801,201906
24,3846393,1832,110,200801,201906
24,3890538,7929,286,200801,201906
24,3933822,1018,41,200801,201906
24,4013581,2773,263,200801,201906
24,4016017,2694,218,200801,201906
24,4021312,173,68,201710,201905
24,4021398,283,36,201508,201906
24,4022335,65,23,201807,201905
24,4023013,25,6,201808,201905
24,4025717,53,19,201807,201905
24,4026918,169,42,201807,201905
24,4027744,46,22,201810,201905
24,4028066,163,38,201807,201905
24,4028163,115,44,201807,201905
24,4029089,32,7,201807,201905
24,4031954,148,47,201807,201905
24,4033663,348,68,201808,201905
24,4036220,786,36,201002,201906
24,4046374,42827,1938,200801,201906
24,4053400,205,11,200905,201906
24,4054016,1509,58,200801,201906
24,4056795,628,27,200801,201906
24,4057198,233,15,200801,201906
24,4069463,2508,329,200806,201906
24,5118484,215,10,200804,201906
24,5188628,1150,68,200802,201906
24,5246652,378,19,200911,201906
24,5450616,2645,109,200801,201906
24,5604613,4733,202,200802,201906
24,5823226,67,6,201007,201906
24,5823234,893,103,200806,201906
24,5823390,61,5,200811,201903
24,5968607,6465,236,200810,201906
24,6009492,1863,75,200810,201906
24,6011063,70,8,201305,201906
24,6014941,8,3,201310,201503
24,6018599,2808,110,200810,201906
24,6022219,146,23,201206,201906
24,6022383,62,4,201404,201906
24,6047904,430,49,201303,201906
24,6055117,1063,75,200901,201906
24,6059465,1050,42,200907,201906
24,6059538,233,8,200909,201906
24,6214266,101,9,201510,201906
24,6323715,214,62,201001,201206
24,6352782,1308,64,201001,201906
24,6400329,1,1,201212,201212
24,6400361,3,1,201210,201212
24,6423094,33,8,201506,201906
24,6432484,37,10,201808,201905
24,6461425,431,22,201003,201906
24,6471188,3663,699,201012,201906
24,6503829,8352,560,201006,201906
24,6544290,3616,99,201008,201906
24,6552315,38,10,201808,201905
24,6552323,45,13,201808,201904
24,6565271,463,47,201009,201906
24,6578640,3914,200,201012,201906
24,6582559,237,58,201807,201904
24,6606040,112,40,201807,201905
24,6606512,10,4,201809,201904
24,6631142,267,50,201807,201905
24,6670725,86,21,201809,201905
24,6694950,16,2,201507,201708
24,6862802,163,13,201508,201905
24,6911927,659,71,201204,201611
24,6926967,7472,473,201202,201906
24,7043260,1429,83,201207,201906
24,7285558,41,4,201602,201905
24,7311745,5272,471,201310,201906
24,7334710,113,6,201408,201808
24,7472935,981,51,201405,201906
24,7654286,16,2,201507,201702
24,7661568,1780,161,201503,201906
24,8002266,194,9,200801,201906
24,8003041,433,23,200801,201906
24,8006431,73,7,200806,201906
24,9317368,1460,198,201711,201906
24,9784438,20,19,201905,201906
25,3441,68,16,200801,200908
25,7609,34,25,201603,201608
25,21806,117,31,200801,201708
25,2016338,255,49,200801,201903
25,2020645,8,4,200904,201209
25,2028840,413,109,200801,200910
25,2043955,321,81,200801,201805
25,2044412,140,16,200801,201606
25,2051753,147,40,200801,201808
25,2054434,318,13,200801,201712
25,2058502,183,82,200801,201009
25,2068974,542,72,200801,200907
25,2071339,61,14,200801,201412
25,2076802,90,10,200801,201607
25,2077957,1177,248,200801,200911
25,2078015,100,36,200801,201004
25,2081695,27,7,200801,200811
25,2088940,221,22,200801,201510
25,2091461,4,3,200803,200904
25,2091542,35,8,200801,200907
25,2092107,5,2,200806,200905
25,2092360,50,8,200801,201205
25,2092603,53,10,200801,201509
25,2092751,27,9,200801,200809
25,2092999,28,4,200802,201610
25,2179067,4,1,201011,201103
25,2236281,5,1,201810,201902
25,2244055,52,4,200802,201906
25,2246597,175,8,200801,201906
25,2249456,2,1,200801,200802
25,2251981,56,3,200802,201905
25,2257343,2,1,200809,200811
25,2259745,8,2,200903,201712
25,2265745,7,1,201703,201905
25,2334283,6,3,200810,200912
25,2336766,5,2,201102,201309
25,2407418,507,24,200801,201702
25,2466120,26,5,200810,201705
25,2479214,37,1,200801,201109
25,2493845,212,86,201107,201510
25,2494892,1,1,201602,201602
25,2497654,144,71,200803,201210
25,2526867,33,14,201304,201905
25,2531496,92,56,200802,201902
25,2532174,3,1,200907,200909
25,2557258,31,1,200801,201011
25,2561417,73,6,200802,201305
25,2561492,98,18,200801,201003
25,2569043,492,17,200902,201906
25,2571536,5,1,201608,201612
25,2588447,2,1,201002,201003
25,2589885,14,9,200810,201612
25,2590441,79,4,200801,201801
25,2686864,138,12,200801,201804
25,2719991,63,17,200801,201511
25,2747863,312,30,200801,201812
25,2749769,670,84,200801,201810
25,2767449,92,1,200801,201903
25,2767457,21,4,200802,200903
25,2767481,341,17,200801,201902
25,2768259,23,3,200801,201303
25,2768275,55,2,200803,201809
25,2768402,2,2,201507,201711
25,2768410,457,23,200801,201806
25,2768453,16,1,200801,200806
25,2768461,6,1,200801,200804
25,2768518,149,8,200801,201102
25,2774526,165,8,200801,201206
25,2774593,2,1,201806,201807
25,2777606,9,6,200803,201601
25,2779528,102,15,200801,201009
25,2783746,57,3,200801,201812
25,2784432,703,55,200801,201712
25,2785250,1731,118,200801,201101
25,2786214,142,10,200801,201906
25,2792354,22,8,200804,201409
25,2792907,185,21,200801,201905
25,2794187,35,7,200905,201309
25,2818256,55,3,201612,201903
25,3286967,4,1,200804,201010
25,3469972,227,24,200801,201904
25,3503038,1,1,200909,200909
25,3542734,52,7,200803,201901
25,3554481,10,3,201101,201312
25,3554503,599,55,200906,201902
25,3554538,65,15,200906,201903
25,3653404,6,2,201107,201505
25,3781658,72,15,200801,201803
25,3846393,47,8,200804,201401
25,3890538,457,34,200801,201906
25,3933822,5,2,200806,201204
25,4013581,103,76,200802,201906
25,4016017,234,53,200801,201905
25,4036220,34,2,200808,200906
25,4046374,221,42,200801,201902
25,4054016,6,2,201012,201310
25,4056795,15,3,200801,201708
25,4069463,153,34,200801,200907
25,5246652,1,1,201509,201509
25,5352282,33,1,201007,201303
25,5450616,8,4,200810,201201
25,5604613,65,12,200804,201404
25,5968607,57,14,200811,201606
25,6009492,26,4,200810,201002
25,6018599,124,9,200811,201803
25,6047904,1,1,201710,201710
25,6055117,2,1,200908,200909
25,6277373,667,228,200909,201906
25,6323715,3,1,201011,201101
25,6352782,6,2,201009,201203
25,6352790,552,111,200910,201906
25,6471188,1075,83,201012,201906
25,6503829,100,29,201006,201806
25,6544290,79,13,201010,201706
25,6557961,51,23,201008,201510
25,6565271,108,5,201207,201906
25,6911927,1,1,201309,201309
25,7311745,28,8,201312,201905
25,7661568,1,1,201512,201512
25,8003041,6,2,200812,201111
25,8006431,15,3,201007,201705
25,9734872,2,2,201905,201906
26,3441,24391,1358,201311,201906
26,3816,897,263,201808,201905
26,4065,956,541,201308,201904
26,7609,3273,750,201607,201905
26,15296,47,6,201711,201906
26,21806,15938,1316,201311,201906
26,2016338,10138,1043,201309,201906
26,2043955,140423,7811,201308,201906
26,2044412,16255,1300,201308,201906
26,2051753,14218,2178,201308,201906
26,2054434,58150,3266,201308,201906
26,2071339,39794,1864,201308,201906
26,2076802,10514,619,201308,201906
26,2088940,42527,3399,201308,201906
26,2092360,5673,445,201308,201906
26,2092603,38766,2213,201308,201906
26,2092999,20683,1542,201308,201906
26,2179067,4836,329,201308,201901
26,2179113,2186,206,201308,201901
26,2194406,7757,767,201308,201906
26,2198290,9295,739,201308,201906
26,2228505,1521,156,201308,201906
26,2234351,765,72,201312,201906
26,2236281,716,74,201411,201906
26,2244055,10970,873,201309,201906
26,2246597,1869,189,201309,201906
26,2249456,1321,127,201309,201905
26,2251981,1368,125,201401,201906
26,2257343,770,109,201401,201906
26,2259745,581,62,201309,201906
26,2261960,1507,126,201308,201906
26,2263777,409,44,201310,201906
26,2265745,3004,256,201309,201906
26,2336766,45985,3028,201308,201906
26,2407418,89480,5477,201312,201906
26,2414783,63,11,201807,201905
26,2448467,6635,353,200801,201906
26,2466120,15975,778,201308,201906
26,2469944,16,4,201712,201905
26,2494892,24682,2265,201308,201906
26,2526867,28236,2935,201309,201906
26,2531496,86,12,201409,201906
26,2532174,8879,458,201308,201906
26,2557258,822,91,201407,201906
26,2557886,46,17,201807,201905
26,2569043,15919,783,201309,201906
26,2571536,2392,146,201309,201906
26,2576546,326,14,201401,201906
26,2582473,10836,510,201309,201906
26,2583879,219,14,201410,201906
26,2588447,3982,123,201308,201906
26,2589885,56,29,201602,201606
26,2590441,53210,2044,201308,201906
26,2602148,46,14,201810,201905
26,2602164,112,29,201807,201905
26,2649349,325,65,201311,201904
26,2686864,19159,877,201309,201906
26,2719991,4865,407,201308,201906
26,2747863,3518,448,201309,201906
26,2749769,22725,3308,201308,201906
26,2767449,10541,672,201308,201903
26,2767457,3852,360,201308,201906
26,2767465,1394,148,201308,201904
26,2767473,1970,267,201402,201901
26,2767481,6461,594,201308,201906
26,2768259,4929,292,201308,201901
26,2768267,813,113,201401,201906
26,2768275,21144,1556,201309,201906
26,2768399,21498,1182,201308,201904
26,2768402,676,115,201406,201905
26,2768410,13389,1146,201308,201906
26,2768429,1198,125,201309,201901
26,2768437,1045,101,201308,201906
26,2768445,2949,229,201308,201906
26,2768453,3109,289,201308,201906
26,2768461,4749,442,201309,201906
26,2768488,3358,270,201308,201906
26,2768496,1817,157,201311,201906
26,2768518,4722,607,201311,201906
26,2768526,3831,260,201308,201901
26,2768534,3878,380,201308,201906
26,2774526,12615,676,201310,201906
26,2774593,2910,161,201309,201906
26,2774909,2,1,201811,201812
26,2777606,198,26,201311,201906
26,2781948,182,50,201402,201906
26,2781964,7643,489,201312,201906
26,2781972,3315,220,201309,201906
26,2783746,5935,307,201309,201906
26,2784432,31774,1863,201310,201906
26,2786214,4049,441,201308,201906
26,2792354,3357,294,201308,201906
26,2792907,24227,2540,201401,201906
26,2793229,2638,254,201309,201906
26,2794179,3,1,201801,201901
26,2794187,3,1,201609,201611
26,2802929,3495,199,201309,201906
26,2816229,22,4,201807,201905
26,2816237,155,74,201808,201905
26,2816725,23,7,201807,201905
26,2816741,5542,406,201003,201906
26,2818256,3375,366,201308,201903
26,2824655,720,153,201807,201905
26,3010139,46,14,201811,201905
26,3339637,738,82,201310,201801
26,3469972,25583,1733,201308,201906
26,3503038,561,39,201403,201801
26,3542734,2771,223,201308,201906
26,3554481,22378,2117,201310,201906
26,3554503,102931,6923,201308,201906
26,3554538,208009,12174,201308,201906
26,3653404,3715,394,201308,201906
26,3781658,36085,2936,201308,201906
26,3846393,53010,2568,201308,201906
26,3890538,46817,3331,201308,201906
26,3933822,16412,1497,201310,201906
26,4013581,712,71,201309,201906
26,4016017,9033,988,201403,201906
26,4021312,6,3,201902,201905
26,4021398,54,8,201710,201906
26,4022335,141,53,201807,201905
26,4023013,58,11,201807,201905
26,4025717,4,3,201812,201905
26,4026918,221,38,201807,201905
26,4027744,65,20,201809,201905
26,4028066,307,63,201807,201905
26,4028163,61,25,201901,201905
26,4029089,19,3,201807,201904
26,4031954,20,5,201808,201905
26,4033663,266,48,201808,201905
26,4036220,141,23,201402,201906
26,4046374,9972,865,200801,201905
26,4053400,18350,1555,201309,201906
26,4054016,19444,951,201309,201906
26,4056795,692,63,201311,201906
26,4057198,11824,839,201310,201906
26,4069463,2741,620,201310,201906
26,5118484,2385,168,201308,201906
26,5188628,929,91,201310,201903
26,5246652,301,19,201308,201902
26,5450616,40441,2287,201308,201906
26,5604613,19435,1070,201309,201906
26,5823226,142,18,201509,201906
26,5823234,75,13,201308,201904
26,5823390,12,4,201401,201905
26,5968607,124386,7433,201308,201906
26,6009492,19948,1016,201308,201906
26,6011063,60,15,201603,201905
26,6014941,117,18,201407,201906
26,6018599,1137,219,201402,201906
26,6022219,20,5,201807,201906
26,6022383,63,7,201406,201906
26,6047904,116,27,201310,201906
26,6055117,71534,4639,201308,201906
26,6059465,2334,164,201309,201906
26,6059538,3059,156,201308,201906
26,6277373,684,84,201407,201906
26,6352782,9083,759,201308,201906
26,6432484,18,6,201807,201905
26,6461425,3415,211,201308,201906
26,6471188,69921,4339,201308,201906
26,6503829,23488,3727,201308,201906
26,6544290,59826,2976,201308,201906
26,6552315,77,17,201807,201905
26,6552323,11,2,201808,201903
26,6557961,3239,938,201308,201906
26,6565271,1639,98,201310,201906
26,6578640,16096,1092,201310,201906
26,6582559,24,7,201807,201904
26,6606040,135,66,201812,201905
26,6606512,2,1,201903,201904
26,6631142,35,8,201807,201905
26,6670725,132,37,201809,201904
26,6694950,24,2,201509,201708
26,6911927,636,158,201606,201906
26,6926967,4923,345,201308,201906
26,7043260,14281,744,201308,201906
26,7334710,31,4,201407,201906
26,7472935,9249,444,201405,201906
26,7661568,9625,1247,201503,201906
26,8002266,1015,47,201403,201906
26,8003041,13043,780,201309,201906
26,8004714,8,2,201709,201804
26,8006431,1057,96,201310,201906
26,9317368,1309,131,201711,201906
26,9734872,445,302,201904,201906
26,9784438,60,58,201905,201906
27,3441,437,84,201410,201906
27,3816,179,51,201807,201905
27,5398,10689,1055,201604,201905
27,7609,1601,241,201603,201809
27,11762,76,18,200801,200803
27,21806,16908,2938,200801,201906
27,2016338,3676,330,201309,201906
27,2020645,9,1,200903,200912
27,2043955,19331,1990,200905,201906
27,2044412,21334,2531,200801,201906
27,2051753,60497,6705,200801,201906
27,2054434,36433,3661,200801,201906
27,2058502,482,107,200801,201008
27,2066572,1047,290,200801,200912
27,2068974,2127,497,200801,200907
27,2071339,30531,3428,200801,201906
27,2076802,31487,2498,200801,201906
27,2078015,739,230,200801,201005
