co_pcdt,co_cnes_estabelecimento,qt_dispensacao,qt_cns_paciente,nu_competencia_min,nu_competencia_max
33,2448467,774,88,200803,201906
33,2466120,3969,521,200801,201906
33,2494892,3297,787,200801,201906
33,2497654,134,86,200801,201303
33,2526867,2151,1132,201304,201906
33,2531496,436,199,200803,201906
33,2532174,872,75,200806,201906
33,2561492,488,310,200802,201305
33,2563681,664,331,200801,201302
33,2569043,1778,204,200801,201906
33,2571536,2,1,200807,200810
33,2589885,605,316,201011,201906
33,2590441,663,281,200801,201906
33,2649349,66,25,200802,201906
33,2686864,293,84,201503,201906
33,2694751,471,197,201011,201906
33,2719991,2608,1024,200801,201906
33,2747863,1386,497,200802,201906
33,2749769,558,226,200801,201906
33,2752719,345,255,200801,201307
33,2767449,1249,189,200801,201906
33,2767457,1334,281,200802,201906
33,2767465,137,27,200811,201905
33,2767473,1745,209,200811,201901
33,2767481,3053,1002,200802,201906
33,2768259,2270,279,200906,201906
33,2768267,450,104,200803,201906
33,2768275,3104,634,200801,201906
33,2768399,3222,639,200801,201906
33,2768402,1695,263,200801,201905
33,2768410,2778,849,200801,201906
33,2768429,752,152,200804,201903
33,2768437,375,120,200805,201905
33,2768445,937,320,200803,201906
33,2768453,633,95,200808,201905
33,2768461,1693,451,200801,201906
33,2768488,1051,136,200801,201905
33,2768496,10,3,200901,201905
33,2768518,866,220,200802,201906
33,2768526,227,57,200808,201905
33,2768534,139,55,200803,201905
33,2774526,34,32,201509,201904
33,2774593,2,2,200801,200903
33,2774909,6,2,201505,201904
33,2777606,3039,1084,200802,201906
33,2784432,4015,1821,201004,201906
33,2785250,898,587,200801,201011
33,2786214,475,194,200801,201906
33,2792907,5267,1817,200801,201906
33,2793229,200,42,200801,201906
33,2794179,1,1,201307,201307
33,2794187,344,104,200806,201609
33,2816741,1671,459,200801,201906
33,2818256,543,164,200801,201903
33,3286967,119,22,201005,201303
33,3302350,12,3,200906,201208
33,3339637,149,74,200905,201801
33,3469972,2226,454,200802,201906
33,3503038,121,49,200903,201801
33,3542734,550,215,200802,201906
33,3554481,7467,4027,200906,201906
33,3554503,1323,801,200906,201906
33,3653404,3345,887,200801,201906
33,3846393,8,3,201111,201503
33,3890538,2818,1458,200810,201905
33,4013581,2244,862,200801,201906
33,4016017,3604,1003,200801,201906
33,4036220,149,39,200808,201905
33,4046374,7553,2537,200801,201906
33,4054016,342,136,200803,201906
33,4056795,8,2,200802,200807
33,4069463,3531,1077,200803,201906
33,5118484,187,69,200801,201906
33,5188628,241,49,200802,201906
33,5246652,43,13,200807,201906
33,5352282,135,6,201010,201303
33,5450616,222,120,201209,201906
33,5604613,4568,756,200802,201906
33,5823226,18,14,201204,201303
33,5823234,10,5,200809,201808
33,5823390,35,20,200809,201902
33,5968607,3081,878,200810,201906
33,6009492,4813,1121,200810,201906
33,6011063,15,9,201412,201905
33,6014941,138,35,201307,201906
33,6018599,3182,807,200811,201906
33,6022219,66,22,201407,201905
33,6022383,89,22,201208,201904
33,6047904,64,29,201209,201904
33,6059465,1122,113,200903,201906
33,6059538,595,63,200906,201906
33,6214266,56,30,200911,201903
33,6400310,2,2,201108,201111
33,6400337,2,2,201208,201208
33,6400361,12,1,201108,201209
33,6461425,847,79,201003,201906
33,6471188,5512,2385,201012,201906
33,6503829,4321,1426,201005,201906
33,6516041,2,1,201304,201305
33,6557961,476,264,201101,201905
33,6565271,1177,259,201009,201906
33,6578640,3,3,201108,201206
33,6757634,143,76,201205,201906
33,6911927,5,4,201506,201801
33,6926967,1459,365,201208,201906
33,7043260,2102,236,201207,201906
33,7296932,12,5,201810,201905
33,7297076,90,76,201311,201811
33,7308965,335,222,201310,201906
33,7339518,398,158,201310,201906
33,7472935,1201,143,201405,201906
33,8004714,166,68,201111,201905
33,8006431,173,66,200802,201906
33,9317368,180,69,201711,201906
33,9734872,43,43,201904,201906
34,3441,3716,160,200908,201906
34,3816,631,137,201807,201905
34,4073,10508,875,201107,201905
34,5398,14,3,201712,201905
34,7609,479,128,201608,201905
34,11762,3,3,200801,200801
34,15296,67,2,201708,201906
34,21806,20131,632,200801,201906
34,2016338,7694,303,200801,201906
34,2020645,101,14,201103,201303
34,2043955,11849,413,200801,201906
34,2044412,7733,265,200801,201906
34,2051753,21046,713,200801,201906
34,2054434,5820,247,200803,201906
34,2058502,53,10,200801,201009
34,2066572,32,10,200808,200912
34,2068974,278,38,200801,200907
34,2071339,5451,210,200801,201906
34,2076802,12405,375,200801,201906
34,2078015,2995,268,200801,201007
34,2081695,32,5,200801,200810
34,2088940,15431,436,200801,201906
34,2091461,30,7,200801,200810
34,2091542,156,28,200801,200907
34,2092107,3,2,200804,200909
34,2092360,7411,230,200801,201906
34,2092603,2324,111,200801,201906
34,2092751,51,9,200801,200809
34,2092999,16063,588,200801,201906
34,2179067,1420,51,201009,201905
34,2179113,3013,79,201003,201906
34,2194406,15360,480,200805,201906
34,2198290,7141,203,200801,201906
34,2228505,1273,57,200905,201906
34,2234351,1016,46,200801,201906
34,2236281,3386,127,200801,201906
34,2239248,5,1,201101,201105
34,2244055,3767,203,200803,201906
34,2246597,3538,162,200801,201906
34,2249456,1655,67,200803,201905
34,2251981,6301,214,200801,201906
34,2257343,1312,49,200802,201906
34,2259745,1436,60,200801,201906
34,2261960,145,13,201112,201906
34,2263777,572,28,200804,201906
34,2265745,3268,115,200801,201906
34,2334321,6,1,201209,201303
34,2336766,17438,1141,200805,201906
34,2407418,95353,2468,200801,201906
34,2414783,25,4,201807,201905
34,2415372,262,26,201011,201212
34,2448467,1644,58,200807,201906
34,2466120,7010,217,200905,201906
34,2469944,39,3,201809,201905
34,2481499,9,2,201208,201301
34,2494892,4089,209,200812,201906
34,2497654,3326,424,200812,201305
34,2499363,281,65,201103,201305
34,2526867,39897,1836,201304,201906
34,2531496,8817,579,200803,201906
34,2532174,1702,42,201003,201906
34,2557258,1169,37,201001,201906
34,2561492,2696,202,201005,201305
34,2563681,4,2,201004,201005
34,2569043,2274,60,200802,201906
34,2571536,3085,75,200801,201906
34,2576546,4326,105,200801,201906
34,2582473,5439,107,200801,201906
34,2583879,10181,231,200801,201906
34,2588447,1529,33,201007,201906
34,2589885,337,38,201203,201906
34,2590441,31676,488,200801,201906
34,2602148,135,25,201810,201905
34,2602164,17,5,201807,201905
34,2649349,3654,182,200801,201906
34,2686864,9521,211,200801,201906
34,2719991,7259,316,200801,201906
34,2747863,5993,228,200801,201906
34,2749769,31954,1151,200801,201906
34,2752700,517,58,200904,201306
34,2752719,108,20,201010,201307
34,2767449,3141,96,201011,201905
34,2767457,6559,202,200801,201906
34,2767465,2677,80,200807,201906
34,2767473,1281,45,200801,201906
34,2767481,11746,371,200808,201906
34,2768259,5006,161,200902,201906
34,2768267,585,29,201004,201906
34,2768275,18474,633,200807,201906
34,2768399,9288,270,200801,201906
34,2768402,3098,130,200802,201906
34,2768410,33169,919,200801,201906
34,2768429,2219,81,200908,201903
34,2768437,1664,58,201005,201906
34,2768445,2327,85,200812,201906
34,2768453,2532,62,201003,201906
34,2768461,6189,161,200801,201906
34,2768488,7223,209,200801,201906
34,2768496,850,24,200903,201906
34,2768518,14469,422,200904,201906
34,2768526,1945,48,200801,201906
34,2768534,4149,101,200808,201906
34,2774526,10118,170,200801,201906
34,2774593,2006,50,200801,201906
34,2774909,240,22,201406,201906
34,2777606,12531,499,200804,201906
34,2779528,21,7,200808,201009
34,2781948,1104,62,200801,201906
34,2781964,7346,136,200801,201906
34,2781972,2591,57,200801,201906
34,2783746,4020,140,200810,201906
34,2784432,49668,1106,200801,201906
34,2785250,752,117,200801,201101
34,2786214,8884,329,200801,201906
34,2792354,2603,86,200801,201906
34,2792907,30457,928,200801,201906
34,2793229,2630,65,200801,201906
34,2794179,34,5,201307,201506
34,2794187,1432,88,200902,201606
34,2802929,2875,92,200801,201906
34,2816229,6,1,201809,201902
34,2816237,29,13,201807,201905
34,2816725,18,6,201807,201901
34,2816741,25418,856,200801,201906
34,2818256,1908,75,200808,201903
34,2824655,93,13,201807,201905
34,3010139,27,5,201811,201905
34,3286967,162,17,201007,201303
34,3289761,42,3,201103,201307
34,3302350,7,4,200910,201212
34,3339637,496,31,201104,201801
34,3469972,5277,144,201005,201906
34,3503038,27093,979,201003,201801
34,3542734,3768,221,200801,201906
34,3554481,9269,407,200910,201906
34,3554503,35258,1149,200906,201906
34,3554538,27171,868,200906,201906
34,3629848,24,2,201110,201306
34,3653404,7783,284,200801,201906
34,3781658,8143,338,200801,201906
34,3846393,5198,170,200801,201906
34,3890538,6634,289,200801,201906
34,3933822,360,27,200904,201906
34,4013581,14447,573,200801,201906
34,4016017,8108,568,200801,201906
34,4021312,33,8,201710,201905
34,4021398,69,3,201512,201906
34,4022335,54,11,201807,201905
34,4023013,6,1,201807,201901
34,4025717,14,4,201807,201905
34,4026918,141,27,201807,201905
34,4027744,6,2,201812,201905
34,4028066,202,24,201807,201905
34,4028163,48,4,201807,201905
34,4029089,8,1,201807,201905
34,4031954,54,10,201807,201905
34,4033663,198,28,201808,201905
34,4036220,4198,117,201011,201906
34,4046374,57628,1626,200801,201906
34,4053400,3074,95,200801,201906
34,4054016,18086,522,200801,201906
34,4056795,3932,105,200801,201906
34,4057198,1435,49,200804,201906
34,4069463,18058,908,200806,201906
34,5118484,1015,50,200801,201906
34,5188628,920,35,200907,201906
34,5246652,682,18,200809,201906
34,5285100,6,2,201209,201212
34,5352282,39,3,201107,201303
34,5450616,8093,243,200801,201906
34,5604613,11161,390,200802,201906
34,5823226,271,13,201103,201906
34,5823234,1335,66,201007,201906
34,5823390,465,20,201105,201906
34,5968607,19320,646,200810,201906
34,6009492,4552,164,200810,201906
34,6011063,288,20,201404,201906
34,6014941,630,31,201307,201906
34,6018599,6068,231,200810,201906
34,6022219,752,52,201211,201906
34,6022383,800,27,201207,201906
34,6047904,5117,230,201206,201906
34,6055117,15010,574,200902,201906
34,6059465,1036,37,201102,201906
34,6059538,981,31,201008,201906
34,6214266,140,8,201601,201906
34,6238556,9,2,201509,201610
34,6352782,1538,59,201006,201906
34,6400310,3,1,201103,201109
34,6400337,4,3,201208,201209
34,6423094,769,31,200912,201906
34,6432484,38,9,201807,201905
34,6461425,1063,35,201011,201906
34,6471188,40577,1389,201012,201906
34,6503829,21155,674,201006,201906
34,6544290,4668,145,201010,201906
34,6552315,91,9,201807,201905
34,6552323,7,1,201810,201905
34,6557961,1195,92,201008,201906
34,6565271,3720,223,201011,201906
34,6578640,4310,104,201011,201906
34,6582559,111,10,201807,201904
34,6606040,184,34,201807,201905
34,6606512,7,2,201811,201905
34,6631142,27,5,201807,201905
34,6670725,29,4,201809,201905
34,6694950,53,4,201405,201708
34,6757634,40,2,201708,201906
34,6862802,231,9,201308,201905
34,6911927,2200,117,201205,201906
34,6926967,14829,646,201202,201906
34,7043260,6214,192,201207,201906
34,7296932,68,3,201307,201612
34,7297017,1883,114,201310,201906
34,7297076,951,102,201310,201906
34,7334710,176,10,201407,201906
34,7375697,163,14,201403,201705
34,7472935,4811,156,201405,201906
34,7654286,19,3,201602,201702
34,7661568,3651,145,201503,201906
34,8002266,5241,103,201004,201906
34,8003041,8816,195,200801,201906
34,8004714,377,33,201306,201905
34,8006431,549,21,200908,201906
34,9317368,2019,143,201711,201906
34,9734872,116,68,201905,201906
34,9784438,35,28,201905,201906
35,3816,3,1,201905,201905
35,4073,21,5,201702,201905
35,7609,15,8,201608,201809
35,21806,530,30,201206,201906
35,2016338,28,3,201602,201904
35,2020645,3,1,201102,201104
35,2043955,18,4,201601,201610
35,2044412,438,26,200802,201906
35,2051753,184,18,201010,201906
35,2054434,87,6,201506,201906
35,2071339,225,15,200811,201906
35,2076802,1333,76,200801,201906
35,2078015,296,50,200801,201005
35,2088940,1029,82,200801,201906
35,2091461,6,1,200811,200901
35,2091542,3,1,200808,200810
35,2092360,368,22,200801,201906
35,2092603,35,3,201606,201906
35,2092999,448,33,200801,201906
35,2179067,260,15,200801,201905
35,2194406,73,6,201602,201906
35,2198290,35,2,201302,201906
35,2228505,175,13,201206,201906
35,2234351,150,4,200804,201906
35,2236281,456,30,200804,201906
35,2244055,584,45,200805,201906
35,2246597,261,23,200801,201906
35,2249456,131,7,201508,201905
35,2251981,276,26,200802,201906
35,2257343,174,14,201506,201906
35,2259745,36,5,201702,201906
35,2261960,33,4,200902,201904
35,2263777,42,6,200802,201906
35,2265745,642,38,200801,201906
35,2336766,1025,84,201001,201906
35,2407418,2138,104,200801,201906
35,2448467,8,1,201803,201812
35,2466120,130,13,201509,201906
35,2494892,262,16,201512,201906
35,2526867,212,23,201306,201906
35,2531496,30,4,201008,201904
35,2557258,19,2,201612,201906
35,2561492,11,4,201008,201211
35,2569043,69,6,201506,201906
35,2571536,35,4,201708,201906
35,2576546,145,12,201107,201906
35,2582473,119,6,201612,201906
35,2583879,143,12,201507,201906
35,2588447,172,5,201601,201906
35,2590441,390,18,200801,201906
35,2602164,2,2,201905,201905
35,2686864,1193,51,200801,201906
35,2719991,567,34,201105,201906
35,2747863,341,29,200910,201906
35,2749769,828,63,200801,201906
35,2752700,3,1,200809,200811
35,2767449,96,5,201202,201903
35,2767473,42,2,201803,201906
35,2767481,47,4,201707,201906
35,2768259,13,4,201705,201904
35,2768267,12,1,201805,201905
35,2768275,381,26,200810,201906
35,2768399,259,11,200801,201905
35,2768402,33,4,201504,201905
35,2768410,314,24,200803,201906
35,2768429,21,1,201607,201903
35,2768437,37,1,201505,201905
35,2768445,100,5,200801,201906
35,2768453,15,1,201803,201906
35,2768461,130,7,201210,201906
35,2768488,155,7,200801,201906
35,2768518,77,4,201510,201906
35,2768526,50,1,200801,201305
35,2768534,36,2,201802,201906
35,2774526,207,14,200801,201906
35,2774593,192,9,200801,201906
35,2774909,142,6,201508,201906
35,2777606,281,11,200806,201906
35,2781948,74,11,201010,201906
35,2781964,152,7,201508,201906
35,2781972,194,6,200801,201906
35,2783746,277,16,200801,201906
35,2784432,1399,76,200801,201906
35,2785250,13,4,200801,200906
35,2786214,1055,39,200801,201906
35,2792354,98,5,201412,201906
35,2792907,1895,184,200801,201906
35,2793229,104,4,201701,201906
35,2794187,43,9,201005,201508
35,2802929,129,6,200801,201904
35,2816741,1570,93,200801,201906
35,2818256,188,13,200806,201903
35,3286967,3,1,201105,201107
35,3339637,2,1,201612,201701
35,3469972,17,3,201603,201906
35,3503038,553,45,201503,201801
35,3542734,20,2,201306,201906
35,3554481,322,25,201410,201906
35,3554503,137,18,201402,201906
35,3554538,360,26,201306,201906
35,3653404,366,20,200801,201906
35,3781658,5,2,200912,201601
35,3846393,372,10,200801,201906
35,3890538,192,13,200802,201906
35,4013581,302,34,200801,201906
35,4016017,80,15,201003,201906
35,4025717,1,1,201812,201812
35,4026918,20,1,201807,201905
35,4036220,29,1,201609,201905
35,4046374,1438,92,200802,201906
35,4053400,56,4,201609,201906
35,4054016,814,68,200903,201906
35,4056795,222,8,201204,201906
35,4057198,158,7,201508,201906
35,4069463,171,21,201509,201906
35,5118484,66,3,201108,201906
35,5188628,24,4,201511,201906
35,5246652,11,1,201804,201906
35,5450616,283,17,201411,201906
35,5604613,211,16,201003,201906
35,5823234,10,1,201507,201609
35,5968607,458,34,201006,201906
35,6009492,524,26,201206,201906
35,6011063,51,5,201406,201906
35,6014941,13,1,201806,201906
35,6018599,55,6,200810,201905
35,6022219,22,4,201211,201906
35,6047904,166,19,201209,201906
35,6055117,444,30,201302,201906
35,6059538,42,4,201711,201906
35,6352782,29,3,201605,201906
35,6423094,26,3,201703,201906
35,6432484,3,1,201810,201812
35,6461425,8,2,201703,201906
35,6471188,1027,67,201101,201906
35,6503829,215,43,201006,201906
35,6544290,130,6,201307,201906
35,6552315,5,1,201810,201905
35,6557961,6,2,201407,201801
35,6565271,275,34,201509,201906
35,6578640,8,2,201604,201906
35,6582559,4,1,201902,201903
35,6911927,1,1,201905,201905
35,6926967,709,52,201308,201906
35,7043260,250,19,201507,201906
35,7297076,5,1,201709,201802
35,7375697,3,1,201507,201511
35,7472935,123,11,201509,201906
35,7661568,59,11,201605,201904
35,8002266,302,15,200909,201906
35,8003041,358,24,201509,201906
35,8006431,39,4,201612,201906
35,9317368,205,13,201711,201906
35,9784438,1,1,201906,201906
36,3441,143000,4842,200801,201906
36,4286,352561,21492,200801,201903
36,5398,92,29,200801,201006
36,5436,276709,7655,200801,201905
36,11762,3422,1411,200801,200804
36,15296,217125,5601,201110,201906
36,21806,294575,7548,200801,201906
36,2016338,78303,3234,200801,201906
36,2020645,7134,537,200801,201303
36,2043955,562947,14173,200801,201906
36,2044412,167707,4609,200801,201906
36,2051753,860751,23566,200801,201906
36,2054434,334956,11554,200801,201906
36,2058502,31301,3147,200801,201009
36,2068974,74398,6867,200801,200907
36,2071339,162218,8742,200801,201906
36,2076802,205935,5930,200801,201906
36,2077957,548,93,200801,200911
36,2078015,117075,7681,200801,201007
36,2081695,29794,3711,200801,200812
36,2088940,393476,8528,200801,201906
36,2091313,19666,737,200801,201009
36,2091461,22933,1690,200801,200907
36,2091542,156407,14714,200801,200907
36,2092107,11301,1449,200801,201002
36,2092360,288279,7820,200801,201906
36,2092603,177419,4332,200801,201906
36,2092751,13850,2225,200801,200809
36,2092999,413882,11220,200801,201906
36,2179067,14841,330,200801,201906
36,2179113,36758,544,200801,201906
36,2194406,192642,3439,200801,201906
36,2198290,53683,1064,200801,201906
36,2228505,7699,347,200801,201906
36,2234351,12781,447,200801,201906
36,2236281,27756,764,200801,201906
36,2239248,20,6,200911,201108
36,2244055,36957,1449,200801,201906
36,2246597,38397,1323,200801,201906
36,2249456,14534,448,200801,201905
36,2251981,15052,528,200801,201906
36,2257343,27882,1037,200801,201906
36,2259745,23845,851,200801,201906
36,2261960,5990,276,200801,201906
36,2263777,6997,280,200802,201906
36,2265745,9988,357,200801,201906
36,2332981,34,15,200805,200811
36,2333031,39646,1072,200803,201308
36,2336766,308428,14735,200801,201906
36,2407418,1024282,18746,200801,201906
36,2408260,141,97,201303,201303
36,2414783,1282,190,201807,201905
36,2415372,3026,318,200801,201212
36,2448467,94017,2785,200801,201906
36,2460106,1,1,200810,200810
36,2466120,216082,4588,200801,201906
36,2469944,1174,203,201712,201905
36,2480026,105369,3054,200801,201303
36,2481952,13734,573,200801,201305
36,2493845,3,2,201108,201109
36,2494892,130500,5412,200801,201906
36,2497654,6,1,201210,201305
36,2499363,7205,627,200801,201305
36,2526867,691954,29297,200801,201906
36,2531496,194758,10076,200802,201906
36,2532174,49960,1358,200801,201906
36,2557258,7204,381,200801,201906
36,2557886,536,108,201807,201905
36,2560941,4612,183,200801,201212
36,2561263,39423,2780,200801,201303
36,2561492,87445,4041,200801,201305
36,2563681,18995,1035,200801,201303
36,2565889,11346,686,200802,201305
36,2569043,126989,3376,200801,201906
36,2571536,33196,880,200801,201906
36,2576546,58508,1814,200801,201906
36,2582473,20729,522,200801,201906
36,2583879,25727,668,200801,201906
36,2588447,36682,884,200801,201906
36,2589885,22299,1336,200801,201906
36,2590441,191369,3131,200801,201906
36,2602148,4120,817,201808,201905
36,2602164,1677,225,201807,201905
36,2603063,52540,2026,200801,201608
36,2621614,2471,127,200801,201109
36,2649349,34857,1001,200801,201906
36,2686864,29757,1042,200801,201906
36,2694751,485,42,200805,201307
36,2716380,9587,719,200801,201005
36,2719991,223852,7020,200801,201906
36,2723557,66,27,200801,200809
36,2747863,278160,8726,200801,201906
36,2749769,1156131,35141,200801,201906
36,2750236,20569,1204,200801,201010
36,2767449,30144,621,200801,201906
36,2767457,129766,1866,200801,201906
36,2767465,42133,668,200801,201906
36,2767473,47389,778,200801,201906
36,2767481,183222,3358,200801,201906
36,2768259,62494,1085,200801,201906
36,2768267,17980,581,200801,201906
36,2768275,82808,1624,200801,201906
36,2768399,68246,1268,200801,201906
36,2768402,37062,777,200801,201906
36,2768410,875029,12990,200801,201906
36,2768429,114687,2188,200801,201906
36,2768437,67336,1422,200801,201906
36,2768445,122635,2161,200801,201906
36,2768453,82156,1524,200801,201906
36,2768461,96718,1802,200801,201906
36,2768488,66392,1088,200801,201906
36,2768496,14776,435,200801,201906
36,2768518,55164,1251,200801,201906
36,2768526,26824,457,200801,201906
36,2768534,96660,1634,200801,201906
36,2774526,32359,716,200801,201906
36,2774593,10904,451,200801,201906
36,2774909,16736,1445,200801,201906
36,2777606,258519,8685,200801,201906
36,2779528,27,6,200801,201008
36,2781948,25698,929,200801,201906
36,2781964,6960,267,200801,201906
36,2781972,24036,822,200801,201906
36,2783746,64440,1833,200801,201906
36,2784432,50579,2942,200801,201906
36,2785250,82681,4209,200801,201101
36,2786214,67478,1938,200801,201906
36,2792354,162810,4730,200801,201906
36,2792907,348007,10001,200801,201906
36,2793229,9510,372,200801,201906
36,2794179,431,161,201306,201906
36,2794187,57756,3551,200801,201611
36,2802856,2990,193,201002,201303
36,2802929,37390,1554,200801,201906
36,2816229,2063,337,201807,201905
36,2816237,736,306,201807,201905
36,2816725,941,194,201807,201905
36,2816741,150486,3740,200801,201906
36,2818256,32187,1060,200801,201903
36,2824655,864,163,201807,201905
36,3010139,357,67,201811,201905
36,3068781,3845,102,200801,201906
36,3236609,575,85,201808,201906
36,3286967,5827,683,200801,201303
36,3289761,17056,574,200801,201410
36,3302350,8030,684,200801,201212
36,3339637,689112,16174,200801,201801
36,3469972,142244,4266,200801,201906
36,3503038,4107,168,200801,201801
36,3542734,18492,435,200801,201906
36,3554481,152954,6521,200906,201906
36,3554503,781068,24663,200906,201906
36,3554538,1471809,44304,200906,201906
36,3586677,185,23,200801,201005
36,3629848,7979,337,200802,201306
36,3653404,363615,10451,200801,201906
36,3781658,391754,13248,200801,201906
36,3846393,309528,9186,200801,201906
36,3890538,424555,14811,200801,201906
36,3905705,9,3,201109,201111
36,3933822,32499,1967,200801,201906
36,4013581,309747,14025,200801,201906
36,4016017,265074,14701,200801,201906
36,4021312,978,167,201710,201905
36,4021398,1850,118,201508,201906
36,4022335,2583,598,201807,201905
36,4023013,1035,127,201807,201905
36,4025717,164,53,201807,201905
36,4026918,704,102,201807,201905
36,4027744,884,240,201808,201905
36,4028066,2643,458,201807,201905
36,4028163,1133,160,201807,201905
36,4029089,231,39,201807,201905
36,4031954,1446,239,201807,201905
36,4033663,4435,655,201808,201905
36,4036220,43430,890,200801,201906
36,4046374,781656,19907,200801,201906
36,4053400,43408,1446,200801,201906
36,4054016,155209,3918,200801,201906
36,4056795,26493,802,200801,201906
36,4057198,46665,1340,200801,201906
36,4069463,260438,10343,200801,201906
36,5118484,9017,324,200801,201906
36,5188628,23952,691,200801,201906
36,5246652,11902,290,200801,201906
36,5285100,1501,165,200801,201212
36,5352282,4907,207,200801,201303
36,5450616,176563,3139,200801,201906
36,5604613,263460,7073,200802,201906
36,5823226,11655,303,200807,201906
36,5823234,22564,441,200806,201906
36,5823390,6870,262,200806,201906
36,5904080,16,16,201301,201302
36,5964016,1711,196,200904,201508
36,5968607,709566,20542,200810,201906
36,5970369,356,66,201211,201305
36,6009492,315814,8531,200810,201906
36,6011063,28304,1508,201206,201906
36,6014941,25755,1019,201307,201906
36,6018599,98859,2484,200810,201906
36,6022219,32548,1976,201206,201906
36,6022383,44426,1834,201206,201906
36,6022464,1468,194,200912,201210
36,6047904,74608,3660,201206,201906
36,6055117,395579,14893,200811,201906
36,6059465,59029,1713,200812,201906
36,6059538,15119,456,200901,201906
36,6214266,1225,67,201007,201906
36,6238556,5913,420,201007,201610
36,6277373,5961,522,201211,201906
36,6300081,22458,597,201008,201406
36,6352782,142143,6399,201001,201906
36,6352790,5577,473,200910,201906
36,6398839,8462,383,201001,201307
36,6400310,242,63,201012,201204
36,6400337,96,47,201208,201209
36,6400361,2184,182,201007,201212
36,6432484,654,121,201807,201905
36,6461425,33290,1194,201003,201906
36,6471188,489342,12776,201012,201906
36,6503829,408963,18479,201005,201906
36,6516041,50,12,201301,201305
36,6544290,278733,7788,201009,201906
36,6552315,2169,330,201807,201905
36,6552323,801,191,201808,201905
36,6557961,177103,11191,201008,201906
36,6565271,57584,2923,201009,201906
36,6578640,1768,129,201011,201906
36,6582559,3571,527,201807,201904
36,6589529,23,5,201811,201906
36,6606040,2138,628,201807,201905
36,6606512,896,189,201809,201905
36,6617379,44,23,201304,201305
36,6631142,1080,162,201807,201905
36,6670725,1530,275,201809,201905
36,6694950,328,51,201502,201708
36,6736785,121,27,201212,201305
36,6757634,1,1,201506,201506
36,6862802,9883,275,201109,201905
36,6911927,13613,700,201201,201906
36,6926967,50788,2225,201202,201906
36,7043260,91270,2112,201207,201906
36,7285558,375,40,201507,201905
36,7297009,43745,947,201310,201906
36,7308965,29,3,201311,201906
36,7334710,3608,176,201406,201906
36,7375697,75,10,201406,201705
36,7472935,62012,1631,201405,201906
36,7598505,81,6,201508,201906
36,7654286,538,100,201505,201702
36,7661568,97732,4579,201503,201906
36,8002266,65873,1672,200801,201906
36,8003041,56335,1792,200801,201906
36,8004714,5118,317,200802,201905
36,8006431,6903,312,200801,201906
36,9317368,7298,545,201711,201906
36,9734872,889,576,201904,201906
36,9784438,947,655,201905,201906
37,3441,1787,43,200801,201906
37,11762,4,2,200801,200802
37,21806,1177,33,200801,201905
37,2016338,1267,34,200802,201906
37,2043955,1920,39,200801,201906
37,2044412,723,18,200801,201906
37,2051753,2211,73,200801,201906
37,2054434,975,15,200801,201906
37,2068974,1706,139,200801,200907
37,2071339,520,16,200801,201906
37,2076802,990,18,200801,201906
37,2081695,127,19,200801,200811
37,2088940,2154,40,200801,201906
37,2092107,28,2,200801,200908
37,2092360,1085,15,200801,201906
37,2092603,248,5,200801,201906
37,2092751,29,4,200801,200809
37,2092999,1653,26,200801,201906
37,2179067,136,5,201305,201905
37,2179113,71,2,201302,201803
37,2194406,973,33,201303,201906
37,2198290,119,5,201304,201905
37,2228505,294,6,200801,201906
37,2234351,164,2,200803,201906
37,2236281,316,7,200801,201906
37,2244055,196,9,200807,201906
37,2246597,285,6,200801,201906
37,2249456,204,3,200801,201905
37,2251981,499,13,200801,201906
37,2257343,228,9,200802,201906
37,2259745,212,7,200801,201906
37,2261960,361,8,200801,201906
37,2263777,72,3,201010,201905
37,2265745,136,5,200802,201906
37,2334283,573,38,200801,201108
37,2336766,6873,106,200801,201906
37,2407418,8385,149,200801,201906
37,2448467,85,2,201402,201906
37,2466120,472,12,201310,201906
37,2494892,323,19,200803,201906
37,2498049,5601,164,200801,201901
37,2526867,1578,102,201304,201905
37,2531496,2111,77,200802,201906
37,2532174,103,4,201310,201905
37,2563681,1395,59,200801,201303
37,2569043,324,8,201310,201906
37,2649349,120,6,200801,201906
37,2719991,2020,40,200801,201812
37,2747863,1018,17,200801,201906
37,2749769,3466,74,200801,201906
37,2767449,470,15,201303,201905
37,2767457,603,20,201304,201906
37,2767465,198,5,201304,201906
37,2767473,59,1,201306,201906
37,2767481,221,9,201304,201905
37,2768259,321,10,201304,201905
37,2768267,39,6,201308,201405
37,2768275,178,6,201304,201906
37,2768399,199,7,201304,201905
37,2768402,572,34,201303,201906
37,2768410,6305,361,200801,201906
37,2768429,371,15,201304,201903
37,2768437,500,21,201304,201906
37,2768445,114,6,201304,201906
37,2768453,396,15,201304,201906
37,2768461,184,7,201304,201905
37,2768488,415,15,201305,201906
37,2768496,167,4,201304,201906
37,2768518,281,11,201304,201906
37,2768526,412,14,201305,201906
37,2768534,123,3,201304,201906
37,2777606,1087,33,200801,201906
37,2779528,107,6,200801,201008
37,2784432,6898,196,201209,201906
37,2785250,257,23,200801,201101
37,2786214,610,21,200801,201906
37,2792354,223,4,200801,201906
37,2792907,3691,86,200801,201906
37,2793229,450,12,200801,201906
37,2816741,1849,41,200801,201906
37,2818256,675,19,200801,201903
37,3339637,1,1,201508,201508
37,3469972,550,13,200801,201906
