"co_pcdt","co_cid10_diagnostico_principal","nu_trimestre","qt_cns_paciente","co_seq_pcdt_cid10_trimestre"
50,D808,"201401",29,25
50,D808,"201402",28,26
50,D808,"201403",57,27
50,D808,"201404",40,28
50,D808,"201501",43,29
50,D808,"201502",31,30
50,D808,"201503",34,31
50,D808,"201504",38,32
50,D808,"201601",47,33
50,D808,"201602",35,34
50,D808,"201603",40,35
50,D808,"201604",32,36
50,D808,"201701",40,37
50,D808,"201702",29,38
50,D808,"201703",31,39
50,D808,"201704",24,40
50,D808,"201801",28,41
50,D808,"201802",37,42
50,D808,"201803",62,43
50,D808,"201804",51,44
50,D808,"201901",52,45
50,D808,"201902",30,46
50,D810,"200801",13,1
50,D810,"200802",5,2
50,D810,"200803",8,3
50,D810,"200804",6,4
50,D810,"200901",1,5
50,D810,"200902",6,6
50,D810,"200903",5,7
50,D810,"200904",5,8
50,D810,"201001",5,9
50,D810,"201002",2,10
50,D810,"201003",5,11
50,D810,"201004",3,12
50,D810,"201101",2,13
50,D810,"201102",1,14
50,D810,"201104",1,15
50,D810,"201202",1,16
50,D810,"201301",3,17
50,D810,"201302",1,18
50,D810,"201303",1,19
50,D810,"201304",2,20
50,D810,"201401",1,21
50,D810,"201402",4,22
50,D810,"201403",3,23
50,D810,"201501",2,24
50,D810,"201502",1,25
50,D810,"201503",1,26
50,D810,"201504",3,27
50,D810,"201601",1,28
50,D810,"201602",1,29
50,D810,"201604",3,30
50,D810,"201701",1,31
50,D810,"201702",2,32
50,D810,"201703",4,33
50,D810,"201704",2,34
50,D810,"201801",4,35
50,D810,"201802",1,36
50,D810,"201803",4,37
50,D810,"201804",2,38
50,D810,"201901",1,39
50,D810,"201902",4,40
50,D811,"200801",6,1
50,D811,"200802",1,2
50,D811,"200803",3,3
50,D811,"200902",4,4
50,D811,"200903",1,5
50,D811,"200904",1,6
50,D811,"201001",6,7
50,D811,"201004",1,8
50,D811,"201101",1,9
50,D811,"201102",2,10
50,D811,"201103",3,11
50,D811,"201201",1,12
50,D811,"201202",2,13
50,D811,"201203",3,14
50,D811,"201204",1,15
50,D811,"201301",3,16
50,D811,"201302",3,17
50,D811,"201303",2,18
50,D811,"201304",3,19
50,D811,"201401",1,20
50,D811,"201402",4,21
50,D811,"201403",1,22
50,D811,"201404",3,23
50,D811,"201501",6,24
50,D811,"201502",3,25
50,D811,"201503",2,26
50,D811,"201504",4,27
50,D811,"201601",1,28
50,D811,"201602",3,29
50,D811,"201603",4,30
50,D811,"201604",6,31
50,D811,"201701",6,32
50,D811,"201702",2,33
50,D811,"201703",5,34
50,D811,"201704",5,35
50,D811,"201801",3,36
50,D811,"201802",1,37
50,D811,"201803",5,38
50,D811,"201804",2,39
50,D811,"201901",4,40
50,D811,"201902",4,41
50,D812,"200801",23,1
50,D812,"200802",2,2
50,D812,"200803",3,3
50,D812,"200804",1,4
50,D812,"200901",1,5
50,D812,"200902",4,6
50,D812,"200903",3,7
50,D812,"200904",3,8
50,D812,"201002",1,9
50,D812,"201003",5,10
50,D812,"201004",2,11
50,D812,"201103",4,12
50,D812,"201104",5,13
50,D812,"201201",2,14
50,D812,"201202",3,15
50,D812,"201203",9,16
50,D812,"201204",8,17
50,D812,"201301",8,18
50,D812,"201302",5,19
50,D812,"201303",2,20
50,D812,"201304",1,21
50,D812,"201401",5,22
50,D812,"201402",1,23
50,D812,"201403",1,24
50,D812,"201404",1,25
50,D812,"201501",1,26
50,D812,"201502",1,27
50,D812,"201504",1,28
50,D812,"201702",1,29
50,D812,"201703",4,30
50,D812,"201704",3,31
50,D812,"201801",3,32
50,D812,"201802",1,33
50,D812,"201803",3,34
50,D812,"201804",2,35
50,D812,"201901",2,36
50,D813,"200801",2,1
50,D813,"200802",3,2
50,D813,"200903",1,3
50,D813,"201001",1,4
50,D813,"201002",1,5
50,D813,"201102",1,6
50,D813,"201202",1,7
50,D813,"201401",1,8
50,D813,"201601",1,9
50,D813,"201603",1,10
50,D814,"201004",1,1
50,D814,"201504",1,2
50,D814,"201603",1,3
50,D815,"200802",1,1
50,D815,"200803",1,2
50,D815,"201203",1,3
50,D815,"201302",1,4
50,D815,"201304",1,5
50,D815,"201402",1,6
50,D815,"201503",1,7
50,D815,"201504",1,8
50,D816,"201004",1,1
50,D816,"201202",1,2
50,D816,"201403",1,3
50,D816,"201604",1,4
50,D817,"200901",1,1
50,D817,"200903",1,2
50,D817,"200904",3,3
50,D817,"201004",1,4
50,D817,"201603",2,5
50,D818,"200801",7,1
50,D818,"200802",4,2
50,D818,"200803",5,3
50,D818,"200901",3,4
50,D818,"200902",2,5
50,D818,"200903",3,6
50,D818,"200904",8,7
50,D818,"201001",4,8
50,D818,"201002",3,9
50,D818,"201003",3,10
50,D818,"201004",5,11
50,D818,"201101",4,12
50,D818,"201102",3,13
50,D818,"201103",3,14
50,D818,"201104",4,15
50,D818,"201201",5,16
50,D818,"201202",3,17
50,D818,"201203",8,18
50,D818,"201204",4,19
50,D818,"201301",6,20
50,D818,"201302",4,21
50,D818,"201303",2,22
50,D818,"201304",2,23
50,D818,"201401",2,24
50,D818,"201402",8,25
50,D818,"201403",5,26
50,D818,"201404",8,27
50,D818,"201501",3,28
50,D818,"201502",1,29
50,D818,"201503",4,30
50,D818,"201504",7,31
50,D818,"201601",4,32
50,D818,"201602",3,33
50,D818,"201603",11,34
50,D818,"201604",7,35
50,D818,"201701",10,36
50,D818,"201702",10,37
50,D818,"201703",8,38
50,D818,"201704",3,39
50,D818,"201801",4,40
50,D818,"201802",8,41
50,D818,"201803",9,42
50,D818,"201804",11,43
50,D818,"201901",4,44
50,D818,"201902",3,45
50,D820,"200801",10,1
50,D820,"200803",2,2
50,D820,"200804",1,3
50,D820,"200901",3,4
50,D820,"200902",1,5
50,D820,"200903",3,6
50,D820,"200904",3,7
50,D820,"201001",2,8
50,D820,"201002",3,9
50,D820,"201003",1,10
50,D820,"201101",3,11
50,D820,"201102",2,12
50,D820,"201103",4,13
50,D820,"201104",4,14
50,D820,"201201",3,15
50,D820,"201202",4,16
50,D820,"201203",4,17
50,D820,"201204",3,18
50,D820,"201301",1,19
50,D820,"201302",1,20
50,D820,"201303",3,21
50,D820,"201304",3,22
50,D820,"201404",1,23
50,D820,"201501",1,24
50,D820,"201502",1,25
50,D820,"201503",2,26
50,D820,"201504",1,27
50,D820,"201601",2,28
50,D820,"201603",1,29
50,D820,"201604",1,30
50,D820,"201701",3,31
50,D820,"201702",7,32
50,D820,"201703",3,33
50,D820,"201801",11,34
50,D820,"201802",5,35
50,D820,"201901",1,36
50,D820,"201902",1,37
50,D821,"200801",2,1
50,D821,"200802",1,2
50,D821,"200803",1,3
50,D821,"200804",1,4
50,D821,"200904",1,5
50,D821,"201002",1,6
50,D821,"201004",1,7
50,D821,"201203",1,8
50,D821,"201303",1,9
50,D821,"201501",1,10
50,D821,"201601",1,11
50,D821,"201602",1,12
50,D821,"201604",1,13
50,D821,"201804",2,14
50,D821,"201901",1,15
50,D821,"201902",2,16
50,D830,"200801",188,1
50,D830,"200802",43,2
50,D830,"200803",19,3
50,D830,"200804",21,4
50,D830,"200901",15,5
50,D830,"200902",24,6
50,D830,"200903",19,7
50,D830,"200904",28,8
50,D830,"201001",22,9
50,D830,"201002",16,10
50,D830,"201003",12,11
50,D830,"201004",13,12
50,D830,"201101",32,13
50,D830,"201102",19,14
50,D830,"201103",15,15
50,D830,"201104",14,16
50,D830,"201201",9,17
50,D830,"201202",24,18
50,D830,"201203",12,19
50,D830,"201204",16,20
50,D830,"201301",8,21
50,D830,"201302",20,22
50,D830,"201303",20,23
50,D830,"201304",16,24
50,D830,"201401",20,25
50,D830,"201402",17,26
50,D830,"201403",8,27
50,D830,"201404",19,28
50,D830,"201501",14,29
50,D830,"201502",16,30
50,D830,"201503",22,31
50,D830,"201504",19,32
50,D830,"201601",17,33
50,D830,"201602",13,34
50,D830,"201603",26,35
50,D830,"201604",31,36
50,D830,"201701",23,37
50,D830,"201702",19,38
50,D830,"201703",19,39
50,D830,"201704",18,40
50,D830,"201801",42,41
50,D830,"201802",36,42
50,D830,"201803",49,43
50,D830,"201804",40,44
50,D830,"201901",33,45
50,D830,"201902",23,46
50,D832,"200801",15,1
50,D832,"200802",7,2
50,D832,"200803",3,3
50,D832,"200804",3,4
50,D832,"200901",1,5
50,D832,"200902",1,6
50,D832,"200903",2,7
50,D832,"200904",3,8
50,D832,"201001",1,9
50,D832,"201003",2,10
50,D832,"201004",1,11
50,D832,"201101",1,12
50,D832,"201103",1,13
50,D832,"201104",2,14
50,D832,"201201",1,15
50,D832,"201203",5,16
50,D832,"201204",1,17
50,D832,"201302",1,18
50,D832,"201303",1,19
50,D832,"201304",1,20
50,D832,"201401",2,21
50,D832,"201402",1,22
50,D832,"201404",1,23
50,D832,"201501",1,24
50,D832,"201503",1,25
50,D832,"201504",1,26
50,D832,"201602",3,27
50,D832,"201603",1,28
50,D832,"201701",1,29
50,D832,"201702",1,30
50,D832,"201703",1,31
50,D832,"201704",3,32
50,D832,"201801",1,33
50,D832,"201802",2,34
50,D832,"201803",1,35
50,D832,"201901",2,36
50,D832,"201902",1,37
50,D838,"200801",32,1
50,D838,"200802",15,2
50,D838,"200803",12,3
50,D838,"200804",11,4
50,D838,"200901",11,5
50,D838,"200902",8,6
50,D838,"200903",14,7
50,D838,"200904",9,8
50,D838,"201001",5,9
50,D838,"201002",10,10
50,D838,"201003",10,11
50,D838,"201004",13,12
50,D838,"201101",9,13
50,D838,"201102",19,14
50,D838,"201103",11,15
50,D838,"201104",7,16
50,D838,"201201",11,17
50,D838,"201202",7,18
50,D838,"201203",11,19
50,D838,"201204",3,20
50,D838,"201301",6,21
50,D838,"201302",10,22
50,D838,"201303",14,23
50,D838,"201304",9,24
50,D838,"201401",10,25
50,D838,"201402",16,26
50,D838,"201403",13,27
50,D838,"201404",12,28
50,D838,"201501",12,29
50,D838,"201502",14,30
50,D838,"201503",10,31
50,D838,"201504",11,32
50,D838,"201601",11,33
50,D838,"201602",7,34
50,D838,"201603",18,35
50,D838,"201604",18,36
50,D838,"201701",19,37
50,D838,"201702",13,38
50,D838,"201703",9,39
50,D838,"201704",11,40
50,D838,"201801",16,41
50,D838,"201802",20,42
50,D838,"201803",14,43
50,D838,"201804",11,44
50,D838,"201901",10,45
50,D838,"201902",9,46
51,E271,"200801",6,1
51,E271,"200903",1,2
51,E271,"201001",4,3
51,E271,"201002",28,4
51,E271,"201003",31,5
51,E271,"201004",30,6
51,E271,"201101",17,7
51,E271,"201102",27,8
51,E271,"201103",19,9
51,E271,"201104",25,10
51,E271,"201201",11,11
51,E271,"201202",27,12
51,E271,"201203",33,13
51,E271,"201204",26,14
51,E271,"201301",37,15
51,E271,"201302",40,16
51,E271,"201303",30,17
51,E271,"201304",32,18
51,E271,"201401",48,19
51,E271,"201402",39,20
51,E271,"201403",43,21
51,E271,"201404",61,22
51,E271,"201501",38,23
51,E271,"201502",41,24
51,E271,"201503",52,25
51,E271,"201504",49,26
51,E271,"201601",32,27
51,E271,"201602",17,28
51,E271,"201603",50,29
51,E271,"201604",55,30
51,E271,"201701",34,31
51,E271,"201702",38,32
51,E271,"201703",34,33
51,E271,"201704",27,34
51,E271,"201801",35,35
51,E271,"201802",38,36
51,E271,"201803",43,37
51,E271,"201804",52,38
51,E271,"201901",34,39
51,E271,"201902",30,40
51,E274,"201002",6,1
51,E274,"201003",11,2
51,E274,"201004",13,3
51,E274,"201101",6,4
51,E274,"201102",16,5
51,E274,"201103",6,6
51,E274,"201104",10,7
51,E274,"201201",11,8
51,E274,"201202",14,9
51,E274,"201203",16,10
51,E274,"201204",10,11
51,E274,"201301",11,12
51,E274,"201302",13,13
51,E274,"201303",12,14
51,E274,"201304",21,15
51,E274,"201401",19,16
51,E274,"201402",15,17
51,E274,"201403",23,18
51,E274,"201404",14,19
51,E274,"201501",14,20
51,E274,"201502",10,21
51,E274,"201503",18,22
51,E274,"201504",14,23
51,E274,"201601",6,24
51,E274,"201602",11,25
51,E274,"201603",13,26
51,E274,"201604",17,27
51,E274,"201701",11,28
51,E274,"201702",16,29
51,E274,"201703",20,30
51,E274,"201704",8,31
51,E274,"201801",12,32
51,E274,"201802",15,33
51,E274,"201803",14,34
51,E274,"201804",19,35
51,E274,"201901",15,36
51,E274,"201902",12,37
52,K860,"200801",632,1
52,K860,"200802",165,2
52,K860,"200803",137,3
52,K860,"200804",113,4
52,K860,"200901",86,5
52,K860,"200902",114,6
52,K860,"200903",121,7
52,K860,"200904",120,8
52,K860,"201001",104,9
52,K860,"201002",123,10
52,K860,"201003",118,11
52,K860,"201004",101,12
52,K860,"201101",86,13
52,K860,"201102",118,14
52,K860,"201103",122,15
52,K860,"201104",114,16
52,K860,"201201",114,17
52,K860,"201202",124,18
52,K860,"201203",109,19
52,K860,"201204",136,20
52,K860,"201301",114,21
52,K860,"201302",92,22
52,K860,"201303",108,23
52,K860,"201304",94,24
52,K860,"201401",155,25
52,K860,"201402",126,26
52,K860,"201403",127,27
52,K860,"201404",132,28
52,K860,"201501",126,29
52,K860,"201502",137,30
52,K860,"201503",151,31
52,K860,"201504",125,32
52,K860,"201601",169,33
52,K860,"201602",149,34
52,K860,"201603",165,35
52,K860,"201604",148,36
52,K860,"201701",161,37
52,K860,"201702",151,38
52,K860,"201703",148,39
52,K860,"201704",150,40
52,K860,"201801",165,41
52,K860,"201802",186,42
52,K860,"201803",172,43
52,K860,"201804",175,44
52,K860,"201901",182,45
52,K860,"201902",170,46
52,K861,"200801",425,1
52,K861,"200802",108,2
52,K861,"200803",79,3
52,K861,"200804",91,4
52,K861,"200901",91,5
52,K861,"200902",80,6
52,K861,"200903",76,7
52,K861,"200904",85,8
52,K861,"201001",87,9
52,K861,"201002",76,10
52,K861,"201003",92,11
52,K861,"201004",83,12
52,K861,"201101",78,13
52,K861,"201102",91,14
52,K861,"201103",93,15
52,K861,"201104",106,16
52,K861,"201201",68,17
52,K861,"201202",111,18
52,K861,"201203",72,19
52,K861,"201204",90,20
52,K861,"201301",65,21
52,K861,"201302",75,22
52,K861,"201303",89,23
52,K861,"201304",101,24
52,K861,"201401",111,25
52,K861,"201402",95,26
52,K861,"201403",91,27
52,K861,"201404",134,28
52,K861,"201501",107,29
52,K861,"201502",109,30
52,K861,"201503",103,31
52,K861,"201504",95,32
52,K861,"201601",79,33
52,K861,"201602",117,34
52,K861,"201603",144,35
52,K861,"201604",120,36
52,K861,"201701",104,37
52,K861,"201702",105,38
52,K861,"201703",124,39
52,K861,"201704",104,40
52,K861,"201801",117,41
52,K861,"201802",139,42
52,K861,"201803",140,43
52,K861,"201804",144,44
52,K861,"201901",131,45
52,K861,"201902",122,46
52,K903,"200801",193,1
52,K903,"200802",67,2
52,K903,"200803",58,3
52,K903,"200804",47,4
52,K903,"200901",42,5
52,K903,"200902",50,6
52,K903,"200903",52,7
52,K903,"200904",42,8
52,K903,"201001",47,9
52,K903,"201002",54,10
52,K903,"201003",42,11
52,K903,"201004",44,12
52,K903,"201101",45,13
52,K903,"201102",54,14
52,K903,"201103",56,15
52,K903,"201104",51,16
52,K903,"201201",54,17
52,K903,"201202",43,18
52,K903,"201203",48,19
52,K903,"201204",52,20
52,K903,"201301",63,21
52,K903,"201302",41,22
52,K903,"201303",46,23
52,K903,"201304",46,24
52,K903,"201401",58,25
52,K903,"201402",51,26
52,K903,"201403",63,27
52,K903,"201404",64,28
52,K903,"201501",58,29
52,K903,"201502",77,30
52,K903,"201503",94,31
52,K903,"201504",72,32
52,K903,"201601",67,33
52,K903,"201602",80,34
52,K903,"201603",94,35
52,K903,"201604",81,36
52,K903,"201701",70,37
52,K903,"201702",87,38
52,K903,"201703",71,39
52,K903,"201704",64,40
52,K903,"201801",83,41
52,K903,"201802",79,42
52,K903,"201803",86,43
52,K903,"201804",85,44
52,K903,"201901",83,45
52,K903,"201902",84,46
53,D250,"200801",2976,1
53,D250,"200802",2346,2
53,D250,"200803",2020,3
53,D250,"200804",1756,4
53,D250,"200901",1463,5
53,D250,"200902",1604,6
53,D250,"200903",1565,7
53,D250,"200904",1583,8
53,D250,"201001",1336,9
53,D250,"201002",1531,10
53,D250,"201003",1706,11
53,D250,"201004",1379,12
53,D250,"201101",1530,13
53,D250,"201102",1711,14
53,D250,"201103",1624,15
53,D250,"201104",1739,16
53,D250,"201201",1303,17
53,D250,"201202",1527,18
53,D250,"201203",1636,19
53,D250,"201204",1510,20
53,D250,"201301",1481,21
53,D250,"201302",1595,22
53,D250,"201303",1593,23
53,D250,"201304",1580,24
53,D250,"201401",1421,25
53,D250,"201402",1445,26
53,D250,"201403",1734,27
53,D250,"201404",1582,28
53,D250,"201501",1392,29
53,D250,"201502",1373,30
53,D250,"201503",1415,31
53,D250,"201504",1350,32
53,D250,"201601",1254,33
53,D250,"201602",1377,34
53,D250,"201603",1341,35
53,D250,"201604",1124,36
53,D250,"201701",1039,37
53,D250,"201702",1129,38
53,D250,"201703",1294,39
53,D250,"201704",1174,40
53,D250,"201801",1195,41
53,D250,"201802",1240,42
53,D250,"201803",1107,43
53,D250,"201804",1323,44
53,D250,"201901",1108,45
53,D250,"201902",1126,46
53,D251,"200801",773,1
53,D251,"200802",497,2
53,D251,"200803",543,3
53,D251,"200804",661,4
53,D251,"200901",635,5
53,D251,"200902",642,6
53,D251,"200903",725,7
53,D251,"200904",670,8
53,D251,"201001",656,9
53,D251,"201002",669,10
53,D251,"201003",651,11
53,D251,"201004",607,12
53,D251,"201101",673,13
53,D251,"201102",675,14
53,D251,"201103",714,15
53,D251,"201104",669,16
53,D251,"201201",538,17
53,D251,"201202",599,18
53,D251,"201203",676,19
53,D251,"201204",580,20
53,D251,"201301",605,21
53,D251,"201302",592,22
53,D251,"201303",626,23
53,D251,"201304",782,24
53,D251,"201401",735,25
53,D251,"201402",745,26
53,D251,"201403",826,27
53,D251,"201404",613,28
53,D251,"201501",517,29
53,D251,"201502",672,30
53,D251,"201503",784,31
53,D251,"201504",676,32
53,D251,"201601",587,33
53,D251,"201602",696,34
53,D251,"201603",659,35
53,D251,"201604",544,36
53,D251,"201701",555,37
53,D251,"201702",574,38
53,D251,"201703",579,39
53,D251,"201704",496,40
53,D251,"201801",384,41
53,D251,"201802",522,42
53,D251,"201803",474,43
53,D251,"201804",481,44
53,D251,"201901",456,45
53,D251,"201902",477,46
53,D252,"200801",143,1
53,D252,"200802",100,2
53,D252,"200803",105,3
53,D252,"200804",122,4
53,D252,"200901",121,5
53,D252,"200902",107,6
53,D252,"200903",133,7
53,D252,"200904",103,8
53,D252,"201001",85,9
53,D252,"201002",99,10
53,D252,"201003",94,11
53,D252,"201004",89,12
53,D252,"201101",106,13
53,D252,"201102",134,14
53,D252,"201103",114,15
53,D252,"201104",114,16
53,D252,"201201",103,17
53,D252,"201202",121,18
53,D252,"201203",117,19
53,D252,"201204",116,20
53,D252,"201301",90,21
53,D252,"201302",115,22
53,D252,"201303",115,23
53,D252,"201304",115,24
53,D252,"201401",105,25
53,D252,"201402",124,26
53,D252,"201403",109,27
53,D252,"201404",104,28
53,D252,"201501",91,29
53,D252,"201502",120,30
53,D252,"201503",108,31
53,D252,"201504",114,32
53,D252,"201601",118,33
53,D252,"201602",108,34
53,D252,"201603",108,35
53,D252,"201604",112,36
53,D252,"201701",106,37
53,D252,"201702",93,38
53,D252,"201703",83,39
53,D252,"201704",58,40
53,D252,"201801",79,41
53,D252,"201802",78,42
53,D252,"201803",81,43
53,D252,"201804",92,44
53,D252,"201901",87,45
53,D252,"201902",84,46
54,L930,"200801",3,1
54,L930,"200802",2,2
54,L930,"200803",1,3
54,L930,"200904",3,4
54,L930,"201002",1,5
54,L930,"201003",1,6
54,L930,"201303",54,7
54,L930,"201304",93,8
54,L930,"201401",61,9
54,L930,"201402",70,10
54,L930,"201403",71,11
54,L930,"201404",92,12
54,L930,"201501",118,13
54,L930,"201502",89,14
54,L930,"201503",135,15
54,L930,"201504",112,16
54,L930,"201601",114,17
54,L930,"201602",117,18
54,L930,"201603",157,19
54,L930,"201604",140,20
54,L930,"201701",142,21
54,L930,"201702",163,22
54,L930,"201703",173,23
54,L930,"201704",167,24
54,L930,"201801",161,25
54,L930,"201802",180,26
54,L930,"201803",233,27
54,L930,"201804",175,28
54,L930,"201901",172,29
54,L930,"201902",195,30
54,L931,"201303",8,1
54,L931,"201304",24,2
54,L931,"201401",16,3
54,L931,"201402",23,4
54,L931,"201403",28,5
54,L931,"201404",31,6
54,L931,"201501",31,7
54,L931,"201502",22,8
54,L931,"201503",41,9
54,L931,"201504",33,10
54,L931,"201601",39,11
54,L931,"201602",29,12
54,L931,"201603",47,13
54,L931,"201604",40,14
54,L931,"201701",61,15
54,L931,"201702",48,16
54,L931,"201703",54,17
54,L931,"201704",62,18
54,L931,"201801",58,19
54,L931,"201802",64,20
54,L931,"201803",75,21
54,L931,"201804",63,22
54,L931,"201901",48,23
54,L931,"201902",59,24
54,M321,"200801",3892,1
54,M321,"200802",1090,2
54,M321,"200803",890,3
54,M321,"200804",900,4
54,M321,"200901",827,5
54,M321,"200902",751,6
54,M321,"200903",908,7
54,M321,"200904",823,8
54,M321,"201001",709,9
54,M321,"201002",725,10
54,M321,"201003",780,11
54,M321,"201004",730,12
54,M321,"201101",835,13
54,M321,"201102",831,14
54,M321,"201103",788,15
54,M321,"201104",736,16
54,M321,"201201",673,17
54,M321,"201202",790,18
54,M321,"201203",821,19
54,M321,"201204",768,20
54,M321,"201301",756,21
54,M321,"201302",693,22
54,M321,"201303",1215,23
54,M321,"201304",1444,24
54,M321,"201401",1328,25
54,M321,"201402",1294,26
54,M321,"201403",1424,27
54,M321,"201404",1450,28
54,M321,"201501",1146,29
54,M321,"201502",1340,30
54,M321,"201503",1474,31
54,M321,"201504",1389,32
54,M321,"201601",1228,33
54,M321,"201602",1291,34
54,M321,"201603",1839,35
54,M321,"201604",1602,36
54,M321,"201701",1626,37
54,M321,"201702",1650,38
54,M321,"201703",1961,39
54,M321,"201704",1911,40
54,M321,"201801",1781,41
54,M321,"201802",1962,42
54,M321,"201803",2255,43
54,M321,"201804",1928,44
54,M321,"201901",1659,45
54,M321,"201902",1737,46
54,M328,"200801",2067,1
54,M328,"200802",523,2
54,M328,"200803",430,3
54,M328,"200804",485,4
54,M328,"200901",373,5
54,M328,"200902",409,6
54,M328,"200903",393,7
54,M328,"200904",315,8
54,M328,"201001",280,9
54,M328,"201002",311,10
54,M328,"201003",396,11
54,M328,"201004",360,12
54,M328,"201101",423,13
54,M328,"201102",421,14
54,M328,"201103",440,15
54,M328,"201104",414,16
54,M328,"201201",417,17
54,M328,"201202",425,18
54,M328,"201203",469,19
54,M328,"201204",408,20
54,M328,"201301",359,21
54,M328,"201302",313,22
54,M328,"201303",579,23
54,M328,"201304",819,24
54,M328,"201401",634,25
54,M328,"201402",653,26
54,M328,"201403",663,27
54,M328,"201404",726,28
54,M328,"201501",574,29
54,M328,"201502",742,30
54,M328,"201503",786,31
54,M328,"201504",743,32
54,M328,"201601",614,33
54,M328,"201602",690,34
54,M328,"201603",937,35
54,M328,"201604",953,36
54,M328,"201701",1061,37
54,M328,"201702",819,38
54,M328,"201703",1250,39
54,M328,"201704",1145,40
54,M328,"201801",1020,41
54,M328,"201802",1108,42
54,M328,"201803",1106,43
54,M328,"201804",1153,44
54,M328,"201901",805,45
54,M328,"201902",902,46
55,G700,"200801",68,1
55,G700,"200802",23,2
55,G700,"200803",25,3
55,G700,"200804",23,4
55,G700,"200901",24,5
55,G700,"200902",27,6
55,G700,"200903",14,7
55,G700,"200904",20,8
55,G700,"201001",10,9
55,G700,"201002",25,10
55,G700,"201003",21,11
55,G700,"201004",86,12
55,G700,"201101",274,13
55,G700,"201102",257,14
55,G700,"201103",181,15
55,G700,"201104",172,16
55,G700,"201201",173,17
55,G700,"201202",178,18
55,G700,"201203",190,19
55,G700,"201204",170,20
55,G700,"201301",121,21
55,G700,"201302",150,22
55,G700,"201303",180,23
55,G700,"201304",172,24
55,G700,"201401",131,25
55,G700,"201402",177,26
55,G700,"201403",174,27
55,G700,"201404",143,28
55,G700,"201501",152,29
55,G700,"201502",157,30
55,G700,"201503",174,31
55,G700,"201504",150,32
55,G700,"201601",149,33
55,G700,"201602",175,34
55,G700,"201603",241,35
55,G700,"201604",190,36
55,G700,"201701",201,37
55,G700,"201702",221,38
55,G700,"201703",279,39
55,G700,"201704",198,40
55,G700,"201801",168,41
55,G700,"201802",235,42
55,G700,"201803",194,43
55,G700,"201804",186,44
55,G700,"201901",177,45
55,G700,"201902",180,46
56,D460,"200801",3,1
56,D460,"200802",1,2
56,D460,"200804",1,3
56,D460,"200901",1,4
56,D460,"200902",1,5
56,D460,"200903",1,6
56,D460,"200904",1,7
56,D460,"201001",1,8
56,D460,"201004",1,9
56,D460,"201101",2,10
56,D460,"201102",8,11
56,D460,"201103",3,12
56,D460,"201104",8,13
56,D460,"201201",5,14
56,D460,"201202",8,15
56,D460,"201203",4,16
56,D460,"201204",3,17
56,D460,"201301",3,18
56,D460,"201302",6,19
56,D460,"201303",6,20
56,D460,"201304",9,21
56,D460,"201401",7,22
56,D460,"201402",4,23
56,D460,"201403",3,24
56,D460,"201404",4,25
56,D460,"201501",8,26
56,D460,"201502",6,27
56,D460,"201503",5,28
56,D460,"201504",4,29
56,D460,"201601",2,30
56,D460,"201602",1,31
56,D460,"201603",8,32
56,D460,"201604",9,33
56,D460,"201701",5,34
56,D460,"201702",5,35
56,D460,"201703",5,36
56,D460,"201704",6,37
56,D460,"201801",7,38
56,D460,"201802",24,39
56,D460,"201803",7,40
56,D460,"201804",6,41
56,D460,"201901",8,42
56,D460,"201902",3,43
56,D461,"200801",1,1
56,D461,"201001",1,2
56,D461,"201003",1,3
56,D461,"201101",1,4
56,D461,"201103",1,5
56,D461,"201201",4,6
56,D461,"201203",2,7
56,D461,"201301",1,8
56,D461,"201304",1,9
56,D461,"201401",3,10
56,D461,"201402",1,11
56,D461,"201403",3,12
56,D461,"201404",1,13
56,D461,"201501",3,14
56,D461,"201502",1,15
56,D461,"201503",3,16
56,D461,"201504",4,17
56,D461,"201602",2,18
56,D461,"201603",2,19
56,D461,"201604",2,20
56,D461,"201702",2,21
56,D461,"201704",1,22
56,D461,"201801",1,23
56,D461,"201802",2,24
56,D461,"201803",1,25
56,D461,"201804",1,26
56,D461,"201902",2,27
56,D467,"200904",1,1
56,D467,"201004",2,2
56,D467,"201101",4,3
56,D467,"201102",3,4
56,D467,"201103",4,5
56,D467,"201104",2,6
56,D467,"201201",9,7
56,D467,"201202",1,8
56,D467,"201203",4,9
56,D467,"201204",6,10
56,D467,"201301",3,11
56,D467,"201302",5,12
56,D467,"201303",5,13
56,D467,"201304",4,14
56,D467,"201401",3,15
56,D467,"201402",3,16
56,D467,"201403",7,17
56,D467,"201404",11,18
56,D467,"201501",7,19
56,D467,"201502",8,20
56,D467,"201503",2,21
56,D467,"201504",5,22
56,D467,"201601",9,23
56,D467,"201602",3,24
56,D467,"201603",8,25
56,D467,"201604",6,26
56,D467,"201701",7,27
56,D467,"201702",2,28
56,D467,"201703",4,29
56,D467,"201704",3,30
56,D467,"201801",3,31
56,D467,"201802",6,32
56,D467,"201803",8,33
56,D467,"201804",6,34
56,D467,"201901",5,35
56,D467,"201902",5,36
56,D70 ,"200801",527,1
56,D70 ,"200802",326,2
56,D70 ,"200803",327,3
56,D70 ,"200804",287,4
56,D70 ,"200901",247,5
56,D70 ,"200902",278,6
56,D70 ,"200903",275,7
56,D70 ,"200904",299,8
56,D70 ,"201001",267,9
56,D70 ,"201002",282,10
56,D70 ,"201003",245,11
56,D70 ,"201004",240,12
56,D70 ,"201101",259,13
56,D70 ,"201102",256,14
56,D70 ,"201103",256,15
56,D70 ,"201104",230,16
