"co_pcdt","sg_uf","qt_cobertura_municipio_uf","qt_cns_mes_habitante"
73,MT,17,1.4048490810083514
73,PA,15,0.6345802625907099
73,PB,13,0.9611351880329931
73,PE,21,3.181591832110279
73,PI,10,0.773885841390936
73,PR,34,6.496768725448041
73,RJ,40,0.2657513945363925
73,RN,21,2.244765237317178
73,RO,13,0.5044209308775007
73,RR,20,0.6681886333262255
73,RS,29,3.7797617378149173
73,SC,27,4.279138606476177
73,SE,15,0.570432038299133
73,SP,55,4.548618090385256
73,TO,8,5.219166621894404
74,AC,5,5.0664721141374836
74,AL,1,1.5897214966909947
74,AM,2,0.9886297690264271
74,BA,1,0.0688377591079067
74,CE,2,0.15420194914347757
74,DF,100,0.06336247301052833
74,ES,3,0.05855047068137876
74,GO,1,0.02828706810479378
74,MA,0,0.1305469224150502
74,MG,2,0.10402385133473613
74,MS,4,0.15410962598518432
74,MT,2,0.11546704775411107
74,PA,1,0.8034135434634675
74,PB,1,0.08551686392556611
74,PE,2,0.025891769000808994
74,PR,3,0.09918730878546628
74,RJ,8,0.02606516876049905
74,RO,4,0.06886830843663637
74,RS,15,2.340125628267809
74,SC,4,0.37572924349546927
74,SP,12,0.2779502383885292
75,AC,45,7.049004680539108
75,AL,38,2.891449968619128
75,AM,50,2.206507020725649
75,AP,12,1.5329577820360911
75,BA,49,5.949976743761675
75,CE,53,7.944380128698632
75,DF,100,3.530194924872293
75,ES,64,12.168270766777379
75,GO,26,2.9858571888393435
75,MA,20,2.26848927500935
75,MG,37,6.79742063032155
75,MS,46,1.9282315521817748
75,MT,33,4.198415817235877
75,PA,30,1.6534017850987304
75,PB,19,3.6843515541264735
75,PE,40,8.082359601571376
75,PI,8,1.330116289890671
75,PR,54,9.367690274182927
75,RJ,76,2.8399701266874184
75,RN,26,2.2567054779412055
75,RO,48,3.5534550016164443
75,RR,67,4.098751990741071
75,RS,48,12.629795670210088
75,SC,56,33.43990267109676
75,SE,31,2.392713064699295
75,SP,64,7.2597597399641804
75,TO,14,3.577072229504954
76,AC,77,8.44412019022914
76,AL,76,9.400092328259793
76,AM,50,5.258364133807228
76,AP,50,4.635372340918657
76,BA,92,53.04697575776253
76,CE,96,33.69908538346892
76,DF,100,12.595554456307168
76,ES,96,72.69288002539024
76,GO,78,22.61393944599903
76,MA,45,17.79411312048619
76,MG,91,48.07336743407357
76,MS,81,13.235932297476324
76,MT,62,21.299486721946753
76,PA,75,8.48823874180968
76,PB,74,25.790460878885316
76,PE,92,38.46935246825271
76,PI,53,11.547827789505373
76,PR,94,44.82164275894348
76,RJ,98,12.165067567807698
76,RN,80,21.540194085745686
76,RO,79,11.744042771299736
76,RR,80,13.563502964529631
76,RS,87,55.56651246730033
76,SC,93,104.03525275452327
76,SE,76,12.787480113217107
76,SP,96,34.3929615247082
76,TO,27,13.677040877518943
77,AC,36,14.04136557346674
77,AL,34,8.088877027280649
77,AM,21,10.105993194492365
77,AP,12,4.3263475181907465
77,BA,51,21.392239402770265
77,CE,88,54.60642707826482
77,DF,100,5.024219557134446
77,ES,90,152.29849638953132
77,GO,79,140.45025578382825
77,MA,17,11.022394206070722
77,MG,46,32.55342415517221
77,MS,66,32.36302145688871
77,MT,50,49.12819021285442
77,PA,10,1.670254471937209
77,PB,46,41.72660348620748
77,PE,3,8.660446842000328
77,PI,37,20.790992169598212
77,PR,91,170.23761424800983
77,RJ,26,1.1736370582430113
77,RN,77,33.1737924240128
77,RO,69,48.125918457774866
77,RR,13,7.826967660535021
77,RS,78,127.72521598621468
77,SC,66,196.11374036393698
77,SE,35,11.362074885305178
77,SP,90,65.86732693314835
77,TO,22,44.28938272039468
78,AC,18,2.9634082177030563
78,AL,16,2.511759964771772
78,AM,8,1.6177578038614262
78,AP,19,1.4462361703666209
78,BA,18,3.9031009414183098
78,CE,56,10.03320525309359
78,DF,100,2.1619832823922027
78,ES,37,11.467326752976513
78,GO,50,24.460154179462545
78,MA,5,1.3991952197305377
78,MG,40,14.859301718121387
78,MS,30,4.082953794619822
78,MT,24,9.648059115181576
78,PA,8,0.6811549607625051
78,PB,25,7.740859830891984
78,PE,1,1.3248818197713963
78,PI,17,7.918104031584467
78,PR,54,23.24351651161304
78,RJ,33,0.49760776724589095
78,RN,54,41.094964960528074
78,RO,31,9.403074779691112
78,RR,7,1.2604467401381072
78,RS,63,14.642991982764011
78,SC,31,21.77061943561248
78,SE,9,0.8284846270535027
78,SP,65,8.76465198889038
78,TO,9,8.10346321759262
79,AC,9,0.18094543264776727
79,AL,3,0.06911832594308671
79,AM,5,0.1609397298415114
79,BA,4,0.12973269985720876
79,CE,17,0.2869869609059165
79,DF,100,0.15388029159699737
79,ES,26,2.0738677665752285
79,GO,9,0.722891740455841
79,MA,4,0.21852419621649705
79,MG,24,2.905493778659871
79,MS,8,0.17905007270259338
79,MT,8,0.33230870830021736
79,PA,5,0.08732755907211605
79,PB,13,1.223262966587446
79,PE,12,0.4632844246757073
79,PI,0,0.08631162131892443
79,PR,19,1.057997960378307
79,RJ,35,0.17452330387464582
79,RN,14,0.6805937155695699
79,RO,12,0.43473119700626706
79,RR,7,0.19620161521017707
79,RS,16,1.0897643857129502
79,SC,14,2.275249307833675
79,SE,12,0.3358721461027714
79,SP,41,1.2950978675184444
79,TO,1,5.136845565874908
