"co_pcdt","sg_uf","nu_competencia_min","nu_competencia_max","qt_municipios_atendimento","qt_municipios_paciente","qt_secretarias","qt_cns_pacientes","qt_00a20","qt_21a40","qt_41a60","qt_61a00","qt_sexof","qt_sexom","qt_obito_paciente","qt_cid","qt_sigtap","qt_registros","qt_aprovada","vl_aprovado_ipca","qt_redesbr1","qt_redesbr2","qt_redesbr3","qt_redesbr4","qt_redesbr5"
70,PI,200808,201906,2,20,2,92,541,404,136,162,837,406,0,2,6,1243,41267,1571319.50,253,0,990,0,0
70,CE,200802,201906,5,75,2,273,2418,930,759,926,2491,2542,0,2,7,5033,194194,10851031.52,2131,206,291,0,2405
70,RN,200802,201906,9,33,3,161,994,262,154,217,924,703,0,2,6,1627,43839,2498774.41,401,0,256,0,970
70,PB,200802,201906,3,63,2,283,622,713,791,1187,1441,1872,4,2,8,3313,145145,6583541.16,1095,0,2218,0,0
70,PE,200803,201906,3,57,3,363,4324,2285,1753,1605,5366,4601,3,2,7,9967,396947,20933231.29,897,0,65,0,9005
70,AL,200801,201906,4,49,4,155,359,350,429,580,1003,715,0,2,4,1718,54856,3393049.19,593,0,1125,0,0
70,SE,200807,201906,3,32,3,127,626,709,516,196,839,1208,4,2,4,2047,69029,4322253.59,864,0,0,0,1183
70,BA,200801,201906,31,159,3,927,6588,2125,1609,1279,5906,5696,0,2,9,11602,448607,23080373.20,4832,258,1171,0,5341
70,MG,200801,201906,35,315,4,1259,10597,8263,5275,5780,16034,13881,0,2,10,29915,1689524,92635110.47,3874,1406,12106,2121,10408
70,ES,200801,201906,10,59,1,363,4043,2419,1431,1501,4522,4872,6,2,10,9394,389725,23527002.22,0,978,3017,0,5399
70,RJ,200801,201906,2,61,2,749,8894,3857,2277,2070,8424,8674,0,2,13,17098,880767,45814197.79,0,0,1898,835,14365
70,SP,200801,201906,33,455,5,6543,43186,41408,27586,30000,72315,69865,28,2,10,142180,9194480,366747439.94,0,1113,19468,13619,107980
70,PR,200801,201906,23,152,2,575,8519,7676,3696,4651,14127,10418,32,2,8,24545,1800687,50030721.85,148,247,10904,777,12469
70,SC,200801,201906,3,98,3,328,1538,2335,2150,1731,3737,4017,23,2,9,7754,457334,18215279.45,0,0,2394,1863,3497
70,RS,200801,201906,20,212,3,910,1672,1810,2629,3405,4002,5514,0,2,11,9516,647348,38650359.25,0,0,3449,602,5463
70,MS,200801,201906,4,42,3,282,1424,1822,1293,1202,3097,2644,5,2,9,5741,206941,11790011.11,0,243,828,4670,0
70,MT,200801,201906,2,33,2,155,947,618,429,197,1109,1082,0,2,6,2191,105892,5173158.47,76,555,0,1560,0
70,GO,200801,201906,5,114,3,802,7226,5431,2649,2264,9869,7701,0,2,10,17570,871023,46373139.71,287,3663,5378,489,7753
70,DF,200801,201906,6,17,4,339,9195,3060,1148,996,8437,5962,0,2,9,14399,538914,31793688.01,0,0,0,0,8818
71,RO,200802,201906,3,6,3,7,68,58,73,15,18,196,0,1,8,214,14696,8142.86,73,54,87,0,0
71,AC,201511,201906,2,1,2,4,17,0,84,0,17,84,0,1,5,101,7125,9709.82,0,101,0,0,0
71,AM,200905,201906,2,3,2,10,0,464,114,26,29,575,0,1,10,604,31881,140290.90,54,0,0,550,0
71,RR,200802,201312,1,2,1,3,0,1,11,0,12,0,0,1,2,12,690,3077.03,0,12,0,0,0
71,PA,200801,201906,3,9,3,28,242,458,1482,512,354,2340,0,1,15,2694,147305,444559.94,394,47,0,2253,0
71,AP,200810,201906,2,2,2,5,143,0,44,0,0,187,0,1,7,187,9230,20539.60,34,153,0,0,0
71,MA,200801,201906,4,8,4,15,209,64,392,10,269,406,0,1,11,675,30394,91735.60,394,81,0,200,0
71,PI,200801,201906,3,10,3,16,22,340,518,221,60,1041,0,1,11,1101,62948,179461.80,588,0,513,0,0
71,CE,200801,201906,3,58,3,374,4478,6751,21164,9366,8952,32807,11,1,15,41759,2450480,6520929.66,8805,1579,75,0,31300
71,RN,200801,201906,5,12,3,40,65,244,1850,498,312,2345,0,1,16,2657,208258,616987.48,445,0,787,0,1425
71,PB,200802,201906,6,18,5,45,148,167,272,738,577,748,0,1,15,1325,77996,221117.81,308,0,1017,0,0
71,PE,200801,201906,4,38,4,296,1153,4703,11077,4707,5264,16376,3,1,16,21640,1147506,2632309.01,1893,0,4,0,19743
71,AL,200801,201906,2,13,2,41,52,894,1547,626,809,2310,0,1,16,3119,218461,859757.50,669,0,2450,0,0
71,SE,200910,201906,3,6,3,7,5,15,178,57,144,111,0,1,8,255,15300,40302.81,190,0,0,0,65
71,BA,200801,201906,15,41,3,105,264,147,252,287,294,656,0,1,13,950,52652,86503.25,372,6,94,0,478
71,MG,200801,201906,29,144,4,542,2299,6932,19266,9391,13087,24801,0,1,17,37888,3071376,6762129.21,3731,2424,9115,4172,18446
71,ES,200801,201906,11,20,2,68,53,945,1662,593,964,2289,4,1,14,3253,231294,506118.30,0,409,430,0,2414
71,RJ,200801,201906,2,25,2,127,1386,1547,3646,3459,2397,7641,0,1,18,10038,704117,2868585.92,0,0,543,54,9441
71,SP,200801,201906,28,182,3,1782,9196,20078,62473,35485,39348,87884,5,1,21,127232,7846028,26170422.34,0,554,6516,14227,105935
71,PR,200801,201906,23,87,3,301,1619,3838,17330,6694,8137,21344,24,1,16,29481,1696879,5855157.89,30,230,8703,514,20004
71,SC,200801,201906,4,50,4,100,251,1502,6801,2564,2041,9077,27,1,18,11118,702438,2186165.04,0,0,2589,2410,6119
71,RS,200801,201906,19,87,2,281,1283,3072,6703,5247,4390,11915,0,1,23,16305,1247184,3889527.65,0,0,5275,1396,9634
71,MS,200801,201906,4,7,3,15,22,0,542,951,56,1459,0,1,14,1515,95231,225821.74,0,0,149,1366,0
71,MT,200801,201906,3,9,3,17,387,57,439,49,776,156,0,1,13,932,42511,191181.50,0,352,0,580,0
71,GO,200801,201906,5,21,3,82,494,678,3142,895,1821,3388,0,1,17,5209,305924,1220023.57,0,1527,1160,511,2011
71,DF,200801,201906,5,12,3,213,1420,2685,7420,1566,5532,7559,0,1,15,13091,858388,2071810.32,0,0,0,0,8072
72,RR,201104,201106,1,1,1,1,0,6,0,0,0,6,0,1,2,6,360,1139.51,0,6,0,0,0
72,PA,201309,201311,1,1,1,1,3,0,0,0,3,0,0,1,1,3,6,0.00,0,0,0,3,0
72,CE,201605,201906,1,2,1,1,19,83,0,0,102,0,0,1,4,102,8006,26002.18,79,0,0,0,23
72,BA,201003,201003,1,1,1,1,0,0,0,1,1,0,0,1,1,1,180,1921.80,0,0,0,0,1
72,MG,200801,201608,5,7,1,7,0,33,30,131,54,140,0,1,7,194,12665,49964.69,0,0,12,41,141
72,RJ,200807,201303,2,2,2,2,0,8,17,0,17,8,0,1,3,25,1285,4611.42,0,0,0,0,25
72,SP,200801,201906,9,15,1,21,0,14,71,18,33,70,2,1,7,103,3306,16500.44,0,0,22,0,81
72,SC,201005,201906,1,4,1,4,0,212,1,104,104,213,0,1,4,317,12415,51419.60,0,0,104,0,213
72,RS,200801,201811,3,9,1,13,22,20,155,20,42,175,0,1,10,217,15349,63912.65,0,0,68,0,149
72,MS,200802,201006,1,2,1,2,0,2,17,0,0,19,0,1,2,19,900,1787.55,0,0,0,19,0
72,DF,200801,200801,1,1,1,1,3,0,0,0,0,3,0,1,2,3,240,1045.03,0,0,0,0,3
73,RO,200808,201906,5,7,3,19,120,41,6,0,44,123,0,1,9,167,5869,42995.61,10,45,112,0,0
73,AC,200802,201906,1,3,1,11,22,76,11,0,36,73,0,1,5,109,5170,22309.76,31,78,0,0,0
73,AM,200802,201906,4,3,3,37,33,183,36,21,115,158,0,1,12,273,12346,99489.05,3,0,0,270,0
73,RR,201003,201811,3,4,3,10,14,22,10,4,43,7,0,1,6,50,742,3832.95,0,50,0,0,0
73,PA,200801,201906,6,22,3,103,65,471,396,49,481,500,2,1,12,981,11805,43535.48,234,0,0,747,0
73,AP,200807,201903,2,3,2,7,12,105,12,5,9,125,0,1,8,134,5028,16322.15,5,129,0,0,0
73,TO,201001,201906,7,11,5,16,86,211,68,0,199,166,0,1,7,365,17561,85080.75,32,56,8,269,0
73,MA,200804,201906,6,17,4,63,105,161,154,9,217,212,0,1,11,429,13972,87067.02,104,121,0,204,0
73,PI,200801,201906,5,22,3,64,85,230,311,19,307,338,0,1,15,645,28491,357417.68,195,0,450,0,0
73,CE,200801,201906,10,60,5,679,567,1544,2115,805,2136,2895,0,1,19,5031,216854,1101128.73,1435,155,66,0,3375
73,RN,200801,201906,8,36,4,185,592,710,498,43,761,1082,0,1,16,1843,137824,525387.62,297,0,122,0,1424
73,PB,200801,201906,5,29,4,66,108,348,242,22,165,555,0,1,14,720,30181,135172.47,360,0,360,0,0
73,PE,200801,201906,9,41,9,562,1907,4056,3223,156,3922,5420,0,1,15,9342,433084,1777066.65,506,0,112,0,8724
73,AL,200807,201906,5,15,4,37,69,97,163,72,150,251,0,1,13,401,16300,118797.89,189,0,212,0,0
73,SE,200905,201906,4,11,3,28,17,236,123,5,210,171,0,1,12,381,19056,94079.65,158,0,0,0,223
73,BA,200801,201906,11,61,4,144,344,372,452,65,570,663,0,1,15,1233,59767,319165.72,518,79,97,0,539
73,MG,200801,201906,31,208,4,679,1474,1733,2243,521,2483,3488,0,1,19,5971,315433,1765626.76,377,132,2503,448,2511
73,ES,200801,201906,14,26,4,81,178,212,230,24,241,403,0,1,16,644,25413,172401.86,0,36,165,0,443
73,RJ,200801,201906,7,37,4,202,309,467,689,219,924,760,0,1,19,1684,99212,457446.59,0,0,163,89,1432
73,SP,200801,201906,28,357,3,6027,12955,23911,25091,8579,32403,38133,17,1,30,70536,3055762,15588934.83,0,322,8732,7274,54208
73,PR,200801,201906,24,138,2,1148,8500,8111,4375,1017,9015,12988,26,1,20,22003,1081762,4412370.84,0,375,3624,367,17637
73,SC,200801,201906,7,82,3,208,1044,2056,1988,500,2468,3120,12,1,28,5588,216847,848570.37,0,0,1400,1255,2933
73,RS,200801,201906,24,143,6,617,1390,1736,2362,1229,3005,3712,0,1,25,6717,358867,1534672.86,0,0,1822,1111,3784
73,MS,200802,201906,6,31,3,117,265,710,739,172,1001,885,1,1,14,1886,59221,210146.07,0,7,711,1168,0
73,MT,200805,201906,5,24,3,76,112,210,86,66,282,192,0,1,15,474,21611,85485.10,32,188,0,254,0
73,GO,200801,201906,8,44,4,198,786,1247,946,178,940,2217,0,1,14,3157,187023,917448.30,97,621,844,88,1507
73,DF,200801,201906,7,14,4,207,862,1575,994,201,1535,2097,0,1,16,3632,177667,951849.79,0,0,0,0,2678
74,RO,200907,201801,1,2,1,2,3,0,94,56,0,153,0,1,7,153,5315,27739.95,0,3,150,0,0
74,AC,201207,201209,1,1,1,1,0,0,5,0,0,5,0,1,1,5,6,0.00,0,5,0,0,0
74,AM,201807,201906,1,1,1,1,0,7,0,0,0,7,0,1,1,7,30,145.88,0,0,0,7,0
74,PA,201006,201006,1,1,1,1,0,0,0,1,1,0,0,1,1,1,20,268.21,0,0,0,1,0
74,MA,200802,200812,1,1,1,1,0,0,10,0,10,0,0,1,1,10,300,77.56,0,0,0,10,0
74,CE,201401,201906,1,3,1,18,14,325,358,65,282,480,0,1,4,762,52589,215506.65,145,0,0,0,617
74,PB,201505,201906,2,2,2,2,7,10,0,0,10,7,0,1,4,17,641,2663.86,7,0,10,0,0
74,PE,200908,201906,2,3,2,4,0,29,51,133,0,213,0,1,5,213,6570,26307.69,0,0,0,0,213
74,AL,201701,201703,1,1,1,1,0,11,0,0,11,0,0,1,3,11,90,141.98,0,0,11,0,0
74,BA,201304,201810,1,3,1,5,10,4,8,5,14,13,0,1,4,27,696,7420.91,4,0,7,0,16
74,MG,200801,201906,10,19,2,27,9,694,403,183,856,433,0,1,9,1289,80017,368889.47,0,0,352,0,937
74,ES,200807,201906,2,2,2,2,0,0,1,202,0,203,0,1,5,203,11197,44214.04,0,0,202,0,1
74,RJ,200801,201405,2,7,2,10,3,60,105,130,140,158,0,1,9,298,22981,94575.28,0,0,0,0,298
74,SP,200801,201906,16,77,1,355,892,3946,3383,767,4106,4882,0,1,12,8988,571871,2153890.81,0,6,504,1455,7023
74,PR,200801,201906,9,12,2,18,0,24,555,213,245,547,0,1,8,792,34445,145174.51,0,8,287,3,494
74,SC,200801,201906,1,14,1,20,221,209,279,229,197,741,2,1,8,938,42370,145994.26,0,0,624,44,270
74,RS,200801,201906,18,77,2,363,471,2396,7063,4273,6082,8121,0,1,14,14203,832628,3528225.10,0,0,2074,1904,10225
74,MS,201003,201304,2,3,2,3,0,0,4,10,0,14,0,1,2,14,620,4825.15,0,0,4,10,0
74,MT,200809,201906,2,3,2,5,9,94,18,4,61,64,0,1,7,125,8540,25590.58,0,62,0,63,0
74,GO,200912,201906,2,2,2,3,0,42,0,28,42,28,0,1,5,70,3230,19442.49,0,0,31,0,39
74,DF,200801,201906,3,3,2,12,19,26,170,223,202,236,0,1,7,438,23395,67118.62,0,0,0,0,345
75,RO,200801,201906,9,25,6,117,1169,1279,3353,1060,2108,4753,0,1,22,6861,566574,1120919.56,1514,1038,4309,0,0
75,AC,200801,201906,6,10,5,177,1077,3014,9827,3463,4004,13377,1,2,20,17381,1498109,3584100.21,907,16474,0,0,0
75,AM,200801,201906,4,31,4,274,1965,4800,9835,3626,7919,12307,0,1,21,20226,1963369,4131538.54,1975,0,0,18251,0
75,RR,200802,201906,4,10,4,79,319,283,1273,426,907,1394,0,2,13,2301,191725,298907.09,152,2149,0,0,0
75,PA,200801,201906,9,43,3,235,2431,2286,3975,3455,5275,6875,3,2,22,12150,1083376,2219670.27,1983,576,0,9591,0
75,AP,200812,201906,4,2,4,33,257,329,581,618,790,995,0,2,12,1785,131936,230774.47,0,1785,0,0,0
75,TO,200801,201906,9,20,5,45,1111,442,769,1024,1179,2167,0,1,17,3346,269330,539205.92,9,1047,760,1530,0
75,MA,200801,201906,5,44,5,210,1790,1207,3808,3359,3798,6366,0,2,19,10164,809434,707858.78,2520,1321,0,6323,0
75,PI,200801,201906,6,19,5,108,744,952,2334,2385,2034,4381,0,1,13,6415,571175,644014.41,1923,0,4492,0,0
75,CE,200801,201906,9,98,6,1811,9405,16923,46287,36744,35487,73872,0,2,22,109359,9945735,25436447.39,13662,3127,1577,0,90993
75,RN,200801,201906,8,44,5,179,2225,2353,3801,2609,4979,6009,0,2,19,10988,1042587,1433557.87,2336,0,2996,0,5656
75,PB,200801,201906,6,43,5,235,1883,1281,4100,4475,4491,7248,0,2,20,11739,840645,1622550.65,2281,0,9458,0,0
75,PE,200801,201906,14,74,11,1099,8121,14060,33729,32939,35248,53601,15,2,24,88849,7805236,17818523.20,4944,0,275,0,83630
75,AL,200801,201906,7,39,6,215,2208,1733,6703,6468,4929,12183,5,1,22,17112,1524679,3767928.83,3482,0,13630,0,0
75,SE,200805,201906,5,24,4,112,2489,282,2549,1582,2159,4743,0,1,19,6902,490165,1088830.04,1808,0,0,0,5094
75,BA,200801,201906,36,213,6,1465,3969,4423,8312,7166,7882,15988,0,1,21,23870,2073726,2290186.16,7912,210,2060,0,13688
75,MG,200801,201906,38,316,6,1721,16718,15942,44951,31644,38161,71094,0,2,24,109255,12059534,31391447.48,9190,2003,36490,8039,53533
75,ES,200801,201906,14,50,5,351,3004,2316,16617,11240,9276,23901,7,1,22,33177,3130591,7256411.01,0,996,8870,0,23311
75,RJ,200801,201906,8,70,6,1973,21746,19510,62784,53314,62136,95218,0,2,29,157354,17117166,41902467.39,0,0,7618,5224,144512
75,SP,200801,201906,36,412,8,9138,73316,92597,298255,228687,246670,446185,46,2,30,692855,64641723,181519852.34,0,4060,51062,74485,563248
75,PR,200801,201906,27,218,4,1568,19545,17673,59745,39070,42976,93057,90,2,26,136033,12515194,27369503.41,441,1356,42054,2006,90176
75,SC,200801,201906,4,165,4,1319,9803,15275,62521,40643,39086,89156,118,1,38,128242,11056102,32826147.33,0,0,34715,29875,63652
75,RS,200801,201906,20,246,3,2212,10387,13889,71588,77090,57328,115626,0,1,39,172954,10436391,33106921.04,0,0,48522,12208,112171
75,MS,200801,201906,6,36,3,131,2972,1167,3324,2650,3330,6783,9,2,19,10113,960782,1980787.24,0,72,3442,6599,0
75,MT,200802,201906,7,46,6,199,2039,2921,4307,1539,3732,7074,0,2,21,10806,1078579,2459076.02,391,3187,0,7228,0
75,GO,200801,201906,8,65,5,364,4587,4836,12045,5582,9409,17641,0,1,21,27050,2676755,6186397.12,4,3335,8451,1982,13278
75,DF,200801,201906,11,17,7,579,3668,6140,15503,9962,9624,25649,0,1,24,35273,3239705,6941867.10,0,0,0,0,23771
76,RO,200801,201906,9,41,7,368,2287,11803,14814,2220,9803,21321,0,2,29,31124,2840005,7369964.85,5703,6236,19185,0,0
76,AC,200801,201906,8,17,6,212,2417,9009,10087,2110,9011,14612,2,2,27,23623,2505169,6368083.34,1499,22124,0,0,0
76,AM,200801,201906,8,31,7,696,5042,32389,36727,8541,33339,49360,4,2,32,82699,8467770,24155002.74,4068,0,0,78631,0
76,RR,200801,201906,6,13,6,263,1347,4401,6128,1173,7479,5570,7,2,27,13049,1117298,3066227.32,374,12675,0,0,0
76,PA,200801,201906,15,108,8,1114,11095,43019,62776,17467,44100,90266,20,2,28,134366,10976673,32319401.38,25053,3573,0,105740,0
76,AP,200801,201906,5,8,5,110,1350,3416,2329,1095,4130,4060,3,2,25,8190,667628,1178717.35,84,8106,0,0,0
76,TO,200801,201906,13,38,8,179,1412,8329,8012,939,6839,11853,2,2,28,18692,1514517,4371018.12,546,5874,4132,8140,0
76,MA,200801,201906,11,97,8,1498,9998,44952,51978,13192,50335,69785,3,2,29,120120,8881308,19827670.03,16506,7369,0,96245,0
76,PI,200801,201906,9,120,7,802,2712,34913,35058,8117,30947,49853,17,2,27,80800,7243420,18780627.20,23451,0,57349,0,0
76,CE,200801,201906,19,177,11,6769,39238,217846,292733,107184,271450,385570,37,2,33,657020,53272213,138242247.55,144416,21222,11930,0,479452
76,RN,200801,201906,15,134,7,1458,6357,55907,74060,21178,63064,94438,0,2,31,157502,13999327,25741941.69,41559,0,17202,0,98741
76,PB,200801,201906,16,164,9,1525,5755,43330,44741,10672,41163,63335,3,2,40,104498,8152716,21376508.30,32195,0,72303,0,0
76,PE,200801,201906,24,173,12,4937,20884,197880,261881,68860,223423,326082,46,2,35,549505,45101830,118305832.27,62141,0,7337,0,480027
76,AL,200801,201906,12,78,7,623,3880,22224,28277,7227,22550,39058,2,2,31,61608,5890007,18142289.31,24304,0,37304,0,0
76,SE,200801,201906,10,59,5,663,2766,22727,22326,5137,20626,32330,4,2,28,52956,4207402,15885345.94,19031,0,0,0,33925
76,BA,200801,201906,43,386,8,11389,49065,175841,217409,66352,233306,275369,0,2,36,508675,34736158,112051678.48,148493,3479,30752,0,325951
76,MG,200801,201906,50,774,9,12284,65211,495204,811501,224813,608836,987893,0,2,34,1596729,143636689,434159367.78,175315,58652,672323,115307,575132
76,ES,200801,201906,20,75,7,2027,8538,70021,110087,33072,88953,132765,35,2,36,221718,18576560,61420245.76,0,17969,56458,0,147291
76,RJ,200801,201906,15,90,8,8239,44248,240006,480076,153337,385386,532281,0,2,39,917667,91149425,276948323.76,0,0,84639,39101,793927
76,SP,200801,201906,58,619,15,43503,259856,1472797,2481145,880173,2143241,2950733,117,2,43,5093974,453318483,1454264110.95,0,62824,452686,705064,3873399
76,PR,200801,201906,26,377,5,7465,58545,326449,488504,141786,428649,586635,603,2,35,1015284,85690181,230935328.57,11691,29182,361785,48304,564322
76,SC,200801,201906,11,273,8,4637,31847,243067,389318,129862,296080,498014,417,2,55,794094,67887612,191492547.37,0,0,239488,156498,398108
76,RS,200801,201906,23,432,6,9403,60079,265583,478409,207511,417629,593953,0,2,63,1011582,76942744,273695252.16,0,0,380691,101482,529191
76,MS,200801,201906,9,64,6,881,5138,40180,63309,15683,48788,75522,14,2,31,124310,10029342,32361542.98,0,4788,35138,84384,0
76,MT,200801,201906,11,87,9,1019,7211,27591,38797,9540,29971,53168,20,2,33,83139,7841075,24986022.21,1809,26178,0,55152,0
76,GO,200801,201906,14,191,9,2579,22663,100222,166737,36499,131917,194204,0,2,31,326121,28973094,82149025.73,1537,52681,120891,9582,141430
76,DF,200801,201906,16,19,11,1737,12324,85054,121237,28598,103150,144063,0,2,34,247213,21267516,61838957.58,0,0,0,0,163288
77,RO,201605,201906,1,36,1,527,485,2696,2652,449,4741,1541,0,7,12,6282,218023,121216.75,990,773,4519,0,0
77,AC,201608,201906,3,8,2,98,114,522,737,81,1234,220,0,7,11,1454,75352,48826.45,379,1075,0,0,0
77,AM,201607,201906,4,13,4,365,368,1645,1475,433,2860,1061,0,7,9,3921,193349,411123.67,330,0,0,3591,0
77,RR,201612,201906,1,2,1,35,14,142,61,35,187,65,0,6,9,252,12275,14119.06,0,252,0,0,0
77,PA,201605,201906,6,16,1,89,22,414,395,57,592,296,0,7,12,888,27756,25784.75,303,81,0,504,0
77,AP,201607,201906,3,2,3,29,9,68,132,1,138,72,0,5,7,210,6430,1094.94,0,210,0,0,0
77,TO,201610,201906,7,31,3,153,91,647,764,338,1204,636,0,7,11,1840,64604,67621.69,80,689,121,950,0
77,MA,201606,201906,7,41,6,313,588,1819,1739,214,3214,1146,0,7,12,4360,95006,98243.75,856,518,0,2986,0
77,PI,201606,201906,5,85,5,467,418,2226,1902,535,3531,1550,6,7,13,5081,192064,175226.95,3157,0,1924,0,0
77,CE,201605,201906,7,162,3,3958,3629,18793,22623,10563,38778,16830,2,7,14,55608,1677916,1690841.65,25651,1931,1437,0,26589
77,RN,201002,201906,10,129,5,2275,2639,8116,9325,3199,15588,7691,0,7,13,23279,1201054,1807149.42,6007,0,929,0,16343
77,PB,201605,201906,7,113,5,906,679,4571,5246,1634,8688,3442,0,7,14,12130,288218,369488.36,4437,0,7693,0,0
77,PE,201606,201906,5,5,4,446,473,2126,2078,667,3449,1895,0,7,14,5344,219106,244037.79,34,0,3,0,5307
77,AL,201609,201906,6,36,3,184,113,582,989,459,1272,871,0,7,9,2143,99264,221835.27,1714,0,429,0,0
77,SE,201710,201906,5,29,2,106,51,251,300,121,485,238,0,7,9,723,19800,35424.18,334,0,0,0,389
77,BA,201605,201906,33,218,4,1525,754,2961,3810,1476,6382,2619,0,7,13,9001,500890,644336.14,4365,51,685,0,3900
77,MG,201605,201906,34,394,3,2462,1141,10454,15279,6396,22224,11046,0,7,13,33270,1785178,2774546.69,3787,1675,13558,2408,11842
77,ES,201606,201906,11,70,2,1389,1614,6042,9336,3506,14074,6424,0,7,13,20498,946514,1213889.09,0,3023,9479,0,7996
77,RJ,201606,201906,8,24,6,233,128,889,1398,543,1889,1069,0,7,10,2958,185000,115598.73,0,0,290,51,2617
77,SP,201605,201906,44,582,7,24007,16364,86295,136126,62185,211875,89095,0,7,14,300970,13235309,17113408.52,0,3858,49053,32036,216023
77,PR,201605,201906,24,369,3,9021,13464,48602,72818,21692,108246,48330,44,7,12,156576,6201322,5406919.63,1167,4098,52120,2538,96653
77,SC,201606,201906,5,198,4,2588,1880,12965,21546,5537,30214,11714,12,7,12,41928,1925100,2845507.43,0,0,13375,9620,18933
77,RS,201605,201906,20,386,2,6182,4189,18493,34778,12102,49099,20463,0,7,14,69562,3980679,2818512.20,0,0,28616,3651,37293
77,MS,201606,201906,2,53,2,652,630,2644,3992,1107,6116,2257,0,7,11,8373,337892,419462.97,0,72,2353,5948,0
77,MT,201605,201906,2,73,2,751,427,3083,3695,651,5328,2528,0,7,13,7856,346490,722881.40,197,2796,0,4863,0
77,GO,201605,201906,9,195,5,4893,5834,23193,35233,11104,54212,21152,0,7,14,75364,3393712,6523133.34,618,8976,33319,5550,26901
77,DF,201002,201906,9,10,5,805,687,5028,5724,2119,9699,3859,0,7,14,13558,563638,553140.11,0,0,0,0,8742
78,RO,201501,201906,1,17,1,154,161,713,932,70,1260,616,0,3,9,1876,52500,23651.06,222,96,1558,0,0
78,AC,201502,201906,2,5,1,31,10,205,404,36,434,221,0,3,6,655,24742,20930.81,215,440,0,0,0
78,AM,201412,201906,1,5,1,90,50,475,483,108,752,364,0,3,10,1116,91758,146172.03,65,0,0,1051,0
78,RR,201506,201802,1,1,1,6,4,43,7,7,47,14,0,3,2,61,2180,9512.01,0,61,0,0,0
78,PA,201509,201906,6,12,1,43,17,474,264,50,461,344,0,3,11,805,44815,110801.90,196,0,0,609,0
78,AP,201505,201906,2,3,2,12,0,121,76,1,173,25,0,2,4,198,5910,583.58,0,198,0,0,0
78,TO,201511,201906,3,12,1,36,12,340,195,79,337,289,0,3,9,626,28110,38294.42,52,81,181,312,0
78,MA,201510,201906,1,10,1,38,17,279,223,61,309,271,0,3,12,580,16100,16255.18,183,8,0,389,0
78,PI,201504,201906,2,37,2,240,321,1511,1770,356,2828,1130,0,3,12,3958,164490,184587.59,1462,0,2496,0,0
78,CE,201504,201906,1,105,1,959,647,5167,6321,2370,9800,4705,3,3,13,14505,514079,385643.53,5679,1196,613,0,7017
78,RN,201505,201906,9,91,3,1241,987,4663,5996,1869,8615,4900,0,3,12,13515,752313,1045580.56,2892,0,588,0,10035
78,PB,201501,201906,2,62,1,228,123,1455,1299,670,2102,1445,0,3,13,3547,88487,101769.32,1973,0,1574,0,0
78,PE,201505,201906,1,3,1,90,150,589,571,177,899,588,0,3,11,1487,47229,32726.85,5,0,0,0,1482
78,AL,201505,201906,3,17,3,82,36,582,365,288,768,503,2,3,10,1271,82860,202012.20,1075,0,196,0,0
78,SE,201504,201906,1,8,1,18,22,58,65,37,128,54,0,3,7,182,6150,3438.75,44,0,0,0,138
78,BA,201505,201906,25,76,1,390,174,947,1513,622,2083,1173,2,3,11,3256,189435,346148.01,469,0,323,0,2464
78,MG,201412,201906,28,337,1,1603,1216,10518,15341,5667,20511,12231,0,3,12,32742,1797507,2913590.93,4475,976,12746,2252,12293
78,ES,201501,201906,10,29,1,141,282,714,938,445,1362,1017,0,3,11,2379,91566,56301.64,0,311,1505,0,563
78,RJ,201412,201906,3,30,2,142,153,566,817,450,1325,661,0,3,10,1986,124074,78388.20,0,0,483,105,1398
78,SP,201412,201906,30,421,4,4633,3941,15267,22329,14078,33753,21862,2,3,13,55615,2450424,3086418.88,0,2344,11437,3499,38335
78,PR,201502,201906,22,231,1,1721,2739,11822,16039,6666,22328,14938,21,3,12,37266,1512624,1715278.49,765,1070,11986,222,23223
78,SC,201503,201906,3,94,3,405,357,3049,3241,1463,5219,2891,11,3,11,8110,342799,381865.07,0,0,3788,1598,2724
78,RS,200801,201906,19,314,2,2656,1956,8346,12575,6061,16766,12172,0,3,14,28938,1507701,1071808.86,0,0,11315,1608,16015
78,MS,201501,201906,2,24,2,120,138,672,1323,363,1751,745,0,3,11,2496,112595,214974.24,0,3,1210,1283,0
78,MT,201511,201906,1,34,1,171,156,576,381,226,657,682,0,3,11,1339,51442,41136.26,40,844,0,455,0
78,GO,201503,201906,3,122,3,1164,1572,6203,9337,6881,15474,8519,0,3,12,23993,1058287,1822383.90,51,2177,12402,4565,4798
78,DF,201503,201906,5,7,3,152,177,980,888,440,1626,859,0,3,12,2485,124027,82041.82,0,0,0,0,1349
79,RO,200803,201906,2,6,2,14,7,68,153,20,134,114,0,4,4,248,12820,70396.28,84,10,154,0,0
79,AC,201411,201906,1,2,1,1,107,0,0,0,107,0,0,1,2,107,9900,40986.12,0,107,0,0,0
79,AM,200810,201906,1,3,1,20,54,361,87,12,375,139,0,3,5,514,40298,230717.28,30,0,0,484,0
79,RR,200803,201612,1,1,1,3,3,7,14,1,10,15,0,3,3,25,1470,2759.52,0,25,0,0,0
79,PA,200801,201906,4,8,3,17,4,142,69,0,142,73,0,4,5,215,10875,43452.20,75,101,0,39,0
