"co_pcdt","sg_uf","nu_competencia_min","nu_competencia_max","qt_municipios_atendimento","qt_municipios_paciente","qt_secretarias","qt_cns_pacientes","qt_00a20","qt_21a40","qt_41a60","qt_61a00","qt_sexof","qt_sexom","qt_obito_paciente","qt_cid","qt_sigtap","qt_registros","qt_aprovada","vl_aprovado_ipca","qt_redesbr1","qt_redesbr2","qt_redesbr3","qt_redesbr4","qt_redesbr5"
38,MG,200801,201906,33,247,4,831,41563,9083,1850,543,23897,29145,0,3,13,53042,10425201,145173645.56,10097,2151,20459,2335,18000
38,ES,200801,201906,5,43,2,196,8585,1293,437,253,5346,5222,0,3,9,10568,1067091,16411663.84,0,699,2675,0,7194
38,RJ,200801,201906,3,47,3,453,38914,7509,4177,345,26737,24208,0,3,12,50945,13257728,273639308.79,0,0,5407,1104,44434
38,SP,200801,201906,29,298,4,2481,188480,34667,7844,4677,109466,126207,5,3,12,235673,39504510,990235979.02,0,1219,28746,22137,183571
38,PR,200801,201906,22,150,2,458,43300,7930,964,538,24352,28380,55,3,7,52732,9890932,201638212.03,0,1171,24808,2927,23826
38,SC,200801,201906,1,108,1,379,39298,9755,926,153,24525,25607,54,3,14,50132,6874094,148825758.14,0,0,17211,6580,26341
38,RS,200801,201906,19,161,2,613,18308,7068,1144,491,11783,15228,0,3,23,27011,7210859,78840575.04,0,0,10306,3234,13471
38,MS,200801,201906,3,25,2,69,5191,708,68,168,3587,2548,0,3,9,6135,938814,12882364.57,0,20,2068,4047,0
38,MT,200801,201906,2,25,2,124,4552,796,66,48,3157,2305,0,3,14,5462,1615295,13940943.57,14,1755,0,3693,0
38,GO,200801,201906,4,64,3,166,17013,1685,294,66,9266,9792,0,3,14,19058,2576520,48585647.91,200,3742,5609,1103,8404
38,DF,200801,201906,4,15,2,145,16849,2684,293,42,9204,10664,0,3,15,19868,2989431,48770399.99,0,0,0,0,12887
39,RO,201411,201906,4,43,4,839,466,2341,10038,19870,14350,18365,0,8,9,32715,36528,818709.29,8138,7723,16854,0,0
39,AC,201504,201906,1,4,1,16,54,24,91,86,29,226,0,4,7,255,205,3855.10,0,255,0,0,0
39,AM,201404,201906,3,14,3,503,751,675,3219,3730,5018,3357,0,5,8,8375,7846,200845.04,190,0,0,8185,0
39,RR,201505,201906,2,4,2,73,2,11,123,143,118,161,0,2,5,279,204,559.62,0,279,0,0,0
39,PA,201408,201809,5,43,2,535,59,264,2333,4429,4277,2808,0,2,5,7085,6368,182434.10,759,0,0,6326,0
39,AP,201407,201906,3,2,3,6,5,26,45,42,97,21,0,1,6,118,127,4082.01,0,118,0,0,0
39,TO,201402,201906,10,26,6,167,319,108,1766,2629,1980,2842,0,4,7,4822,3925,99578.11,46,2329,789,1658,0
39,MA,201510,201906,6,7,5,159,31,23,504,775,834,499,0,3,7,1333,1341,42977.59,1324,6,0,3,0
39,PI,201310,201906,5,37,5,654,126,929,5546,10701,10288,7014,0,7,8,17302,16251,446337.86,1324,0,15978,0,0
39,CE,201404,201906,5,79,3,6324,446,2155,21209,65863,56441,33232,0,8,8,89673,51932,442055.61,2881,318,162,0,86312
39,RN,201408,201906,6,7,5,15,0,1,19,41,37,24,0,1,7,61,83,651.27,52,0,0,0,9
39,PB,201409,201906,7,9,4,10,30,18,15,25,69,19,0,1,4,88,41,592.99,72,0,16,0,0
39,PE,201404,201906,6,162,5,14941,5932,26027,167258,341978,322299,218896,14,8,9,541195,420475,11249743.30,5922,0,260,0,535013
39,AL,201809,201906,2,79,2,10851,210,1814,15485,25330,24937,17902,0,4,7,42839,40940,243.29,9382,0,33457,0,0
39,SE,201408,201906,3,4,3,6,0,0,31,23,3,51,0,1,6,54,54,601.15,49,0,0,0,5
39,BA,201402,201906,18,195,3,3852,778,2101,19386,47846,42352,27760,0,8,8,70112,78274,1889040.80,63348,5516,601,0,647
39,MG,201310,201906,9,70,4,154,538,510,2077,6137,3347,5915,0,6,9,9262,14055,315680.10,55,229,7731,15,1232
39,ES,201308,201906,12,77,3,15219,4932,18984,164853,338769,302254,225284,28,8,9,527538,523235,14487271.25,0,49869,171163,0,306506
39,RJ,201405,201906,7,17,4,70,12,6,192,557,435,332,0,4,8,767,642,5140.01,0,0,22,3,742
39,SP,201308,201906,34,645,5,199619,63422,266761,2468546,7424637,5870724,4352657,374,8,9,10223381,11444064,281254367.53,0,354018,1342382,1389873,7137108
39,PR,201401,201906,8,18,4,41,7,47,210,227,305,186,0,2,8,491,170,5519.39,0,18,290,0,183
39,SC,201404,201906,4,236,3,6025,2865,9449,79558,170010,154807,107075,125,8,9,261882,238696,5735002.02,0,0,74872,50801,136209
39,RS,201311,201906,20,349,2,3830,572,1764,12085,34564,27522,21463,0,8,9,48985,86510,1248358.53,0,0,23643,4247,21095
39,MS,201402,201906,4,69,3,3765,1041,3932,38786,104846,76191,72414,6,8,9,148605,131065,3232879.27,0,1207,15167,132231,0
39,MT,201308,201906,5,114,5,3536,796,2545,20412,38006,36086,25673,4,8,9,61759,56460,1700564.92,490,14754,0,46515,0
39,GO,201401,201906,11,186,8,4686,2263,8758,68386,149651,125741,103317,0,8,9,229058,257027,6377283.89,650,25845,68345,3505,130713
39,DF,201406,201906,6,16,4,1675,1205,2799,26358,62461,52451,40373,4,7,8,92824,90052,2274976.99,0,0,0,0,48164
40,RO,201004,201106,1,2,1,2,10,0,0,0,10,0,0,1,1,10,81,1342.08,7,0,3,0,0
40,AC,200801,200801,1,1,1,1,1,0,0,0,1,0,0,1,1,1,8,22.84,0,1,0,0,0
40,AM,200804,200805,1,1,1,1,2,0,0,0,2,0,0,1,1,2,24,67.23,0,0,0,2,0
40,RR,201005,201504,1,1,1,2,0,0,0,4,4,0,0,1,2,4,15,334.82,0,4,0,0,0
40,PA,200809,200902,1,1,1,1,8,0,0,0,0,8,0,1,1,8,87,236.14,8,0,0,0,0
40,TO,201305,201307,1,1,1,1,5,0,0,0,5,0,0,1,1,5,12,123.17,0,5,0,0,0
40,MA,201004,201009,1,1,1,1,8,0,0,0,0,8,0,1,2,8,240,2585.35,0,0,0,8,0
40,CE,200801,201708,2,5,1,36,35,9,29,66,99,40,0,1,3,139,1513,25874.11,25,0,0,0,114
40,RN,200801,201807,2,5,1,13,64,0,0,0,28,36,0,1,4,64,479,7826.78,23,0,11,0,30
40,SE,200808,200810,1,1,1,1,3,0,0,0,3,0,0,1,1,3,36,98.59,0,0,0,0,3
40,MG,200801,201312,7,8,2,10,60,26,3,0,73,16,0,1,4,89,1335,17522.13,0,0,45,0,44
40,ES,200803,201306,2,2,2,2,24,0,0,0,1,23,0,1,2,24,316,6880.09,0,0,0,0,24
40,SP,200801,201805,18,49,1,142,867,392,211,72,1004,538,0,1,6,1542,16159,237301.44,0,14,82,408,1038
40,PR,200801,201512,8,18,1,21,335,22,0,0,94,263,4,1,4,357,3076,46665.79,0,0,189,75,93
40,SC,201005,201303,1,2,1,2,23,0,0,0,12,11,0,1,1,23,258,5962.68,0,0,0,0,23
40,RS,201311,201403,1,1,1,1,0,5,0,0,0,5,0,1,1,5,150,0.00,0,0,0,5,0
40,MS,200801,201305,2,4,2,6,52,0,0,0,47,5,0,1,2,52,402,1081.78,0,0,36,16,0
40,DF,200907,201101,1,1,1,1,19,0,0,0,0,19,0,1,2,19,175,3106.21,0,0,0,0,19
41,RO,200801,201906,3,11,3,53,804,215,267,68,1111,243,0,1,2,1354,42703,200627.27,86,320,948,0,0
41,AC,200801,201906,3,6,2,46,508,213,703,331,1626,129,0,1,2,1755,63171,269715.09,45,1710,0,0,0
41,AM,200801,201906,3,7,3,112,1067,584,696,378,2014,711,0,1,2,2725,110662,455930.40,171,0,0,2554,0
41,RR,200803,201906,3,1,3,17,76,100,73,39,220,68,0,1,2,288,10585,45432.48,0,288,0,0,0
41,PA,200801,201906,11,41,5,199,1863,1490,1127,264,3517,1229,0,1,2,4746,174239,731304.48,921,25,0,3800,0
41,AP,201008,201906,2,1,2,8,0,34,3,35,67,5,0,1,1,72,2730,16721.84,0,72,0,0,0
41,TO,200801,201905,4,9,2,33,361,358,219,58,842,154,2,1,2,996,27676,104605.63,3,345,249,399,0
41,MA,200801,201906,5,26,5,165,1758,2638,894,297,4487,1100,0,1,2,5587,101026,450943.14,720,232,0,4635,0
41,PI,200801,201906,4,39,4,130,1040,1324,621,528,2896,617,2,1,2,3513,135386,631482.74,1137,0,2376,0,0
41,CE,200801,201906,8,103,2,736,6514,5526,3346,2472,13999,3859,0,1,2,17858,615791,2200865.45,5244,694,339,0,11581
41,RN,200801,201906,7,48,2,186,1321,1057,1022,396,3197,599,0,1,2,3796,108753,383022.37,1064,0,444,0,2288
41,PB,200801,201906,4,52,3,151,1457,1045,912,522,3137,799,0,1,2,3936,144245,719879.97,1355,0,2581,0,0
41,PE,200801,201906,4,54,4,284,5012,3701,2582,1105,10897,1503,0,1,2,12400,331159,1405492.33,1206,0,90,0,11104
41,AL,200801,201906,4,28,3,107,1763,1204,735,228,3042,888,2,1,2,3930,137683,631630.91,1184,0,2746,0,0
41,SE,200801,201906,3,29,3,103,1945,1192,527,72,2847,889,0,1,2,3736,99411,423721.71,1517,0,0,0,2219
41,BA,200802,201906,28,113,3,354,1272,1248,1281,601,3820,582,0,1,2,4402,221319,1069138.30,1667,27,320,0,2388
41,MG,200801,201906,33,253,4,1026,7928,9833,11233,8431,30210,7215,0,1,2,37425,1987146,8193312.39,2277,1106,14673,2128,17241
41,ES,200801,201906,11,34,2,140,1996,1278,1419,612,4288,1017,0,1,2,5305,234749,1020956.38,0,201,1738,0,3366
41,RJ,200801,201906,3,57,3,797,7110,8476,7167,4018,21968,4803,0,1,2,26771,1555918,6410062.49,0,0,2522,986,23263
41,SP,200801,201906,32,358,3,3740,33463,44620,40657,23491,117940,24291,10,1,5,142231,6461415,26567902.51,0,1340,12319,18405,110167
41,PR,200801,201906,23,166,2,728,7522,8988,10607,5893,26017,6993,16,1,2,33010,1243902,5374111.66,233,473,11801,376,20127
41,SC,200801,201906,2,102,2,354,2311,4975,5549,2802,12919,2718,7,1,4,15637,681492,3034174.88,0,0,4720,2643,8274
41,RS,200801,201906,18,156,1,650,4611,5868,9135,4547,20179,3982,0,1,6,24161,1165080,5004175.39,0,0,9021,1431,13696
41,MS,200801,201906,4,19,3,70,1184,956,552,174,2675,191,2,1,2,2866,113011,478673.65,0,194,509,2163,0
41,MT,200809,201906,2,25,2,106,929,749,383,207,2080,188,0,1,2,2268,83866,322854.38,18,603,0,1647,0
41,GO,200801,201906,5,69,3,298,2380,2857,4000,1247,8589,1895,0,1,2,10484,440979,1839428.78,16,2423,3111,635,4299
41,DF,200801,201906,5,16,3,375,4743,5935,4687,1813,13588,3590,0,1,3,17178,618889,2457036.95,0,0,0,0,11458
43,RO,200801,201906,7,42,6,892,68,1168,6941,2911,4531,6557,0,1,25,11088,573606,4733802.76,1063,1762,8263,0,0
43,AC,200801,201906,3,19,2,2133,314,4292,38051,9296,16311,35642,3,1,27,51953,2660492,28698310.57,2458,49495,0,0,0
43,AM,200801,201906,6,34,5,1475,124,2939,15856,7018,12680,13257,3,1,21,25937,1483475,21111172.59,1665,0,0,24272,0
43,RR,200801,201906,3,11,3,203,1,372,2540,667,1449,2131,2,2,15,3580,162569,1452047.16,60,3520,0,0,0
43,PA,200801,201906,15,82,7,2173,244,2924,22550,11398,14967,22154,23,2,23,37121,2026663,19444181.56,6610,1556,0,28955,0
43,AP,200801,201906,1,9,1,290,29,245,2345,1296,1800,2115,0,2,17,3915,179282,1597775.06,54,3861,0,0,0
43,TO,200801,201906,8,23,4,280,57,582,2797,819,1335,2920,11,1,14,4255,220347,2052086.75,64,695,1248,2248,0
43,MA,200801,201906,6,57,6,1529,139,2266,16996,7406,11256,15551,0,2,23,26807,1446945,12620912.66,2141,1854,0,22812,0
43,PI,200801,201906,6,44,6,718,3,767,7419,2850,3963,7076,0,2,24,11039,583950,5938037.20,1332,0,9707,0,0
43,CE,200801,201906,5,100,1,1870,136,3596,17288,8511,11924,17607,10,2,27,29531,1518204,14758282.04,4078,853,876,0,23724
43,RN,200801,201906,3,59,3,916,90,939,7537,5324,4628,9262,6,2,22,13890,711713,6972802.33,1525,0,2497,0,9868
43,PB,200801,201906,6,92,5,932,15,1249,9341,3908,6009,8504,3,2,28,14513,657496,6435925.51,2482,0,12031,0,0
43,PE,200801,201906,6,77,5,2869,99,3814,23583,20610,22807,25299,6,2,26,48106,2507953,21064476.27,5076,0,1162,0,41868
43,AL,200801,201906,6,45,6,1080,32,1527,11449,8406,9411,12003,9,2,27,21414,1082899,9143016.71,2161,0,19253,0,0
43,SE,200801,201906,2,44,2,561,14,1473,6359,3377,4288,6935,9,2,22,11223,638668,6036537.86,2709,0,0,0,8514
43,BA,200801,201905,11,205,6,4777,550,7095,44834,16392,26996,41875,0,2,26,68871,4182036,47247453.89,13818,599,6046,0,48408
43,MG,200801,201906,37,472,6,7997,447,20436,87385,30492,54580,84180,0,2,28,138760,7913080,76382862.18,5621,1473,53546,6451,71669
43,ES,200801,201906,12,68,3,1886,104,4945,19284,6132,11988,18477,2,2,24,30465,1747420,16812316.35,0,629,7726,0,22110
43,RJ,200801,201906,7,90,5,15792,337,21288,125844,74688,117098,105059,4,2,39,222157,12124076,97095701.86,0,0,13596,9760,198801
43,SP,200801,201906,37,607,9,69268,6890,266015,956607,312803,637722,904641,64,2,36,1542363,90242559,1029820461.08,0,8406,146654,222818,1164485
43,PR,200801,201906,27,307,3,7587,488,29373,105234,31001,65333,100763,102,2,28,166096,8677077,104857741.51,1002,1548,49146,6345,108055
43,SC,200801,201906,4,199,3,7163,602,17540,92722,23575,46558,87881,58,2,30,134439,7135519,87963611.05,0,0,30020,43899,60520
43,RS,200801,201906,23,398,6,22742,1631,46647,224615,86553,159690,199756,0,2,43,359446,20918317,138498001.17,0,0,105875,21591,231974
43,MS,200801,201906,5,67,3,1432,51,5351,20392,5911,14092,17613,3,2,27,31705,1764190,21373889.96,0,225,7624,23856,0
43,MT,200801,201906,5,71,3,1859,262,3090,13239,3310,7690,12211,0,2,28,19901,1061108,11826779.35,192,4155,0,15554,0
43,GO,200801,201906,6,158,4,3138,356,9701,36039,9241,22160,33182,16,2,29,55342,3189090,30453309.09,183,3018,15708,1457,34976
43,DF,200801,201906,6,18,5,1663,104,3144,19459,5056,9289,18474,4,2,24,27763,1470755,11775592.30,0,0,0,0,21367
45,RO,200805,201905,2,6,2,7,86,0,0,0,21,65,0,1,3,86,912,366.03,1,34,51,0,0
45,AC,200802,201808,1,2,1,13,269,9,0,0,129,149,0,1,2,278,5680,2226.51,0,278,0,0,0
45,AM,201709,201805,1,1,1,1,13,0,0,0,13,0,0,1,1,13,102,88.35,0,0,0,13,0
45,PA,200801,201906,2,18,1,52,756,118,4,0,581,297,0,1,4,878,24872,11613.37,346,24,0,508,0
45,AP,200804,201205,1,2,1,9,120,6,0,0,46,80,0,1,2,126,4758,3249.72,0,126,0,0,0
45,TO,200801,201904,4,9,1,16,447,0,68,0,414,101,0,1,2,515,13887,4055.83,0,99,52,364,0
45,MA,201307,201902,1,2,1,2,11,0,0,0,4,7,0,1,1,11,700,277.80,4,0,0,7,0
45,CE,200904,201906,4,58,1,167,3428,64,21,88,1937,1666,0,1,4,3603,100454,45908.77,1173,113,119,0,2198
45,RN,200801,201701,2,9,1,11,26,38,0,20,35,49,0,1,2,84,944,784.98,46,0,14,0,24
45,PB,200805,201906,2,11,1,17,61,5,0,47,42,71,0,1,3,113,2715,1446.28,34,0,79,0,0
45,PE,200801,201906,1,18,1,62,1477,112,6,27,584,1038,0,1,3,1622,27586,14204.97,153,0,2,0,1467
45,AL,200910,201111,1,2,1,3,0,6,14,6,20,6,0,1,2,26,402,398.81,6,0,20,0,0
45,SE,200801,201901,1,6,1,11,53,30,10,0,70,23,0,1,2,93,3985,1759.85,11,0,0,0,82
45,BA,201205,201905,4,5,3,5,7,4,0,2,10,3,0,1,2,13,344,210.22,9,3,0,0,1
45,MG,200801,201906,28,127,2,239,2912,816,463,251,2668,1774,0,1,4,4442,383290,152741.12,441,291,2064,312,1334
45,ES,200808,201906,5,8,1,18,201,97,67,9,191,183,0,1,4,374,13920,5462.01,0,12,99,0,263
45,RJ,200807,201906,1,30,1,80,351,67,52,164,257,377,0,1,3,634,34730,18188.69,0,0,159,2,473
45,SP,200801,201906,27,245,1,1111,22317,4314,4431,2407,17193,16276,0,1,5,33469,1138773,520725.67,0,332,4512,3829,24796
45,PR,200801,201906,24,99,3,285,14502,2148,977,602,11222,7007,4,1,4,18229,441620,215227.97,67,620,6786,1749,9007
45,SC,200801,201906,1,109,1,247,12365,2620,2216,1662,9459,9404,6,1,11,18863,507783,247236.94,0,0,6805,3942,8116
45,RS,200801,201906,18,136,1,301,2316,739,738,422,2252,1963,0,1,7,4215,297291,133918.40,0,0,1977,485,1753
45,MS,200801,201906,2,13,2,22,527,9,23,21,373,207,0,1,3,580,13097,3803.05,0,10,239,331,0
45,MT,200801,201901,1,14,1,38,284,124,101,19,445,83,0,1,4,528,20208,10830.37,12,66,0,450,0
45,GO,201012,201906,3,33,2,59,2035,22,34,0,1133,958,0,1,1,2091,51594,19829.66,0,541,858,186,506
45,DF,201011,201906,4,10,2,43,1360,186,15,0,560,1001,0,1,1,1561,28741,9391.46,0,0,0,0,1268
46,RO,200801,201906,4,37,3,383,524,3713,2449,401,5310,1777,0,1,4,7087,57590,13827936.65,799,1634,4654,0,0
46,AC,200801,201906,3,13,2,248,328,3016,2288,192,4359,1465,0,1,4,5824,45849,11238518.36,783,5041,0,0,0
46,AM,200801,201906,5,20,5,309,230,3726,2585,230,5146,1625,0,1,4,6771,53317,11059145.13,587,0,0,6184,0
46,RR,200801,201906,2,5,2,78,73,491,440,6,672,341,0,1,2,1013,9599,3236955.35,34,979,0,0,0
46,PA,200801,201906,12,57,5,546,541,5554,5524,554,9439,2737,2,1,4,12176,94332,15949588.72,2103,317,0,9756,0
46,AP,200808,201906,3,2,3,48,53,338,208,35,468,166,0,1,3,634,5844,1477934.91,0,634,0,0,0
46,TO,200801,201906,6,41,3,317,205,5344,3207,233,7429,1560,0,1,4,8989,63267,13246867.37,279,1585,1726,5399,0
46,MA,200801,201906,9,72,7,1149,992,9599,7437,1822,15248,4602,0,1,4,19850,284059,59921754.87,2687,372,0,16791,0
46,PI,200801,201906,7,82,6,925,775,9800,7064,498,15717,2420,0,1,4,18137,183745,30124769.22,3343,0,14794,0,0
46,CE,200801,201906,17,153,4,2376,2231,24553,16753,2540,38925,7155,0,1,4,46080,360994,75729661.77,14613,1163,1632,0,28672
46,RN,200801,201906,8,132,3,2102,1526,18572,13420,3432,29603,7347,0,1,4,36950,215874,46498015.51,8033,0,4479,0,24438
46,PB,200801,201906,6,139,5,1518,1227,16649,10617,1495,25580,4408,0,1,4,29988,203317,39448028.88,7269,0,22719,0,0
46,PE,200801,201906,5,132,4,2266,2515,37644,33083,4296,65215,12323,0,1,5,77538,834763,90124481.02,6871,0,485,0,70182
46,AL,200801,201906,5,69,5,943,843,11272,9347,1116,18738,3840,1,1,4,22578,211475,32890413.80,4089,0,18489,0,0
46,SE,200907,201906,5,59,2,828,982,9897,10359,788,18574,3452,0,1,4,22026,140431,32170189.43,6343,0,0,0,15683
46,BA,200801,201906,31,285,2,3689,2455,34554,36313,4783,65225,12880,0,1,4,78105,728123,102617355.97,16481,661,6615,0,54348
46,MG,200801,201906,35,639,4,8118,6393,97521,93528,16917,167806,46553,0,1,7,214359,3640465,428147616.22,18536,7675,93963,14832,79353
46,ES,200801,201906,12,74,3,1693,1752,22928,24302,3825,42292,10515,0,1,4,52807,502198,68567021.11,0,3130,11251,0,38426
46,RJ,200801,201906,6,81,5,4343,3389,47232,53876,9473,86338,27632,0,1,6,113970,1998104,237674252.10,0,0,13602,5176,95192
46,SP,200801,201906,39,596,8,30690,25985,330071,313661,50883,567348,153252,6,1,6,720600,7668333,1163736608.91,0,5565,69155,104462,541418
46,PR,200801,201906,26,311,5,3697,5631,67443,65468,8256,115775,31023,16,1,5,146798,1369258,201008049.18,1859,1029,53029,6054,84827
46,SC,200801,201906,2,228,2,2217,2991,43138,47841,8133,78311,23792,14,1,9,102103,1373361,142951187.65,0,0,33074,22673,46356
46,RS,200801,201906,20,320,4,2995,2610,27028,26828,5987,46313,16140,0,1,8,62453,1179827,142062408.11,0,0,22901,5653,33894
46,MS,200801,201906,3,56,2,561,550,8413,7188,1261,13331,4081,0,1,4,17412,233177,26384614.47,0,76,4488,12848,0
46,MT,200802,201906,3,77,3,881,733,8152,5389,599,12331,2542,0,1,4,14873,173037,22309233.09,336,4955,0,9582,0
46,GO,200801,201906,7,151,4,2127,2171,31452,22622,3259,48096,11408,0,1,4,59504,575903,117861119.78,322,6679,19142,2716,30645
46,DF,200801,201906,6,20,4,1551,1733,26968,21724,3244,40639,13030,0,1,5,53669,433812,73247858.65,0,0,0,0,35580
47,RO,201006,201906,5,12,5,42,66,24,186,291,362,205,1,3,3,567,28840,222682.24,48,86,433,0,0
47,AC,201212,201902,3,3,3,11,26,12,6,75,107,12,0,3,1,119,3060,24360.56,4,115,0,0,0
47,AM,201008,201906,4,18,4,198,460,1826,1295,793,3402,972,0,3,5,4374,313566,2753623.36,779,0,0,3595,0
47,RR,201411,201906,2,1,2,4,0,51,21,0,51,21,0,2,1,72,10047,65537.94,0,72,0,0,0
47,PA,201005,201906,9,37,4,150,1364,1769,910,431,3424,1050,7,3,5,4474,302245,3047689.89,1564,41,0,2869,0
47,AP,201007,201904,1,2,1,23,31,98,63,24,144,72,0,2,3,216,6390,88250.57,0,216,0,0,0
47,TO,201009,201906,4,11,2,41,164,107,68,353,472,220,0,2,3,692,38823,411254.27,9,112,115,456,0
47,MA,201006,201906,6,23,6,121,468,578,851,313,1528,682,0,3,5,2210,184017,1610487.00,405,127,0,1678,0
47,PI,201004,201906,4,33,4,167,537,635,947,1506,2379,1246,0,3,2,3625,239938,2343680.31,704,0,2921,0,0
47,CE,201008,201906,10,131,3,820,7945,12696,11805,5398,27684,10160,1,3,6,37844,2598384,28194294.06,13628,2349,773,0,21094
47,RN,201005,201906,10,73,4,450,1058,1634,2040,2331,4970,2093,0,3,5,7063,413480,4273661.98,1076,0,1447,0,4540
47,PB,201006,201906,6,80,5,455,700,2921,4145,4075,8543,3298,13,3,6,11841,800697,7678745.26,2485,0,9356,0,0
47,PE,201003,201906,7,90,6,601,2389,10258,13654,7461,24650,9112,20,3,6,33762,2375272,25719674.48,2186,0,109,0,31467
47,AL,201103,201906,3,20,3,104,34,361,845,842,1496,586,0,3,3,2082,131146,1122480.82,288,0,1794,0,0
47,SE,201008,201906,4,62,3,458,1449,2570,3723,4167,8159,3750,16,3,5,11909,687095,6482276.06,4750,0,0,0,7159
47,BA,201007,201906,28,194,4,1007,3604,4420,6860,4356,13000,6243,0,3,5,19243,1634346,13917787.16,6016,42,1510,0,11675
47,MG,201003,201906,34,212,4,698,3500,6431,10785,6230,18417,8529,0,3,5,26946,1972773,20612348.69,2139,1091,9988,2195,11533
47,ES,201004,201906,11,59,2,542,1426,2834,5476,8357,12360,5733,18,3,5,18093,1503652,16360625.51,0,1209,5446,0,11438
47,RJ,201008,201906,3,26,3,229,363,984,1854,1262,3248,1215,2,3,5,4463,395115,3871681.75,0,0,219,40,4204
47,SP,201003,201906,29,370,3,3343,24778,50338,56002,30802,117355,44565,20,3,6,161920,15082052,135646319.83,0,1117,17455,19364,123984
47,PR,201005,201906,24,118,3,393,6383,5673,4275,1937,12720,5548,50,3,6,18268,1440122,12493986.05,234,869,6316,584,10265
47,SC,201009,201906,3,73,3,182,927,2443,2881,1010,5913,1348,31,3,5,7261,509210,4496574.65,0,0,1952,1213,4096
47,RS,201003,201906,20,192,3,823,1065,3611,4221,5278,10812,3363,0,3,6,14175,1328108,12518797.32,0,0,4623,1167,8385
47,MS,201005,201906,2,36,2,167,469,829,1155,2182,3191,1444,4,3,4,4635,298646,2430366.84,0,0,1185,3450,0
47,MT,201009,201906,3,39,3,132,615,1355,1359,724,3208,845,0,3,6,4053,342777,2937504.18,92,1632,0,2329,0
47,GO,201004,201906,6,64,4,293,2242,2667,2693,2085,6772,2915,0,3,5,9687,862491,7244085.17,0,2388,2598,404,4297
47,DF,201003,201906,5,16,3,395,3316,7763,6278,3404,13946,6815,1,3,3,20761,1896799,17040636.40,0,0,0,0,12666
48,RO,200801,201906,4,17,4,79,106,685,928,493,1905,307,0,4,3,2212,142448,134684.66,185,511,1516,0,0
48,AC,200801,201906,2,7,2,97,39,133,363,240,532,243,0,4,2,775,38559,34329.72,73,702,0,0,0
48,AM,200801,201906,2,8,2,98,232,624,1565,718,3050,89,0,4,2,3139,189798,188917.10,12,0,0,3127,0
48,RR,201002,201812,2,1,2,23,113,44,39,7,180,23,0,4,2,203,7826,10226.67,0,203,0,0,0
48,PA,200801,201906,7,32,2,130,121,888,2468,763,3762,478,0,4,2,4240,341708,353732.58,907,63,0,3270,0
48,AP,200903,201904,2,1,2,12,53,38,16,18,72,53,0,4,2,125,4215,4453.59,0,125,0,0,0
48,TO,200801,201906,5,13,2,75,168,454,1429,827,2569,309,0,4,2,2878,184299,191989.58,35,417,574,1852,0
48,MA,200801,201906,5,31,5,236,491,1671,3854,2120,7467,669,0,4,3,8136,205241,241730.53,817,524,0,6795,0
48,PI,200801,201906,3,21,3,137,169,618,845,408,1758,282,0,4,2,2040,117573,118115.54,295,0,1745,0,0
48,CE,200801,201906,11,119,3,1133,1177,5413,14179,7768,25017,3520,0,4,3,28537,1508723,1531524.36,6699,1081,569,0,20188
48,RN,200801,201906,9,63,4,453,123,1045,2655,2249,5376,696,0,4,3,6072,287903,264224.21,1224,0,1284,0,3564
48,PB,200801,201906,6,96,5,655,379,1470,4167,2705,7628,1093,3,4,5,8721,410931,376392.42,3136,0,5585,0,0
48,PE,200801,201906,4,64,3,591,755,5109,10202,5248,18127,3187,0,4,4,21314,1107973,1115783.12,1898,0,136,0,19280
48,AL,200801,201906,6,32,6,165,162,775,2943,1655,5061,474,0,4,6,5535,304720,345489.70,1289,0,4246,0,0
48,SE,200801,201906,3,35,3,705,495,2603,5440,2599,8119,3018,0,4,3,11137,608889,547553.90,1609,0,0,0,9528
48,BA,200801,201906,31,205,5,1389,1691,6399,17823,9350,31722,3544,0,4,2,35266,2340177,2322510.87,8180,409,2293,0,24384
48,MG,200801,201906,34,389,4,2319,2330,13018,36975,30791,71666,11448,0,4,6,83114,6084398,6643493.48,5632,3555,29561,5761,38605
48,ES,200801,201906,12,38,3,248,392,1813,3955,3215,8356,1019,0,4,2,9375,618182,652036.64,0,693,2076,0,6606
48,RJ,200801,201906,3,55,3,812,1051,3653,12661,9130,22518,3977,0,4,5,26495,1870361,1935948.96,0,0,2324,534,23637
48,SP,200801,201906,32,523,2,11063,11294,57567,140346,118402,272668,54941,7,4,5,327609,21344492,21867294.35,0,2480,35011,26643,263475
48,PR,200801,201906,26,217,5,1253,1706,10668,26459,19363,49980,8216,10,4,4,58196,3751699,3805913.01,465,1151,23683,4015,28882
48,SC,200801,201906,2,188,2,838,2586,10343,22187,17931,46631,6416,20,4,8,53047,3352037,3416937.79,0,0,17186,12822,23039
48,RS,200801,201906,19,302,2,1802,2296,7040,22727,23331,47148,8246,0,4,24,55394,3416533,3480207.71,0,0,22415,4153,28826
48,MS,200801,201906,2,34,2,147,162,2116,3882,2287,7512,935,0,4,3,8447,428051,434060.88,0,27,3394,5026,0
48,MT,200801,201906,3,40,3,785,359,1445,2883,2163,5335,1515,0,4,3,6850,368744,310528.29,110,1053,0,5687,0
48,GO,200801,201906,5,76,3,424,849,4458,7942,5505,15638,3116,0,4,6,18754,1450790,1484204.25,20,2430,5593,1056,9655
