"co_pcdt","nu_ano_competencia","sg_procedimento","sg_procedimento_outros","qt_cns_paciente","qt_dispensacao","qt_cns_paciente_total","qt_dispensacao_total","qt_cns_paciente_percentual","qt_dispensacao_percentual"
75,2010,MICO180,MICO180,413,2952,12198,98165,3,3
75,2010,MICO360,MICO360,2237,21217,12198,98165,18,22
75,2010,MICO500,MICO500,1154,11037,12198,98165,9,11
75,2010,TACR1,TACR1,4930,38914,12198,98165,40,40
75,2010,TACR5,TACR5,962,5538,12198,98165,8,6
75,2011,CICLOSP25,CICLOSP25,778,6636,12600,107751,6,6
75,2011,CICLOSP50,CICLOSP50,804,6412,12600,107751,6,6
75,2011,MICO180,MICO180,420,2964,12600,107751,3,3
75,2011,MICO360,MICO360,2478,23534,12600,107751,20,22
75,2011,MICO500,MICO500,1084,10684,12600,107751,9,10
75,2011,TACR1,TACR1,5435,47062,12600,107751,43,44
75,2011,TACR5,TACR5,852,5219,12600,107751,7,5
75,2012,CICLOSP25,CICLOSP25,739,6690,13661,119772,5,6
75,2012,CICLOSP50,CICLOSP50,811,7018,13661,119772,6,6
75,2012,MICO180,MICO180,467,3577,13661,119772,3,3
75,2012,MICO360,MICO360,2914,28381,13661,119772,21,24
75,2012,MICO500,MICO500,1042,10299,13661,119772,8,9
75,2012,TACR1,TACR1,6090,54219,13661,119772,45,45
75,2012,TACR5,TACR5,886,4612,13661,119772,6,4
75,2013,CICLOSP25,CICLOSP25,718,5511,15116,126619,5,4
75,2013,CICLOSP50,CICLOSP50,815,6183,15116,126619,5,5
75,2013,MICO180,MICO180,529,4053,15116,126619,3,3
75,2013,MICO360,MICO360,3402,32563,15116,126619,23,26
75,2013,MICO500,MICO500,1031,9116,15116,126619,7,7
75,2013,TACR1,TACR1,6943,59199,15116,126619,46,47
75,2013,TACR5,TACR5,976,5137,15116,126619,6,4
75,2014,CICLOSP25,CICLOSP25,730,6047,16482,145061,4,4
75,2014,CICLOSP50,CICLOSP50,816,7023,16482,145061,5,5
75,2014,MICO180,MICO180,707,5508,16482,145061,4,4
75,2014,MICO360,MICO360,3844,37928,16482,145061,23,26
75,2014,MICO500,MICO500,1005,9902,16482,145061,6,7
75,2014,TACR1,TACR1,7596,67713,16482,145061,46,47
75,2014,TACR5,TACR5,1067,5695,16482,145061,6,4
75,2015,CICLOSP25,CICLOSP25,770,6223,17858,165421,4,4
75,2015,CICLOSP50,CICLOSP50,813,7159,17858,165421,5,4
75,2015,MICO180,MICO180,785,6515,17858,165421,4,4
75,2015,MICO360,MICO360,4302,45560,17858,165421,24,28
75,2015,MICO500,MICO500,988,9666,17858,165421,6,6
75,2015,TACR1,TACR1,8396,78511,17858,165421,47,47
75,2015,TACR5,TACR5,1098,6317,17858,165421,6,4
75,2016,CICLOSP25,CICLOSP25,792,6250,19882,183543,4,3
75,2016,CICLOSP50,CICLOSP50,855,6906,19882,183543,4,4
75,2016,MICO180,MICO180,784,6800,19882,183543,4,4
75,2016,MICO360,MICO360,4918,51682,19882,183543,25,28
75,2016,MICO500,MICO500,1042,10070,19882,183543,5,5
75,2016,TACR1,TACR1,9494,89084,19882,183543,48,49
75,2016,TACR5,TACR5,1212,6943,19882,183543,6,4
75,2017,CICLOSP25,CICLOSP25,799,6736,23130,212204,3,3
75,2017,CICLOSP50,CICLOSP50,862,7146,23130,212204,4,3
75,2017,MICO180,MICO180,995,7999,23130,212204,4,4
75,2017,MICO360,MICO360,5831,61296,23130,212204,25,29
75,2017,MICO500,MICO500,1121,10690,23130,212204,5,5
75,2017,TACR1,TACR1,10980,102988,23130,212204,47,49
75,2017,TACR5,TACR5,1401,7933,23130,212204,6,4
75,2018,CICLOSP25,CICLOSP25,794,6429,26284,240126,3,3
75,2018,CICLOSP50,CICLOSP50,850,6985,26284,240126,3,3
75,2018,MICO180,MICO180,1111,9062,26284,240126,4,4
75,2018,MICO360,MICO360,6452,67835,26284,240126,25,28
75,2018,MICO500,MICO500,1057,10686,26284,240126,4,4
75,2018,TACR1,TACR1,12315,114166,26284,240126,47,48
75,2018,TACR5,TACR5,1525,8593,26284,240126,6,4
75,2019,CICLOSP50,CICLOSP50,720,3360,24131,126541,3,3
75,2019,EVER1,EVER1,762,3925,24131,126541,3,3
75,2019,MICO180,MICO180,988,5026,24131,126541,4,4
75,2019,MICO360,MICO360,5862,35165,24131,126541,24,28
75,2019,MICO500,MICO500,867,5056,24131,126541,4,4
75,2019,TACR1,TACR1,11737,60096,24131,126541,49,47
75,2019,TACR5,TACR5,1113,4246,24131,126541,5,3
76,2008,AZAT50,AZAT50,10584,127627,91471,871273,12,15
76,2008,CICLOSP100,CICLOSP100,7718,80247,91471,871273,8,9
76,2008,CICLOSP25,CICLOSP25,6768,70931,91471,871273,7,8
76,2008,CICLOSP50,CICLOSP50,9051,88668,91471,871273,10,10
76,2008,MICO360,MICO360,15555,163429,91471,871273,17,19
76,2008,MICO500,MICO500,12446,110514,91471,871273,14,13
76,2008,TACR1,TACR1,14234,127261,91471,871273,16,15
76,2009,AZAT50,AZAT50,10680,134812,92420,949436,12,14
76,2009,CICLOSP100,CICLOSP100,6780,72815,92420,949436,7,8
76,2009,CICLOSP25,CICLOSP25,6251,66654,92420,949436,7,7
76,2009,CICLOSP50,CICLOSP50,8606,90475,92420,949436,9,10
76,2009,MICO360,MICO360,16905,204259,92420,949436,18,22
76,2009,MICO500,MICO500,9981,111182,92420,949436,11,12
76,2009,TACR1,TACR1,17189,153588,92420,949436,19,16
76,2010,AZAT50,AZAT50,11000,104494,100338,928972,11,11
76,2010,CICLOSP100,CICLOSP100,6138,54670,100338,928972,6,6
76,2010,CICLOSP25,CICLOSP25,5764,51137,100338,928972,6,6
76,2010,CICLOSP50,CICLOSP50,8143,75728,100338,928972,8,8
76,2010,MICO360,MICO360,19881,228458,100338,928972,20,25
76,2010,MICO500,MICO500,9121,94890,100338,928972,9,10
76,2010,TACR1,TACR1,20139,183629,100338,928972,20,20
76,2011,AZAT50,AZAT50,10898,100386,103351,1002472,11,10
76,2011,CICLOSP100,CICLOSP100,5451,49663,103351,1002472,5,5
76,2011,CICLOSP25,CICLOSP25,5572,49749,103351,1002472,5,5
76,2011,CICLOSP50,CICLOSP50,7819,75990,103351,1002472,8,8
76,2011,MICO360,MICO360,23140,262505,103351,1002472,22,26
76,2011,MICO500,MICO500,8281,88320,103351,1002472,8,9
76,2011,TACR1,TACR1,22889,225293,103351,1002472,22,22
76,2012,AZAT50,AZAT50,11003,102870,107757,1068645,10,10
76,2012,CICLOSP25,CICLOSP25,5034,45297,107757,1068645,5,4
76,2012,CICLOSP50,CICLOSP50,7414,73374,107757,1068645,7,7
76,2012,MICO360,MICO360,25454,292543,107757,1068645,24,27
76,2012,MICO500,MICO500,7141,78322,107757,1068645,7,7
76,2012,TACR1,TACR1,25427,257475,107757,1068645,24,24
76,2012,TACR5,TACR5,5383,30649,107757,1068645,5,3
76,2013,AZAT50,AZAT50,11177,98453,114016,1084097,10,9
76,2013,CICLOSP50,CICLOSP50,7229,66218,114016,1084097,6,6
76,2013,MICO180,MICO180,4858,42460,114016,1084097,4,4
76,2013,MICO360,MICO360,27600,299841,114016,1084097,24,28
76,2013,MICO500,MICO500,6757,69523,114016,1084097,6,6
76,2013,TACR1,TACR1,28345,279844,114016,1084097,25,26
76,2013,TACR5,TACR5,5939,33978,114016,1084097,5,3
76,2014,AZAT50,AZAT50,11701,105613,122818,1190622,10,9
76,2014,CICLOSP50,CICLOSP50,7015,68327,122818,1190622,6,6
76,2014,MICO180,MICO180,5412,48628,122818,1190622,4,4
76,2014,MICO360,MICO360,30102,330191,122818,1190622,25,28
76,2014,MICO500,MICO500,6463,66952,122818,1190622,5,6
76,2014,TACR1,TACR1,31947,322908,122818,1190622,26,27
76,2014,TACR5,TACR5,6954,41747,122818,1190622,6,4
76,2015,AZAT50,AZAT50,12159,108393,128921,1259636,9,9
76,2015,CICLOSP50,CICLOSP50,6787,66341,128921,1259636,5,5
76,2015,MICO180,MICO180,5852,53978,128921,1259636,5,4
76,2015,MICO360,MICO360,32052,356469,128921,1259636,25,28
76,2015,MICO500,MICO500,6004,64114,128921,1259636,5,5
76,2015,TACR1,TACR1,35004,354516,128921,1259636,27,28
76,2015,TACR5,TACR5,7393,44829,128921,1259636,6,4
76,2016,AZAT50,AZAT50,12823,116695,133001,1339052,10,9
76,2016,CICLOSP50,CICLOSP50,6823,64373,133001,1339052,5,5
76,2016,MICO180,MICO180,5852,57478,133001,1339052,4,4
76,2016,MICO360,MICO360,33044,380710,133001,1339052,25,28
76,2016,MICO500,MICO500,5690,60257,133001,1339052,4,4
76,2016,TACR1,TACR1,37023,393420,133001,1339052,28,29
76,2016,TACR5,TACR5,7461,47512,133001,1339052,6,4
76,2017,AZAT50,AZAT50,11994,114798,138674,1385711,9,8
76,2017,CICLOSP50,CICLOSP50,6445,59858,138674,1385711,5,4
76,2017,MICO180,MICO180,6241,61559,138674,1385711,5,4
76,2017,MICO360,MICO360,35120,405950,138674,1385711,25,29
76,2017,MICO500,MICO500,6082,60212,138674,1385711,4,4
76,2017,TACR1,TACR1,39635,406096,138674,1385711,29,29
76,2017,TACR5,TACR5,8117,50997,138674,1385711,6,4
76,2018,AZAT50,AZAT50,12047,111150,144676,1452265,8,8
76,2018,CICLOSP50,CICLOSP50,6146,54824,144676,1452265,4,4
76,2018,MICO180,MICO180,6653,64307,144676,1452265,5,4
76,2018,MICO360,MICO360,36616,428757,144676,1452265,25,30
76,2018,MICO500,MICO500,6070,63787,144676,1452265,4,4
76,2018,TACR1,TACR1,44182,449756,144676,1452265,31,31
76,2018,TACR5,TACR5,8370,53202,144676,1452265,6,4
76,2019,AZAT50,AZAT50,10557,53527,132902,734020,8,7
76,2019,CICLOSP50,CICLOSP50,5227,26598,132902,734020,4,4
76,2019,MICO180,MICO180,6060,35708,132902,734020,5,5
76,2019,MICO360,MICO360,34889,219935,132902,734020,26,30
76,2019,SIRO1,SIRO1,5812,29688,132902,734020,4,4
76,2019,TACR1,TACR1,42736,233008,132902,734020,32,32
76,2019,TACR5,TACR5,6510,25410,132902,734020,5,3
77,2010,QUET200,QUET200,1,3,2,8,50,38
77,2010,TOPI100,TOPI100,1,5,2,8,50,62
77,2016,LAMO100,LAMO100,889,2742,7934,23195,11,12
77,2016,OLAN10,OLAN10,850,2511,7934,23195,11,11
77,2016,OLAN5,OLAN5,686,1938,7934,23195,9,8
77,2016,QUET100,QUET100,2033,6116,7934,23195,26,26
77,2016,QUET200,QUET200,1118,3347,7934,23195,14,14
77,2016,QUET25,QUET25,810,2336,7934,23195,10,10
77,2016,RISP2,RISP2,648,1676,7934,23195,8,7
77,2017,LAMO100,LAMO100,2822,15115,29299,142706,10,11
77,2017,OLAN10,OLAN10,3398,16131,29299,142706,12,11
77,2017,OLAN5,OLAN5,2542,11890,29299,142706,9,8
77,2017,QUET100,QUET100,7483,38219,29299,142706,26,27
77,2017,QUET200,QUET200,4261,22011,29299,142706,15,15
77,2017,QUET25,QUET25,3036,14338,29299,142706,10,10
77,2017,RISP2,RISP2,2326,10031,29299,142706,8,7
77,2018,LAMO100,LAMO100,4867,29767,56975,303288,9,10
77,2018,OLAN10,OLAN10,6354,33423,56975,303288,11,11
77,2018,OLAN5,OLAN5,5137,26331,56975,303288,9,9
77,2018,QUET100,QUET100,14970,81043,56975,303288,26,27
77,2018,QUET200,QUET200,8485,48712,56975,303288,15,16
77,2018,QUET25,QUET25,6702,33904,56975,303288,12,11
77,2018,RISP2,RISP2,3875,17746,56975,303288,7,6
77,2019,LAMO100,LAMO100,5240,21043,58071,212744,9,10
77,2019,OLAN10,OLAN10,6496,24544,58071,212744,11,12
77,2019,OLAN5,OLAN5,4984,17856,58071,212744,9,8
77,2019,QUET100,QUET100,15560,56417,58071,212744,27,27
77,2019,QUET200,QUET200,9104,35876,58071,212744,16,17
77,2019,QUET25,QUET25,6472,21761,58071,212744,11,10
77,2019,RISP2,RISP2,3820,13106,58071,212744,7,6
78,2008,TOPI100,TOPI100,1,2,1,2,100,100
78,2014,CLOZ100,CLOZ100,1,1,12,13,8,8
78,2014,CLOZ25,CLOZ25,1,1,12,13,8,8
78,2014,OLAN10,OLAN10,1,1,12,13,8,8
78,2014,OLAN5,OLAN5,1,2,12,13,8,15
78,2014,QUET100,QUET100,1,1,12,13,8,8
78,2014,QUET25,QUET25,3,3,12,13,25,23
78,2014,RISP1,RISP1,3,3,12,13,25,23
78,2014,ZIPR80,ZIPR80,1,1,12,13,8,8
78,2015,OLAN10,OLAN10,368,1333,2181,7713,17,17
78,2015,OLAN5,OLAN5,185,661,2181,7713,8,9
78,2015,QUET100,QUET100,440,1504,2181,7713,20,19
78,2015,QUET200,QUET200,286,1116,2181,7713,13,14
78,2015,QUET25,QUET25,270,909,2181,7713,12,12
78,2015,RISP1,RISP1,110,368,2181,7713,5,5
78,2015,RISP2,RISP2,267,866,2181,7713,12,11
78,2016,OLAN10,OLAN10,1057,5408,6119,30813,17,18
78,2016,OLAN5,OLAN5,651,2985,6119,30813,11,10
78,2016,QUET100,QUET100,1207,6708,6119,30813,20,22
78,2016,QUET200,QUET200,764,4275,6119,30813,12,14
78,2016,QUET25,QUET25,726,3632,6119,30813,12,12
78,2016,RISP1,RISP1,323,1372,6119,30813,5,4
78,2016,RISP2,RISP2,667,3163,6119,30813,11,10
78,2017,OLAN10,OLAN10,1539,9253,8567,50285,18,18
78,2017,OLAN5,OLAN5,958,5418,8567,50285,11,11
78,2017,QUET100,QUET100,1717,10678,8567,50285,20,21
78,2017,QUET200,QUET200,1005,6386,8567,50285,12,13
78,2017,QUET25,QUET25,972,5710,8567,50285,11,11
78,2017,RISP1,RISP1,422,2200,8567,50285,5,4
78,2017,RISP2,RISP2,934,5187,8567,50285,11,10
78,2018,OLAN10,OLAN10,2165,12780,12053,69437,18,18
78,2018,OLAN5,OLAN5,1419,7976,12053,69437,12,11
78,2018,QUET100,QUET100,2285,13887,12053,69437,19,20
78,2018,QUET200,QUET200,1377,8446,12053,69437,11,12
78,2018,QUET25,QUET25,1443,8057,12053,69437,12,12
78,2018,RISP1,RISP1,591,3059,12053,69437,5,4
78,2018,RISP2,RISP2,1238,6033,12053,69437,10,9
78,2019,OLAN10,OLAN10,2009,7779,10764,40616,19,19
78,2019,OLAN5,OLAN5,1234,4732,10764,40616,11,12
78,2019,QUET100,QUET100,2013,7641,10764,40616,19,19
78,2019,QUET200,QUET200,1216,4924,10764,40616,11,12
78,2019,QUET25,QUET25,1283,4469,10764,40616,12,11
78,2019,RISP1,RISP1,492,1848,10764,40616,5,5
78,2019,RISP2,RISP2,1090,3869,10764,40616,10,10
79,2008,AZAT50,AZAT50,336,2251,817,5388,41,42
79,2008,CICLOSP100,CICLOSP100,248,1750,817,5388,30,32
79,2008,CICLOSP10050,CICLOSP10050,4,18,817,5388,0,0
79,2008,CICLOSP25,CICLOSP25,76,493,817,5388,9,9
79,2008,CICLOSP50,CICLOSP50,153,876,817,5388,19,16
79,2009,AZAT50,AZAT50,407,3014,876,6157,46,49
79,2009,CICLOSP100,CICLOSP100,257,1811,876,6157,29,29
79,2009,CICLOSP10050,CICLOSP10050,4,32,876,6157,0,1
79,2009,CICLOSP25,CICLOSP25,64,438,876,6157,7,7
79,2009,CICLOSP50,CICLOSP50,144,862,876,6157,16,14
79,2010,AZAT50,AZAT50,463,2859,976,5926,47,48
79,2010,CICLOSP10,CICLOSP10,3,8,976,5926,0,0
79,2010,CICLOSP100,CICLOSP100,255,1633,976,5926,26,28
79,2010,CICLOSP10050,CICLOSP10050,7,31,976,5926,1,1
79,2010,CICLOSP25,CICLOSP25,61,366,976,5926,6,6
79,2010,CICLOSP50,CICLOSP50,180,1022,976,5926,18,17
79,2010,,,4,4,976,5926,0,0
79,2011,AZAT50,AZAT50,509,3517,1004,6584,51,53
79,2011,CICLOSP10,CICLOSP10,3,8,1004,6584,0,0
79,2011,CICLOSP100,CICLOSP100,257,1609,1004,6584,26,24
79,2011,CICLOSP10050,CICLOSP10050,6,23,1004,6584,1,0
79,2011,CICLOSP25,CICLOSP25,52,339,1004,6584,5,5
79,2011,CICLOSP50,CICLOSP50,177,1088,1004,6584,18,17
79,2012,AZAT50,AZAT50,529,3776,1007,7019,53,54
79,2012,CICLOSP100,CICLOSP100,246,1745,1007,7019,24,25
79,2012,CICLOSP10050,CICLOSP10050,9,38,1007,7019,1,1
79,2012,CICLOSP25,CICLOSP25,51,354,1007,7019,5,5
79,2012,CICLOSP50,CICLOSP50,172,1106,1007,7019,17,16
79,2013,AZAT50,AZAT50,572,3806,1101,7277,52,52
79,2013,CICLOSP100,CICLOSP100,266,1700,1101,7277,24,23
79,2013,CICLOSP10050,CICLOSP10050,8,45,1101,7277,1,1
79,2013,CICLOSP25,CICLOSP25,62,414,1101,7277,6,6
79,2013,CICLOSP50,CICLOSP50,193,1312,1101,7277,18,18
79,2014,AZAT50,AZAT50,619,4260,1172,7910,53,54
79,2014,CICLOSP10,CICLOSP10,2,4,1172,7910,0,0
79,2014,CICLOSP100,CICLOSP100,271,1789,1172,7910,23,23
79,2014,CICLOSP10050,CICLOSP10050,5,22,1172,7910,0,0
79,2014,CICLOSP25,CICLOSP25,65,413,1172,7910,6,5
79,2014,CICLOSP50,CICLOSP50,210,1422,1172,7910,18,18
79,2015,AZAT50,AZAT50,661,4470,1193,7947,55,56
79,2015,CICLOSP10,CICLOSP10,1,2,1193,7947,0,0
79,2015,CICLOSP100,CICLOSP100,255,1707,1193,7947,21,21
79,2015,CICLOSP10050,CICLOSP10050,5,18,1193,7947,0,0
79,2015,CICLOSP25,CICLOSP25,51,269,1193,7947,4,3
79,2015,CICLOSP50,CICLOSP50,220,1481,1193,7947,18,19
79,2016,AZAT50,AZAT50,799,5298,1384,8925,58,59
79,2016,CICLOSP100,CICLOSP100,271,1730,1384,8925,20,19
79,2016,CICLOSP10050,CICLOSP10050,7,36,1384,8925,1,0
79,2016,CICLOSP25,CICLOSP25,52,288,1384,8925,4,3
79,2016,CICLOSP50,CICLOSP50,255,1573,1384,8925,18,18
79,2017,AZAT50,AZAT50,860,5939,1427,9584,60,62
79,2017,CICLOSP100,CICLOSP100,261,1738,1427,9584,18,18
79,2017,CICLOSP10050,CICLOSP10050,6,26,1427,9584,0,0
79,2017,CICLOSP25,CICLOSP25,50,322,1427,9584,4,3
79,2017,CICLOSP50,CICLOSP50,250,1559,1427,9584,18,16
79,2018,AZAT50,AZAT50,933,5445,1509,9079,62,60
79,2018,CICLOSP100,CICLOSP100,277,1846,1509,9079,18,20
79,2018,CICLOSP10050,CICLOSP10050,7,26,1509,9079,0,0
79,2018,CICLOSP25,CICLOSP25,52,327,1509,9079,3,4
79,2018,CICLOSP50,CICLOSP50,240,1435,1509,9079,16,16
79,2019,AZAT50,AZAT50,607,2289,1077,3966,56,58
79,2019,CICLOSP100,CICLOSP100,219,740,1077,3966,20,19
79,2019,CICLOSP10050,CICLOSP10050,9,17,1077,3966,1,0
79,2019,CICLOSP25,CICLOSP25,45,158,1077,3966,4,4
79,2019,CICLOSP50,CICLOSP50,197,762,1077,3966,18,19
0,2008,outros,"ACIT10, ACIT25, ADAL40, ALEN10, ALEN70, ALFA1000, ALFA10000, ALFA2000, ALFA2100, ALFA210000000, ALFA2120, ALFA2180, ALFA23000000, ALFA25, ALFA25000000, ALFA280, ALFA3000, AMAN100, ATOR10, ATOR20, AZAT50, BECL250200, BETA11200000044, BETA1600000022, BETA1600000030, BETA19600000300, BEZA200, BEZA400, BIPE2, BIPE4, BROM25, BUDE200, BUDE200100, CABE05, CALC025, CALC10, CALC200, CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, CIPR100, CIPR50, CIPR500, CLOR150, CLOZ100, CODE30, CODE302, COMP1, DANA100, DEFE500, DESF500, DESM0125, DESM4, DONE10, DONE5, ENTA200, ETAN25, FENO200, FENO250, FILG300, FORM12, FORM12400, FORM1240060, FORM620060, GABA300, GABA400, GALA16, GALA24, GALA8, GENF600, GENF900, GLAT20, GOSS1080, GOSS360, HIDR400, HIDR500, IMUN50, INFL1010, ISOT10, ISOT20, LAMI150, LAMO100, LEFL20, LEUP375, LEVO10025, LEVO150, LEVO20050, LEVO25025, LOVA20, MESA1000, MESA3100, MESA400, MESA500, MESA800, META10, METI500, MICO180, MICO360, MICO500, MOLG300, MORF10, MORF1060, MORF30, OCTR20, OCTR30, OLAN10, OLAN5, PAMI60, PAMI90, PANC10000, PANC12000, PANC4500, PENI250, PRAM0125, PRAM025, PRAM1, PRAV10, PRAV20, PRAV40, QUET100, QUET200, RALO60, RIBA250, RILU50, RISE35, RISE5, RISP1, RISP2, RIVA15, RIVA20120, RIVA3, RIVA45, RIVA6, SALB100200, SELE10, SELE5, SEVE800, SINV10, SINV20, SINV40, SINV80, SIRO1, SIRO160, SIRO2, SULF500, TACR1, TACR5, TOPI100, TOPI25, TOPI50, TOXI100, TOXI500, TRIE5, TRIP375, VIGA500, ZIPR80",17336,56591,62014,289106,28,19
0,2009,outros,"ACIT25, ALEN10, ALEN70, ALFA1000, ALFA10000, ALFA2000, ALFA3000, ATOR20, AZAT50, CALC025, CALC100, CALC200, CICLOSP100, CICLOSP25, CICLOSP50, CIPR100, DESM4, DONE10, DONE5, ETAN25, GABA400, GALA16, GALA24, GALA8, GOSS360, LAMO100, LEVO150, METI500, OLAN10, PAMI30, PAMI60, PAMI90, PANC18000, QUET200, RALO60, RISE35, RISE5, RIVA15, RIVA20120, RIVA3, RIVA45, RIVA6, SINV10, SINV40, SULF500, TOPI100, TOXI100, TOXI500, TRIP375",12598,60743,56453,317048,21,19
0,2010,outros,"ACIT25, ADAL40, ALEN10, ALEN70, ALFA1000, ALFA10000, ALFA2000, ALFA23000000, ALFA25, ALFA280, ALFA3000, ATOR10, ATOR20, AZAT50, BUDE200100, CABE05, CALC025, CALC200, CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, CIPR100, CLOZ100, CODE30, DESM0125, DONE10, ETAN25, ETAN50, FILG300, FORM12, FORM12400, FORM6200, GABA300, GABA400, GALA16, GALA24, GALA8, GOSS1080, GOSS360, HIDR400, HIDR500, IMIG200, IMUN50, INFL1010, ISOT20, LAMI10240, LAMI150, LAMO100, LEFL20, LEUP1125, LEUP375, LEVO150, LEVO50, MESA400, MESA500, METI500, MICO180, MICO360, MICO500, MORF10, MORF30, OLAN10, OLAN5, PAMI30, PAMI60, PAMI90, PANC18000, PANC20000, QUET100, QUET200, RALO60, RIBA250, RISE35, RISE5, RISP2, RIVA15, RIVA20120, RIVA3, RIVA45, RIVA6, SEVE800, SILD20, SINV10, SINV20, SINV40, SIRO1, SULF500, TACR1, TOPI100, TOXI100, TOXI500, TRIP375",16024,66525,48479,222461,33,30
0,2011,outros,"ALFA1000, ALFA10000, ALFA2000, ALFA3000, AZAT50, CALC025, CALC200, CICLOSP10, CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, GALA16, GALA24, GALA8, METI500, PAMI30, PAMI60, PAMI90, RISE35, RIVA15, RIVA20120, RIVA45, RIVA6, SULF500, TOXI100, TOXI500",4371,10218,28497,134658,16,8
0,2012,outros,"CICLOSP10050, CICLOSP25, METI500, PAMI30, PAMI60, PAMI90",34,158,23153,125127,1,2
0,2013,outros,"ACET250, AZAT50, BIMA033, BRIN105, CALC200, CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, LATA00525, METI500, PAMI30, PAMI60, PAMI90, PILO2010, RISE35, SULF500",1993,5865,32875,164920,7,3
0,2014,outros,"ACET250, AZAT50, BIMA033, BRIN105, CALC200, CICLOSP100, CICLOSP25, CICLOSP50, PAMI60, PAMI90, PILO2010, RISE35, SACA1005, SULF500",7310,24831,70017,316535,11,7
0,2018,outros,"CALC200, CICLOSP50, GALA16, GALA8, LARO0585, RIVA15, RIVA18, RIVA20120, RIVA3, RIVA45, RIVA6, RIVA9, TOXI500",659,2114,40379,246057,2,1
18,2015,outros,"GALA8, RIVA20120, RIVA45",20912,126447,144340,996930,13,13
0,2019,outros,"ADAL40, CALC200, CICLOSP100, CICLOSP50, ETAN50, GALA16, GALA24, GALA8, GOLI50, IDUR23, INFL1010, LARO0585, LEFL20, METO25, METO252, RIVA15, RIVA20120, RIVA3, RIVA45, RIVA6, RIVA9, SECU150, SULF500, TOXI500",1093,3044,52657,182910,3,2
2,2008,outros,"ALFA2180, AZAT50, CICLOSP10, CICLOSP10050, CICLOSP25, CICLOSP50, DESM0125, LEUP375, LEVO100, LEVO50, MOLG300, OCTR01, RIBA250, RISP2, SEVE800, SINV20, SINV40",713,4146,9255,52311,7,7
2,2009,outros,"AZAT50, CICLOSP10, CICLOSP10050, CICLOSP25, OCTR01, OCTR10",666,4275,9267,56889,6,9
2,2010,outros,"ALFA2000, ALFA4000, ATOR10, AZAT50, CICLOSP10, CICLOSP10050, CICLOSP25, CICLOSP50, DESM0125, OCTR01, TRIP375",730,3244,9528,54153,7,5
2,2011,outros,"BROM5, CICLOSP10, CICLOSP10050, CICLOSP25, CICLOSP50, FILG300, OCTR01, OCTR05",790,3459,9774,58333,8,6
2,2012,outros,"CICLOSP10050, CICLOSP25, CICLOSP50, FILG300, OCTR01",675,3021,9509,60527,6,4
2,2013,outros,"AZAT50, BROM5, CICLOSP10050, CICLOSP25, FILG300, OCTR01, OCTR05",595,2817,9573,63256,7,5
2,2014,outros,"BROM25, BROM5, CICLOSP10, CICLOSP10050, CICLOSP25, FILG300, LANR120, LANR60, LANR90, OCTR01",742,2529,9655,62663,7,4
2,2015,outros,"CICLOSP10, CICLOSP10050, CICLOSP25, FILG300, LANR60, LANR90, OCTR01, OCTR10",761,3864,9358,60021,8,7
2,2016,outros,"AZAT50, CICLOSP10050, CICLOSP25, FILG300, LANR60, OCTR01, OCTR10",764,3995,9044,60074,8,7
2,2017,outros,"AZAT50, CICLOSP10, CICLOSP10050, CICLOSP25, FILG300, LANR60, OCTR01, OCTR10",763,3847,9138,61880,8,6
2,2018,outros,"AZAT50, CICLOSP10, CICLOSP10050, CICLOSP25, FILG300, LANR60, OCTR01, OCTR10",727,3858,8799,59375,8,6
2,2019,outros,"AZAT50, CICLOSP10050, CICLOSP25, FILG300, LANR60, OCTR01, OCTR10",553,1989,6739,27937,9,7
4,2014,outros,IMUN10,1,1,290,676,1,0
4,2015,outros,CICLOSP10,1,1,282,765,0,1
4,2017,outros,IMUN05,1,2,361,936,0,1
7,2008,outros,"ALEN10, ALFA23000000, ALFA280, ALFA4000, CICLOFO50, CICLOSP10, GLAT20, HIDR400, LEFL20, LEVO50, MESA400, OLAN10, PENI250, RIBA250, SACA1005, SINV20, SIRO1, TACR1",45,77,3140,20322,2,1
7,2009,outros,"CICLOSP10, IMUN10, IMUN60",4,9,2338,15291,-1,0
7,2010,outros,"ATOR10, CICLOSP10, IMUN05, IMUN10, IMUN25, MICO500",13,17,1834,9543,-1,0
7,2011,outros,"CICLOSP10, IMUN25",6,17,1162,3452,0,-1
8,2010,outros,"CICLOSP10, CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, METO252",43,129,1258,3969,3,3
8,2011,outros,"CICLOSP10, CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, SULF500",153,795,4122,22441,5,4
8,2012,outros,"CICLOSP100, CICLOSP25, CICLOSP50, SULF500",205,1096,7269,43882,4,2
8,2013,outros,"CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, SULF500",283,1540,10150,63738,2,3
8,2014,outros,"CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, SULF500",390,2229,12853,89162,2,2
8,2015,outros,"CICLOSP100, CICLOSP10050, CICLOSP25, CICLOSP50, NAPR250, NAPR500, SULF500",456,2498,15578,111324,2,1
