"co_pcdt","nu_trimestre","sg_procedimento","qt_sexo_f","qt_idade_paciente60","qt_st_redesbr3","qt_ibge_gestao","qt_aprovada","qt_dispensacao","qt_cns_paciente"
53,"201701",LEUP375,116,3,107,9,127,116,62
53,"201701",TRIP375,8,0,6,4,10,8,5
53,"201702",GOSS1080,2849,4,2623,22,2849,2849,2817
53,"201702",GOSS360,782,0,674,20,786,782,493
53,"201702",LEUP1125,18,0,17,1,18,18,17
53,"201702",LEUP375,117,0,100,12,124,117,64
53,"201702",TRIP375,17,0,10,6,18,17,10
53,"201703",GOSS1080,2905,2,2707,21,2905,2905,2867
53,"201703",GOSS360,1110,0,995,21,1122,1110,574
53,"201703",LEUP1125,28,0,27,2,28,28,25
53,"201703",LEUP375,190,5,174,10,199,190,88
53,"201703",TRIP375,12,0,9,5,15,12,7
53,"201704",GOSS1080,2749,8,2492,21,2750,2749,2711
53,"201704",GOSS360,1306,1,1179,20,1317,1306,684
53,"201704",LEUP1125,23,0,21,2,23,23,23
53,"201704",LEUP375,184,3,169,12,192,184,87
53,"201704",TRIP375,9,0,5,5,10,9,6
53,"201801",GOSS1080,2648,8,2412,21,2648,2648,2612
53,"201801",GOSS360,1150,2,1018,19,1170,1150,626
53,"201801",LEUP1125,22,1,21,2,22,22,22
53,"201801",LEUP375,190,0,179,10,196,190,86
53,"201801",TRIP375,8,0,5,4,9,8,5
53,"201802",GOSS1080,2761,7,2509,21,2763,2763,2657
53,"201802",GOSS360,1323,7,1130,20,1326,1323,677
53,"201802",LEUP1125,22,0,22,2,22,22,22
53,"201802",LEUP375,183,3,173,9,186,183,92
53,"201802",TRIP375,5,0,5,2,5,5,2
53,"201803",GOSS1080,2594,8,2317,21,2596,2596,2553
53,"201803",GOSS360,1155,1,1010,18,1162,1156,625
53,"201803",LEUP1125,36,0,34,2,36,36,33
53,"201803",LEUP375,82,1,79,6,84,82,50
53,"201803",TRIP1125,1,0,1,1,1,1,1
53,"201803",TRIP375,2,0,2,1,2,2,1
53,"201804",GOSS1080,2929,6,2587,22,2940,2940,2883
53,"201804",GOSS360,1180,2,1018,17,1190,1187,641
53,"201804",LEUP1125,25,0,25,1,25,25,25
53,"201804",LEUP375,81,1,73,13,88,86,45
53,"201804",TRIP375,2,0,2,1,4,2,1
53,"201901",GOSS1080,2783,10,2491,22,2794,2794,2711
53,"201901",GOSS360,1079,4,944,18,1101,1081,588
53,"201901",LEUP1125,12,0,12,1,12,12,12
53,"201901",LEUP375,75,1,65,12,82,77,40
53,"201901",TRIP375,1,0,1,1,1,1,1
53,"201902",GOSS1080,2432,8,2152,21,2441,2441,2390
53,"201902",GOSS360,1089,5,979,19,1099,1096,627
53,"201902",LEUP1125,46,0,45,3,47,47,46
53,"201902",LEUP375,156,0,151,7,169,156,101
53,"201902",TRIP375,1,0,0,1,1,1,1
54,"200801",ALEN10,6,0,6,1,180,6,5
54,"200801",ALFA4000,7,0,9,3,70,9,8
54,"200801",AZAT50,11722,1019,12314,26,914154,13227,5689
54,"200801",BROM25,6,0,6,1,360,6,2
54,"200801",CALC025,9,0,10,2,510,10,9
54,"200801",CICLOSP100,168,10,187,12,11436,196,83
54,"200801",CICLOSP10050,17,2,17,2,154,23,9
54,"200801",CICLOSP25,72,13,75,9,5100,77,30
54,"200801",CICLOSP50,151,4,167,14,10196,173,76
54,"200801",DANA100,4,1,4,1,420,4,3
54,"200801",FORM620060,2,2,2,1,2,2,1
54,"200801",HIDR400,8,0,8,1,345,8,5
54,"200801",MICO500,22,1,23,3,2900,23,23
54,"200801",RALO60,1,1,1,1,28,1,1
54,"200801",RISP1,2,0,2,1,150,2,1
54,"200801",RISP2,1,0,1,1,45,1,1
54,"200801",SACA1005,2,0,2,1,64,2,1
54,"200801",SEVE800,2,0,2,1,360,2,2
54,"200801",SINV20,4,1,4,1,180,4,3
54,"200801",SIRO160,1,0,1,1,1,1,1
54,"200801",SULF500,1,0,1,1,120,1,1
54,"200802",AZAT50,12875,1050,13322,26,978912,14372,6022
54,"200802",CICLOSP100,171,10,200,12,12984,207,90
54,"200802",CICLOSP10050,18,2,22,2,234,24,8
54,"200802",CICLOSP25,60,13,70,7,4696,70,26
54,"200802",CICLOSP50,157,8,177,12,10345,181,74
54,"200803",AZAT50,13694,1129,13960,26,1035124,15240,6288
54,"200803",CICLOSP100,188,11,201,13,14493,232,97
54,"200803",CICLOSP10050,10,2,16,1,80,16,6
54,"200803",CICLOSP25,66,9,78,8,5545,82,29
54,"200803",CICLOSP50,159,8,175,14,11200,192,77
54,"200804",AZAT50,14192,1152,14401,27,1095924,15748,6683
54,"200804",CICLOSP10,2,0,2,1,60,2,1
54,"200804",CICLOSP100,211,10,216,11,14656,249,98
54,"200804",CICLOSP10050,10,3,12,1,72,12,5
54,"200804",CICLOSP25,88,11,108,11,9130,116,40
54,"200804",CICLOSP50,152,7,167,16,13279,194,91
54,"200901",AZAT50,14821,1306,15306,25,1141061,16640,7004
54,"200901",CICLOSP100,227,17,239,10,17131,273,104
54,"200901",CICLOSP10050,11,1,10,4,14,13,8
54,"200901",CICLOSP25,85,13,109,11,8274,115,39
54,"200901",CICLOSP50,163,12,177,12,11701,199,86
54,"200902",AZAT50,15695,1459,16096,25,1205004,17647,7293
54,"200902",CICLOSP100,239,16,259,13,17924,297,115
54,"200902",CICLOSP10050,9,1,14,2,39,14,6
54,"200902",CICLOSP25,99,9,113,11,7366,119,40
54,"200902",CICLOSP50,181,26,204,12,13516,223,96
54,"200903",AZAT50,16846,1585,17163,27,1316373,18902,7775
54,"200903",CICLOSP100,266,20,300,14,19409,329,130
54,"200903",CICLOSP10050,5,2,5,1,35,5,2
54,"200903",CICLOSP25,105,11,120,11,8058,126,38
54,"200903",CICLOSP50,212,23,225,16,16597,249,99
54,"200904",AZAT50,16892,1633,17120,26,1335910,18964,8059
54,"200904",CALC025,1,0,1,1,12,1,1
54,"200904",CICLOSP100,243,15,250,12,17025,292,122
54,"200904",CICLOSP10050,6,1,9,2,68,9,4
54,"200904",CICLOSP25,81,8,100,8,6490,106,36
54,"200904",CICLOSP50,188,16,193,16,16581,219,99
54,"200904",MICO500,2,0,2,1,42,2,1
54,"201001",AZAT50,16831,1619,17123,25,1377056,18902,8082
54,"201001",CALC025,2,2,2,1,120,2,1
54,"201001",CICLOSP100,192,21,207,10,14467,239,104
54,"201001",CICLOSP10050,5,2,8,2,95,8,5
54,"201001",CICLOSP25,87,9,102,10,8680,108,32
54,"201001",CICLOSP50,173,16,176,14,16482,202,93
54,"201001",GABA400,2,0,2,1,120,2,1
54,"201001",HIDR400,5,0,5,2,166,5,4
54,"201001",MICO500,6,2,6,2,510,6,4
54,"201001",QUET200,1,0,1,1,60,1,1
54,"201001",,5,1,5,1,1050,5,5
54,"201002",ALFA4000,1,0,1,1,8,1,1
54,"201002",ATOR20,1,0,2,1,60,2,2
54,"201002",AZAT50,16547,1615,16820,26,1437222,18553,8034
54,"201002",BUDE200100,1,1,1,1,1,1,1
54,"201002",CALC025,3,2,3,1,120,3,3
54,"201002",CICLOSP100,201,22,200,14,14784,245,113
54,"201002",CICLOSP10050,6,2,11,2,39,11,7
54,"201002",CICLOSP25,52,5,63,10,8241,70,30
54,"201002",CICLOSP50,160,9,178,13,20170,200,88
54,"201002",FORM12400,1,0,1,1,60,1,1
54,"201002",FORM6200,1,0,1,1,60,1,1
54,"201002",HIDR400,12,0,13,2,443,13,10
54,"201002",LEFL20,2,0,2,1,60,2,2
54,"201002",MICO500,4,1,4,2,390,4,3
54,"201002",QUET200,2,0,2,1,120,2,1
54,"201002",,58,6,67,1,13544,67,67
54,"201003",AZAT50,16467,1513,16529,27,1367954,18505,8325
54,"201003",CICLOSP100,226,20,223,12,16057,268,113
54,"201003",CICLOSP10050,16,5,22,3,52,26,15
54,"201003",CICLOSP25,54,3,59,11,5772,70,34
54,"201003",CICLOSP50,161,8,176,15,16158,200,92
54,"201003",HIDR400,1,0,1,1,30,1,1
54,"201004",AZAT50,16491,1639,16489,27,1314961,18582,8272
54,"201004",CICLOSP10,5,0,5,1,300,5,3
54,"201004",CICLOSP100,247,25,239,13,16692,289,131
54,"201004",CICLOSP10050,12,2,14,3,33,19,11
54,"201004",CICLOSP25,72,3,74,10,7665,88,39
54,"201004",CICLOSP50,195,12,209,15,17527,239,110
54,"201101",AZAT50,18114,1775,18012,27,1452888,20376,8937
54,"201101",CICLOSP10,6,0,6,1,360,6,3
54,"201101",CICLOSP100,274,29,272,13,21059,335,141
54,"201101",CICLOSP10050,5,1,8,3,69,8,4
54,"201101",CICLOSP25,62,3,74,10,6498,83,36
54,"201101",CICLOSP50,216,11,232,14,19683,268,121
54,"201102",AZAT50,18596,1827,18616,27,1504095,21011,9278
54,"201102",CICLOSP10,1,0,1,1,60,1,1
54,"201102",CICLOSP100,286,24,287,13,20706,348,160
54,"201102",CICLOSP10050,1,0,2,2,3,2,2
54,"201102",CICLOSP25,63,3,73,11,4901,79,30
54,"201102",CICLOSP50,226,9,246,14,19499,273,125
54,"201103",AZAT50,19734,1919,19603,27,1597327,22173,9642
54,"201103",CICLOSP100,330,32,320,15,24746,390,167
54,"201103",CICLOSP10050,0,0,8,2,66,8,2
54,"201103",CICLOSP25,67,3,83,11,6080,89,39
54,"201103",CICLOSP50,244,14,272,15,23495,303,135
54,"201104",AZAT50,19799,1885,19742,27,1611903,22235,9799
54,"201104",CICLOSP100,286,32,282,15,21645,345,156
54,"201104",CICLOSP10050,0,0,6,3,11,6,3
54,"201104",CICLOSP25,78,4,91,10,6440,95,41
54,"201104",CICLOSP50,258,14,283,15,25849,313,144
54,"201201",AZAT50,18856,1867,18975,27,1555969,21149,9388
54,"201201",CICLOSP100,289,26,265,16,21017,342,150
54,"201201",CICLOSP10050,4,0,5,2,7,5,3
54,"201201",CICLOSP25,75,4,72,7,5375,82,35
54,"201201",CICLOSP50,241,14,266,15,22570,291,137
54,"201202",AZAT50,20406,1990,20524,27,1657321,22879,9972
54,"201202",CICLOSP100,328,21,326,16,23211,395,170
54,"201202",CICLOSP10050,8,0,9,3,10,9,6
54,"201202",CICLOSP25,73,2,85,7,5660,91,36
54,"201202",CICLOSP50,280,14,313,17,26620,338,145
54,"201203",AZAT50,21620,2146,21939,27,1722457,24254,10440
54,"201203",CICLOSP100,378,29,359,16,27089,451,190
54,"201203",CICLOSP10050,4,0,8,2,8,8,4
54,"201203",CICLOSP25,80,3,90,11,6620,97,40
54,"201203",CICLOSP50,283,19,309,20,26571,333,151
54,"201204",AZAT50,21061,2145,21534,27,1706928,23628,10514
54,"201204",CICLOSP100,316,20,376,16,24747,395,178
54,"201204",CICLOSP10050,11,0,13,3,136,13,7
54,"201204",CICLOSP25,68,1,77,10,5801,88,33
54,"201204",CICLOSP50,273,18,313,21,26914,335,150
54,"201301",AZAT50,20332,2154,21078,27,1648178,22887,10312
54,"201301",CICLOSP100,286,18,342,16,20804,352,152
54,"201301",CICLOSP10050,4,0,10,2,16,10,5
54,"201301",CICLOSP25,68,0,72,12,5291,84,33
54,"201301",CICLOSP50,305,25,350,19,29557,374,157
54,"201302",AZAT50,19554,2175,20213,26,1592305,22016,9735
54,"201302",CICLOSP100,265,19,307,15,21230,336,152
54,"201302",CICLOSP10050,4,0,11,3,74,11,6
54,"201302",CICLOSP25,68,4,74,11,5305,83,40
54,"201302",CICLOSP50,289,28,351,18,29428,372,165
54,"201303",AZAT50,20480,2249,21107,26,1648057,22965,10227
54,"201303",CICLOFO50,3,0,4,2,240,4,3
54,"201303",CICLOSP100,293,27,332,16,21843,352,157
54,"201303",CICLOSP10050,10,2,14,3,135,15,8
54,"201303",CICLOSP25,77,5,88,11,6665,91,38
54,"201303",CICLOSP50,302,30,362,20,31354,385,170
54,"201303",CLOR150,242,17,260,3,9359,263,176
54,"201303",DANA100,1,1,2,1,140,2,2
54,"201303",HIDR400,1836,150,1928,13,78190,2011,1352
54,"201303",METO25,142,16,148,8,4504,156,118
54,"201303",METO252,2,0,4,2,16,4,2
54,"201304",AZAT50,20720,2239,21471,26,1676754,23264,10438
54,"201304",CICLOFO50,12,2,15,3,830,15,7
54,"201304",CICLOSP100,277,24,320,16,20885,340,152
54,"201304",CICLOSP10050,8,1,17,5,140,20,9
54,"201304",CICLOSP25,71,6,81,9,6285,85,36
54,"201304",CICLOSP50,321,37,372,17,34174,411,179
54,"201304",CLOR150,969,52,1019,3,36244,1066,443
54,"201304",DANA100,13,3,19,1,1370,19,7
54,"201304",DANA200,2,2,2,1,60,2,1
54,"201304",HIDR400,6437,516,6735,19,253726,7082,3056
54,"201304",METO25,619,54,639,10,19100,681,340
54,"201304",METO252,15,2,14,4,73,15,9
54,"201401",AZAT50,22110,2486,23082,27,1781240,24748,10817
54,"201401",CICLOFO50,18,1,19,3,1060,19,11
54,"201401",CICLOSP100,311,30,357,17,22825,385,163
54,"201401",CICLOSP10050,12,0,20,5,423,20,10
54,"201401",CICLOSP25,70,10,78,10,6136,86,40
54,"201401",CICLOSP50,335,31,402,21,35815,439,193
54,"201401",CLOR150,958,79,1010,4,34725,1041,469
54,"201401",DANA100,20,4,28,2,2160,28,11
54,"201401",HIDR400,8969,721,9332,23,377988,9917,4175
54,"201401",METO25,955,65,962,10,28314,1033,461
54,"201401",METO252,61,11,61,8,616,67,30
54,"201402",AZAT50,22991,2567,23954,27,1844218,25785,11150
54,"201402",CICLOFO50,13,1,18,4,960,18,10
54,"201402",CICLOSP100,369,25,410,19,26104,446,184
54,"201402",CICLOSP10050,10,0,13,4,42,13,5
54,"201402",CICLOSP25,70,11,85,13,5610,88,39
54,"201402",CICLOSP50,370,33,446,21,36439,476,208
54,"201402",CLOR150,1054,76,1101,4,39614,1169,543
54,"201402",DANA100,26,3,31,3,2080,31,14
54,"201402",HIDR400,11968,966,12469,24,472568,13200,5164
54,"201402",METO25,1115,85,1113,11,33447,1198,532
54,"201402",METO252,81,6,87,9,1053,94,45
54,"201403",AZAT50,24632,2739,25658,27,1963851,27559,11617
54,"201403",CICLOFO50,38,5,34,4,1738,43,16
54,"201403",CICLOSP100,385,22,465,17,28350,482,195
54,"201403",CICLOSP10050,8,0,11,4,12,11,6
54,"201403",CICLOSP25,72,14,95,10,7289,99,40
54,"201403",CICLOSP50,453,36,539,20,46631,573,235
54,"201403",CLOR150,1227,104,1334,5,43872,1357,608
54,"201403",DANA100,30,3,35,4,2510,35,16
54,"201403",HIDR400,14381,1178,14834,25,580313,15831,6131
54,"201403",METO25,1311,107,1292,13,37479,1408,662
54,"201403",METO252,94,11,102,9,887,106,58
54,"201404",AZAT50,24807,2830,25748,27,1990073,27718,11928
54,"201404",CICLOFO50,20,2,21,4,1455,21,11
54,"201404",CICLOSP100,414,35,497,19,31069,516,215
54,"201404",CICLOSP10050,8,0,13,2,209,13,7
54,"201404",CICLOSP25,76,15,99,12,7488,104,47
54,"201404",CICLOSP50,477,40,554,20,45387,585,253
54,"201404",CLOR150,1460,115,1584,8,54394,1617,683
54,"201404",DANA100,32,5,39,7,2630,39,16
54,"201404",HIDR400,17163,1358,17740,25,683230,18791,7342
54,"201404",METO25,1745,137,1750,15,51195,1875,834
54,"201404",METO252,133,18,136,10,1641,148,73
54,"201501",AZAT50,23993,2796,25237,27,1910180,26943,11726
54,"201501",CICLOFO50,25,3,29,4,2185,29,14
54,"201501",CICLOSP100,354,44,438,19,26723,448,197
54,"201501",CICLOSP10050,15,0,17,3,26,18,8
54,"201501",CICLOSP25,79,15,109,15,8644,111,57
54,"201501",CICLOSP50,459,30,531,22,43422,553,246
54,"201501",CLOR150,1438,126,1559,7,52280,1600,710
54,"201501",DANA100,25,8,32,6,2108,32,15
54,"201501",HIDR400,14819,1314,15468,25,629934,16180,7094
54,"201501",METO25,1691,136,1718,16,50247,1810,853
54,"201501",METO252,151,14,157,10,1735,169,89
54,"201502",AZAT50,24585,2911,25633,26,1962695,27687,11802
54,"201502",CICLOFO50,20,5,24,7,1470,25,15
54,"201502",CICLOSP100,357,35,444,19,26260,460,206
54,"201502",CICLOSP10050,20,0,19,3,62,21,9
54,"201502",CICLOSP25,83,14,109,14,9770,113,51
54,"201502",CICLOSP50,494,34,575,21,48411,608,269
54,"201502",CLOR150,1575,124,1691,6,58327,1741,748
54,"201502",DANA100,67,8,75,9,4987,78,31
54,"201502",HIDR400,19256,1625,20155,22,778540,21100,8513
54,"201502",METO25,2071,183,2073,15,60197,2228,998
54,"201502",METO252,227,14,232,11,1724,250,108
54,"201503",AZAT50,25594,2971,25694,27,2007318,28751,12152
54,"201503",CICLOFO50,33,7,42,8,2297,45,22
54,"201503",CICLOSP100,397,29,455,19,27245,488,205
54,"201503",CICLOSP10050,22,0,29,3,67,29,13
54,"201503",CICLOSP25,117,17,134,15,12612,155,61
54,"201503",CICLOSP50,537,38,584,21,48779,646,273
54,"201503",CLOR150,1605,104,1247,7,60215,1777,767
54,"201503",DANA100,56,8,57,8,3708,62,26
54,"201503",HIDR400,22876,1814,22808,23,883100,25046,9537
54,"201503",METO25,2466,204,2419,17,71887,2659,1120
54,"201503",METO252,283,21,273,11,2900,310,142
54,"201504",AZAT50,25839,3020,25792,27,2070585,28986,12323
54,"201504",CICLOFO50,46,8,61,8,3580,63,30
54,"201504",CICLOSP10,2,0,2,1,120,2,1
54,"201504",CICLOSP100,407,41,460,19,30025,517,231
54,"201504",CICLOSP10050,14,0,18,2,52,18,9
54,"201504",CICLOSP25,99,14,106,15,9935,123,56
54,"201504",CICLOSP50,547,38,574,23,52046,663,285
54,"201504",CLOR150,1550,107,1243,7,56687,1738,749
54,"201504",DANA100,53,7,53,8,3195,58,24
54,"201504",HIDR400,24656,2063,24621,23,1003664,27049,10772
54,"201504",METO25,2414,217,2343,18,71936,2603,1137
54,"201504",METO252,206,14,207,10,3357,223,113
54,"201601",AZAT50,25326,2988,25337,26,2039706,28416,12239
54,"201601",CICLOFO50,47,14,68,8,3665,69,35
54,"201601",CICLOSP10,1,0,1,1,150,2,2
54,"201601",CICLOSP100,396,29,465,20,29066,504,224
54,"201601",CICLOSP10050,12,0,13,3,17,14,8
54,"201601",CICLOSP25,105,12,117,14,12365,133,58
54,"201601",CICLOSP50,508,43,533,23,47078,609,263
54,"201601",CLOR150,1546,114,1209,7,54925,1716,775
54,"201601",DANA100,47,5,42,5,2983,50,18
54,"201601",HIDR400,22236,1770,21960,23,961499,24400,10108
54,"201601",METO25,2518,228,2431,18,75295,2708,1265
54,"201601",METO252,153,9,151,8,3218,157,85
54,"201602",AZAT50,24260,2871,24114,26,1946856,27285,12092
54,"201602",CICLOFO50,55,9,72,9,4161,73,31
54,"201602",CICLOSP10,1,0,0,1,240,3,2
54,"201602",CICLOSP100,415,28,502,20,32995,555,239
54,"201602",CICLOSP10050,12,0,11,4,21,14,8
54,"201602",CICLOSP25,114,18,122,15,10960,142,68
54,"201602",CICLOSP50,486,39,510,21,43905,589,265
54,"201602",CLOR150,1664,120,1295,7,62627,1865,817
54,"201602",DANA100,49,9,46,7,3085,50,23
54,"201602",HIDR400,21815,1594,21586,23,880405,24010,9491
54,"201602",METO25,2832,253,2803,17,83849,3085,1335
54,"201602",METO252,206,16,206,7,3532,212,103
54,"201603",AZAT50,27884,3320,27409,26,2262201,31288,13198
54,"201603",CICLOFO50,45,6,55,9,3221,59,30
54,"201603",CICLOSP10,2,0,0,1,120,2,1
54,"201603",CICLOSP100,428,29,491,19,31202,553,250
54,"201603",CICLOSP10050,13,0,12,3,71,13,5
54,"201603",CICLOSP25,127,21,136,14,12300,159,72
54,"201603",CICLOSP50,516,39,536,23,43791,612,279
54,"201603",CLOR150,1349,113,1086,7,57528,1506,730
54,"201603",DANA100,43,6,45,7,3130,47,19
54,"201603",DANA200,0,1,1,1,60,1,1
54,"201603",HIDR400,28146,2264,27974,24,1182957,30863,11990
54,"201603",METO25,3053,295,3030,18,91369,3335,1488
54,"201603",METO252,256,29,251,13,3204,271,125
54,"201604",AZAT50,27338,3237,26720,27,2230463,30737,13201
54,"201604",CICLOFO50,58,8,67,9,4218,73,35
54,"201604",CICLOSP10,1,0,0,1,60,1,1
54,"201604",CICLOSP100,403,37,469,20,27855,508,227
54,"201604",CICLOSP10050,10,0,10,2,12,10,4
54,"201604",CICLOSP25,119,22,135,14,12905,151,69
54,"201604",CICLOSP50,525,44,560,20,48322,638,286
54,"201604",CLOR150,1832,138,1380,8,65072,2043,900
54,"201604",DANA100,28,12,35,4,3004,35,20
54,"201604",DANA200,2,0,2,1,120,2,1
54,"201604",HIDR400,28283,2280,27833,26,1216148,31027,12936
54,"201604",METO25,2887,288,2825,18,89840,3165,1521
54,"201604",METO252,281,30,276,12,4061,306,137
54,"201701",AZAT50,28055,3371,27887,26,2257548,31651,13262
54,"201701",CICLOFO50,67,11,82,11,4995,87,41
54,"201701",CICLOSP10,3,0,0,1,165,3,2
54,"201701",CICLOSP100,467,39,537,19,31990,587,252
54,"201701",CICLOSP10050,10,0,9,3,10,10,6
54,"201701",CICLOSP25,111,20,126,15,11735,147,70
54,"201701",CICLOSP50,555,42,615,21,51752,681,297
54,"201701",CLOR150,1612,110,1209,8,61057,1781,876
54,"201701",DANA100,18,8,24,3,1984,24,12
54,"201701",DANA200,0,0,2,1,120,2,1
54,"201701",HIDR400,32542,2739,32227,25,1314922,35694,14208
54,"201701",METO25,3659,410,3618,20,111285,3971,1712
54,"201701",METO252,275,22,271,12,1752,297,149
54,"201702",AZAT50,28084,3252,27209,25,2284329,31581,13275
54,"201702",CICLOFO50,57,4,69,8,4042,77,38
54,"201702",CICLOSP10,2,0,0,1,90,2,1
54,"201702",CICLOSP100,474,33,527,21,32192,584,253
54,"201702",CICLOSP10050,8,0,9,3,15,11,4
54,"201702",CICLOSP25,130,17,133,13,14497,156,67
54,"201702",CICLOSP50,527,40,550,21,48100,616,281
54,"201702",CLOR150,950,69,748,9,41201,1061,620
54,"201702",DANA100,14,8,22,2,1400,22,13
54,"201702",DANA200,0,0,2,1,60,2,1
54,"201702",HIDR400,32817,2628,31459,26,1336073,35923,14668
54,"201702",METO25,3601,434,3553,19,107441,3915,1745
54,"201702",METO252,373,34,367,11,2437,406,185
54,"201703",AZAT50,31478,3650,30527,27,2581800,35403,14705
54,"201703",CICLOFO50,64,6,71,9,4122,83,39
54,"201703",CICLOSP100,544,27,614,20,35399,667,291
54,"201703",CICLOSP10050,9,0,6,3,87,13,8
54,"201703",CICLOSP25,119,15,132,14,13290,158,70
54,"201703",CICLOSP50,636,36,650,22,58162,744,324
54,"201703",CLOR150,1367,91,967,7,53945,1514,678
54,"201703",DANA100,30,2,30,5,2110,33,14
54,"201703",DANA200,3,2,5,2,210,5,3
54,"201703",HIDR400,37873,3100,37048,27,1565459,41529,15914
54,"201703",METO25,3624,403,3608,21,112138,3916,1776
54,"201703",METO252,406,44,391,12,2286,441,206
54,"201704",AZAT50,32882,3886,31588,27,2677181,36941,15232
54,"201704",CICLOFO50,59,5,73,6,4522,83,34
54,"201704",CICLOSP100,558,30,611,18,37707,676,290
54,"201704",CICLOSP10050,8,0,10,5,60,14,9
54,"201704",CICLOSP25,122,18,128,16,12909,163,75
54,"201704",CICLOSP50,672,46,692,20,61777,796,353
54,"201704",CLOR150,1343,78,944,7,49156,1485,620
54,"201704",DANA100,24,3,27,4,2210,28,15
54,"201704",DANA200,5,3,5,2,270,5,2
54,"201704",HIDR400,41019,3499,39505,27,1680412,45044,18392
54,"201704",METO25,4379,446,4261,19,129936,4756,2063
54,"201704",METO252,441,44,432,12,3474,476,220
54,"201801",AZAT50,31558,3848,30439,27,2587020,35530,15193
54,"201801",CICLOFO50,27,2,43,6,2548,47,23
54,"201801",CICLOSP100,555,35,591,18,36460,665,290
54,"201801",CICLOSP10050,15,0,14,5,77,21,10
54,"201801",CICLOSP25,140,17,137,16,13895,176,75
54,"201801",CICLOSP50,648,35,662,19,59084,776,334
54,"201801",CLOR150,1040,59,770,8,40790,1152,531
54,"201801",DANA100,26,1,31,5,2200,33,16
54,"201801",DANA200,3,2,6,2,380,6,3
54,"201801",HIDR400,42780,3810,41063,26,1778531,47054,19307
54,"201801",METO25,4384,479,4162,20,131827,4750,2140
54,"201801",METO252,374,28,361,11,5163,401,187
54,"201802",AZAT50,31363,3832,30146,26,2556210,35261,15561
54,"201802",CICLOFO50,23,1,37,9,2267,43,22
54,"201802",CICLOSP100,578,30,635,18,39293,704,308
54,"201802",CICLOSP10050,10,0,9,5,69,14,9
54,"201802",CICLOSP25,131,12,131,14,11535,152,73
54,"201802",CICLOSP50,558,23,589,19,50070,678,333
54,"201802",CLOR150,560,43,453,7,27662,619,302
54,"201802",DANA100,36,2,41,7,2863,44,21
54,"201802",DANA200,3,3,3,1,180,3,1
54,"201802",HIDR400,49020,4428,47615,26,1981183,53892,21004
54,"201802",METO25,4780,517,4577,20,142837,5153,2292
54,"201802",METO252,446,45,446,11,5508,489,228
54,"201803",AZAT50,28554,3476,27123,26,2265529,32029,14601
54,"201803",CICLOFO50,19,0,27,7,1369,28,17
54,"201803",CICLOSP10,1,0,1,1,30,1,1
54,"201803",CICLOSP100,593,38,649,17,38874,707,315
54,"201803",CICLOSP10050,15,0,20,6,30,23,12
54,"201803",CICLOSP25,182,18,179,16,14786,201,88
54,"201803",CICLOSP50,618,27,649,20,53051,727,333
54,"201803",CLOR150,633,48,507,8,28055,683,329
54,"201803",DANA100,32,5,35,5,2469,41,20
54,"201803",HIDR400,45558,4381,44238,26,1841419,50190,20910
54,"201803",METO25,4681,491,4412,21,146859,5087,2334
54,"201803",METO252,458,57,471,11,3278,504,232
54,"201804",AZAT50,31225,3849,28848,26,2481978,35061,15549
54,"201804",CICLOFO50,45,5,55,5,3388,55,29
54,"201804",CICLOSP100,602,34,653,17,41947,734,318
54,"201804",CICLOSP10050,13,0,15,7,106,17,11
54,"201804",CICLOSP25,188,15,189,14,17595,223,93
54,"201804",CICLOSP50,662,41,649,21,58372,770,350
54,"201804",CLOR150,790,45,575,7,29555,854,357
54,"201804",DANA100,32,14,35,7,2865,47,22
54,"201804",HIDR400,48341,4642,44633,26,2028612,53254,22792
54,"201804",METO25,4244,432,3749,20,139517,4649,2234
54,"201804",METO252,500,68,506,11,4707,537,259
54,"201901",AZAT50,28678,3656,26434,26,2236457,32157,14164
54,"201901",CICLOFO50,61,5,68,9,4353,70,37
54,"201901",CICLOSP100,536,43,560,16,38054,660,299
54,"201901",CICLOSP10050,15,0,17,6,51,17,8
54,"201901",CICLOSP25,181,13,170,14,16293,198,86
54,"201901",CICLOSP50,644,28,632,21,71422,762,345
54,"201901",CLOR150,738,39,556,8,27498,812,340
54,"201901",DANA100,41,13,43,7,2920,53,23
54,"201901",HIDR400,51310,5146,48134,26,2085037,56502,23325
54,"201901",METO25,5460,644,4954,20,168994,5911,2604
54,"201901",METO252,424,50,404,11,6312,452,222
54,"201902",AZAT50,28916,3739,26868,25,2317047,32485,14054
54,"201902",CICLOFO50,35,7,42,7,2510,43,24
54,"201902",CICLOSP100,522,41,560,17,35884,633,292
54,"201902",CICLOSP10050,21,0,14,6,221,23,10
54,"201902",CICLOSP25,160,17,156,15,14647,183,77
54,"201902",CICLOSP50,641,42,615,21,55217,739,336
54,"201902",CLOR150,747,44,568,7,26517,821,329
54,"201902",DANA100,37,14,39,5,2690,48,23
54,"201902",HIDR400,48628,4657,45634,26,1939383,53551,21740
54,"201902",METO25,6025,700,5515,23,179491,6504,2821
54,"201902",METO252,442,57,436,11,3197,486,233
55,"200801",IMUN10,3,0,6,1,48,6,2
55,"200801",IMUN25,1,0,1,1,25,1,1
55,"200801",IMUN50,61,19,84,10,1807,84,49
55,"200802",IMUN05,5,0,5,1,54,5,4
55,"200802",IMUN10,2,2,6,2,44,6,3
55,"200802",IMUN25,2,0,2,1,50,2,1
